Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
17,Sterling Shepard*\sterling-shepard-1,Oklahoma,Big 12,11,51,970,19.0,5,8,41,5.1,0,59,1011,17.1,5
18,Darren Carrington*\darren-carrington-1,Oregon,Pac-12,10,37,704,19.0,4,0,0,,0,37,704,19.0,4
19,Devin Lauderdale\devin-lauderdale-1,Texas Tech,Big 12,10,31,589,19.0,7,0,0,,0,31,589,19.0,7
20,Keith Mumphery*\keith-mumphery-1,Michigan State,Big Ten,12,26,495,19.0,3,6,85,14.2,1,32,580,18.1,4
21,Brandon Sheperd*\brandon-sheperd-1,Oklahoma State,Big 12,13,39,737,18.9,5,4,69,17.3,0,43,806,18.7,5
22,Jalen Robinette*\jalen-robinette-1,Air Force,MWC,13,43,806,18.7,4,0,0,,0,43,806,18.7,4
23,J.J. Nelson\jamarcus-nelson-1,UAB,CUSA,12,35,655,18.7,4,5,45,9.0,0,40,700,17.5,4
24,Cam Worthy*\cam-worthy-1,East Carolina,American,11,55,1016,18.5,4,0,0,,0,55,1016,18.5,4
25,Tony Lippett*\tony-lippett-1,Michigan State,Big Ten,13,65,1198,18.4,11,2,51,25.5,1,67,1249,18.6,12
26,Kolby Listenbee*\kolby-listenbee-1,Texas Christian,Big 12,13,41,753,18.4,4,2,19,9.5,0,43,772,18.0,4
27,Chris Conley*\chris-conley-1,Georgia,SEC,13,36,657,18.3,8,0,0,,0,36,657,18.3,8
28,Rashard Higgins*\rashard-higgins-1,Colorado State,MWC,12,96,1750,18.2,17,0,0,,0,96,1750,18.2,17
29,Corey Davis*\corey-davis-3,Western Michigan,MAC,12,78,1408,18.1,15,0,0,,0,78,1408,18.1,15
30,Mike Williams*\mike-williams-17,Clemson,ACC,12,57,1030,18.1,6,0,0,,0,57,1030,18.1,6
31,Javess Blue\javess-blue-1,Kentucky,SEC,11,29,525,18.1,5,0,0,,0,29,525,18.1,5
32,Nigel King\nigel-king-1,Kansas,Big 12,11,30,537,17.9,1,0,0,,0,30,537,17.9,1
33,K.D. Cannon*\kd-cannon-1,Baylor,Big 12,13,58,1030,17.8,8,2,12,6.0,0,60,1042,17.4,8
34,Vince Sanders*\vince-sanders-1,Ole Miss,SEC,11,39,696,17.8,6,0,0,,0,39,696,17.8,6
35,C.J. Prosise\cj-prosise-1,Notre Dame,Ind,13,29,516,17.8,2,10,126,12.6,1,39,642,16.5,3
36,Devante Davis\devante-davis-1,UNLV,MWC,8,34,599,17.6,4,0,0,,0,34,599,17.6,4
37,Corey Coleman*\corey-coleman-1,Baylor,Big 12,10,64,1119,17.5,11,11,53,4.8,1,75,1172,15.6,12
38,Jimmie Hunt*\jimmie-hunt-1,Missouri,SEC,12,40,698,17.5,7,0,0,,0,40,698,17.5,7
39,Mack Hollins*\mack-hollins-1,North Carolina,ACC,13,35,613,17.5,8,0,0,,0,35,613,17.5,8
40,Charles Lovett*\charles-lovett-1,Colorado State,MWC,13,28,490,17.5,3,2,15,7.5,0,30,505,16.8,3
41,Evan Engram*\evan-engram-1,Ole Miss,SEC,10,38,662,17.4,2,0,0,,0,38,662,17.4,2
42,Dijon Paschal*\dijon-paschal-1,Arkansas State,Sun Belt,12,37,642,17.4,4,0,0,,0,37,642,17.4,4
43,Thomas Sperbeck*\thomas-sperbeck-1,Boise State,MWC,11,51,877,17.2,3,2,11,5.5,0,53,888,16.8,3
44,Taywan Taylor*\taywan-taylor-1,Western Kentucky,CUSA,12,45,767,17.0,7,1,11,11.0,0,46,778,16.9,7
45,Jordan Westerkamp\jordan-westerkamp-1,Nebraska,Big Ten,13,44,747,17.0,5,0,0,,0,44,747,17.0,5
46,Kenny Bell\kenny-bell-2,Nebraska,Big Ten,13,47,788,16.8,6,0,0,,0,47,788,16.8,6
47,Markeith Ambles*\markeith-ambles-2,Houston,American,13,32,539,16.8,4,0,0,,0,32,539,16.8,4
48,Devon Allen*\devon-allen-1,Oregon,Pac-12,14,41,684,16.7,7,1,21,21.0,0,42,705,16.8,7
49,Trevor Davis\trevor-davis-1,California,Pac-12,9,24,399,16.6,5,0,0,,0,24,399,16.6,5
50,Pharoh Cooper*\pharoh-cooper-1,South Carolina,SEC,13,69,1136,16.5,9,27,200,7.4,2,96,1336,13.9,11
51,Mekale McKay*\mekale-mckay-3,Cincinnati,American,13,44,725,16.5,8,0,0,,0,44,725,16.5,8
52,Andre Davis\andre-davis-4,South Florida,American,8,36,594,16.5,7,0,0,,0,36,594,16.5,7
53,Jordan Villamin\jordan-villamin-1,Oregon State,Pac-12,10,35,578,16.5,6,0,0,,0,35,578,16.5,6
54,Der'Rikk Thompson\derrikk-thompson-1,SMU,American,9,31,512,16.5,1,2,0,0.0,0,33,512,15.5,1
55,Matt Miller*\matt-miller-6,Boise State,MWC,5,28,461,16.5,3,0,0,,0,28,461,16.5,3
56,Devon Cajuste*\devon-cajuste-1,Stanford,Pac-12,10,34,557,16.4,6,0,0,,0,34,557,16.4,6
57,Titus Davis*\titus-davis-1,Central Michigan,MAC,10,60,980,16.3,13,3,20,6.7,0,63,1000,15.9,13
58,Malachi Jones\malachi-jones-1,Appalachian State,Sun Belt,12,36,585,16.3,3,0,0,,0,36,585,16.3,3
59,Fred Ross*\fred-ross-1,Mississippi State,SEC,11,30,489,16.3,5,2,6,3.0,0,32,495,15.5,5
60,Rodney Mills\rodney-mills-1,Massachusetts,MAC,12,30,489,16.3,5,0,0,,0,30,489,16.3,5
61,James Washington*\james-washington-5,Oklahoma State,Big 12,12,28,456,16.3,6,1,20,20.0,0,29,476,16.4,6
62,Tyler Boyd*\tyler-boyd-1,Pitt,ACC,13,78,1261,16.2,8,12,63,5.3,0,90,1324,14.7,8
63,Antonio Vaughan\antonio-vaughan-1,Old Dominion,CUSA,12,63,1019,16.2,12,6,31,5.2,0,69,1050,15.2,12
64,Josh Reynolds*\josh-reynolds-1,Texas A&M,SEC,13,52,842,16.2,13,0,0,,0,52,842,16.2,13
65,D'Haquille Williams*\dhaquille-williams-1,Auburn,SEC,10,45,730,16.2,5,0,0,,0,45,730,16.2,5
66,Danny Anthrop\danny-anthrop-1,Purdue,Big Ten,9,38,616,16.2,4,3,10,3.3,0,41,626,15.3,4
67,Deante' Gray*\deante-gray-1,Texas Christian,Big 12,11,36,582,16.2,8,8,88,11.0,0,44,670,15.2,8
68,Jesse Kroll*\jesse-kroll-1,Central Michigan,MAC,11,36,582,16.2,4,3,16,5.3,0,39,598,15.3,4
69,Ezell Ruffin*\ezell-ruffin-1,San Diego State,MWC,7,26,422,16.2,2,2,-2,-1.0,0,28,420,15.0,2
70,David Frazier\david-frazier-2,Miami (OH),MAC,11,59,949,16.1,5,1,5,5.0,0,60,954,15.9,5
71,Samajie Grant*\samajie-grant-1,Arizona,Pac-12,13,45,718,16.0,6,2,9,4.5,0,47,727,15.5,6
72,Maxx Williams*\maxx-williams-1,Minnesota,Big Ten,12,36,569,15.8,8,0,0,,0,36,569,15.8,8
73,C.J. Duncan\cj-duncan-1,Vanderbilt,SEC,11,28,441,15.8,4,2,4,2.0,0,30,445,14.8,4
74,Da'Ron Brown*\daron-brown-1,Northern Illinois,MAC,14,68,1065,15.7,6,10,108,10.8,1,78,1173,15.0,7
75,Josh Doctson*\josh-doctson-1,Texas Christian,Big 12,13,65,1018,15.7,11,0,0,,0,65,1018,15.7,11
76,James Quick*\james-quick-1,Louisville,ACC,12,36,566,15.7,3,2,9,4.5,0,38,575,15.1,3
77,Jordan Taylor*\jordan-taylor-2,Rice,CUSA,10,54,842,15.6,7,0,0,,0,54,842,15.6,7
78,John Harris*\john-harris-1,Texas,Big 12,13,68,1051,15.5,7,0,0,,0,68,1051,15.5,7
79,Jean Sifrin\jean-sifrin-1,Massachusetts,MAC,11,41,637,15.5,6,0,0,,0,41,637,15.5,6
80,Miles Gooch\miles-gooch-1,Virginia,ACC,7,24,371,15.5,1,0,0,,0,24,371,15.5,1
81,Ron Willoughby\ron-willoughby-1,Buffalo,MAC,11,50,771,15.4,9,0,0,,0,50,771,15.4,9
82,Clive Walford*\clive-walford-1,Miami (FL),ACC,11,44,676,15.4,7,0,0,,0,44,676,15.4,7
83,Jay Lee*\jay-lee-1,Baylor,Big 12,10,41,633,15.4,6,0,0,,0,41,633,15.4,6
84,Joe Hansley*\joe-hansley-1,Colorado State,MWC,11,35,540,15.4,2,7,13,1.9,0,42,553,13.2,2
85,Steve Ishmael\steve-ishmael-1,Syracuse,ACC,10,27,415,15.4,3,0,0,,0,27,415,15.4,3
86,Montez McGuire\montez-mcguire-1,Appalachian State,Sun Belt,11,25,386,15.4,2,0,0,,0,25,386,15.4,2
87,Joshua McCain\joshua-mccain-1,Idaho,Sun Belt,11,76,1162,15.3,9,1,3,3.0,0,77,1165,15.1,9
88,Demarcus Robinson*\demarcus-robinson-3,Florida,SEC,11,53,810,15.3,7,1,3,3.0,0,54,813,15.1,7
89,Dom Williams\dom-williams-1,Washington State,Pac-12,11,43,656,15.3,9,0,0,,0,43,656,15.3,9
90,Mitchell Henry*\mitchell-henry-1,Western Kentucky,CUSA,11,32,489,15.3,4,0,0,,0,32,489,15.3,4
91,Demarco Robinson\demarco-robinson-1,Kentucky,SEC,12,33,501,15.2,1,1,0,0.0,0,34,501,14.7,1
92,Tajae Sharpe\tajae-sharpe-1,Massachusetts,MAC,12,85,1281,15.1,7,3,14,4.7,0,88,1295,14.7,7
93,Devonte Boyd\devonte-boyd-1,UNLV,MWC,13,65,980,15.1,4,1,5,5.0,0,66,985,14.9,4
94,Ajalen Holley\ajalen-holley-1,Louisiana-Monroe,Sun Belt,12,57,863,15.1,7,1,9,9.0,0,58,872,15.0,7
95,Alonzo Russell*\alonzo-russell-1,Toledo,MAC,13,51,770,15.1,8,0,0,,0,51,770,15.1,8
96,Edward Pope*\edward-pope-1,Texas A&M,SEC,12,30,454,15.1,4,0,0,,0,30,454,15.1,4
97,Mitchell Juergens*\mitchell-juergens-1,Brigham Young,Ind,12,28,424,15.1,4,6,23,3.8,0,34,447,13.1,4
98,Roger Lewis*\roger-lewis-1,Bowling Green State,MAC,14,73,1094,15.0,7,1,-3,-3.0,0,74,1091,14.7,7
99,Darius Phillips*\darius-phillips-1,Western Michigan,MAC,12,32,479,15.0,2,3,37,12.3,0,35,516,14.7,2
100,Keyarris Garrett\keyarris-garrett-1,Tulsa,American,10,47,698,14.9,5,0,0,,0,47,698,14.9,5
101,Dwayne Stanford*\dwayne-stanford-1,Oregon,Pac-12,13,43,639,14.9,6,0,0,,0,43,639,14.9,6
102,Garrett Brown*\garrett-brown-2,Air Force,MWC,12,36,535,14.9,6,36,195,5.4,1,72,730,10.1,7
103,Johnny Holton*\johnny-holton-1,Cincinnati,American,13,29,431,14.9,5,0,0,,0,29,431,14.9,5
104,Donovan Harden\donovan-harden-2,Georgia State,Sun Belt,12,60,885,14.8,7,2,15,7.5,0,62,900,14.5,7
105,Michael Thomas*\michael-thomas-3,Ohio State,Big Ten,15,54,799,14.8,9,0,0,,0,54,799,14.8,9
106,Eldridge Massington*\eldridge-massington-1,UCLA,Pac-12,11,25,367,14.7,3,0,0,,0,25,367,14.7,3
107,Robert Davis\robert-davis-10,Georgia State,Sun Belt,12,50,732,14.6,2,1,3,3.0,0,51,735,14.4,2
108,Geronimo Allison*\geronimo-allison-1,Illinois,Big Ten,11,41,598,14.6,5,0,0,,0,41,598,14.6,5
109,Travis Rudolph*\travis-rudolph-1,Florida State,ACC,10,38,555,14.6,4,0,0,,0,38,555,14.6,4
110,Ian Sadler\ian-sadler-1,Texas Tech,Big 12,7,23,336,14.6,2,0,0,,0,23,336,14.6,2
111,Mario Alford*\mario-alford-1,West Virginia,Big 12,13,65,945,14.5,11,2,14,7.0,0,67,959,14.3,11
112,De'Runnya Wilson*\derunnya-wilson-1,Mississippi State,SEC,10,47,680,14.5,9,0,0,,0,47,680,14.5,9
113,Cameron Smith*\cameron-smith-2,Arizona State,Pac-12,11,41,596,14.5,6,3,25,8.3,0,44,621,14.1,6
114,William Fuller\william-fuller-2,Notre Dame,Ind,13,76,1094,14.4,15,0,0,,0,76,1094,14.4,15
115,Stephen Anderson\stephen-anderson-2,California,Pac-12,10,46,661,14.4,5,0,0,,0,46,661,14.4,5
116,Michael Thomas\michael-thomas-6,Southern Mississippi,CUSA,12,41,592,14.4,5,0,0,,0,41,592,14.4,5
117,Juwan Brescacin*\juwan-brescacin-1,Northern Illinois,MAC,11,31,445,14.4,6,0,0,,0,31,445,14.4,6
118,Josiah Price*\josiah-price-1,Michigan State,Big Ten,10,26,374,14.4,6,0,0,,0,26,374,14.4,6
119,Tyler Lockett*\tyler-lockett-1,Kansas State,Big 12,13,106,1515,14.3,11,3,17,5.7,0,109,1532,14.1,11
120,Jarrod West\jarrod-west-1,Syracuse,ACC,10,49,700,14.3,0,0,0,,0,49,700,14.3,0
121,Jared Murphy\jared-murphy-1,Miami (OH),MAC,12,42,600,14.3,4,10,28,2.8,2,52,628,12.1,6
122,J.J. Worton*\jj-worton-1,UCF,American,10,36,514,14.3,5,0,0,,0,36,514,14.3,5
123,Xavier Williams*\xavier-williams-1,Colorado State,MWC,13,30,430,14.3,3,0,0,,0,30,430,14.3,3
124,Devin Clarke\devin-clarke-1,Middle Tennessee State,CUSA,10,25,358,14.3,2,0,0,,0,25,358,14.3,2
125,Jaelen Strong*\jaelen-strong-1,Arizona State,Pac-12,12,82,1165,14.2,10,0,0,,0,82,1165,14.2,10
126,Jordan Payton*\jordan-payton-1,UCLA,Pac-12,13,67,954,14.2,7,0,0,,0,67,954,14.2,7
127,Hunter Sharp*\hunter-sharp-1,Utah State,MWC,13,66,939,14.2,7,6,28,4.7,0,72,967,13.4,7
128,Marcus Kemp\marcus-kemp-1,Hawaii,MWC,12,56,797,14.2,3,0,0,,0,56,797,14.2,3
129,Jordan Leslie*\jordan-leslie-1,Brigham Young,Ind,13,55,779,14.2,6,3,34,11.3,1,58,813,14.0,7
130,David Glidden*\david-glidden-1,Oklahoma State,Big 12,12,42,598,14.2,2,0,0,,0,42,598,14.2,2
131,Joshua Reese*\joshua-reese-1,UCF,American,12,39,552,14.2,6,4,16,4.0,0,43,568,13.2,6
132,Chris Brown\chris-brown-11,Notre Dame,Ind,13,39,548,14.1,1,1,5,5.0,0,40,553,13.8,1
133,Deon Butler*\deon-butler-2,Central Michigan,MAC,11,30,424,14.1,1,0,0,,0,30,424,14.1,1
134,Sterling Griffin*\sterling-griffin-3,Louisiana Tech,CUSA,9,29,408,14.1,2,0,0,,0,29,408,14.1,2
135,Vince Mayle\vince-mayle-1,Washington State,Pac-12,12,106,1483,14.0,9,0,0,,0,106,1483,14.0,9
136,Cayleb Jones*\cayleb-jones-2,Arizona,Pac-12,14,73,1019,14.0,9,0,0,,0,73,1019,14.0,9
137,Jakeem Grant\jakeem-grant-1,Texas Tech,Big 12,12,67,938,14.0,7,5,35,7.0,0,72,973,13.5,7
138,Alex Erickson*\alex-erickson-1,Wisconsin,Big Ten,13,55,772,14.0,3,3,1,0.3,0,58,773,13.3,3
139,Jalen Claiborne\jalen-claiborne-1,Wyoming,MWC,12,41,576,14.0,3,2,1,0.5,0,43,577,13.4,3
140,Tyler McCulloch\tyler-mcculloch-1,Colorado,Pac-12,9,30,419,14.0,2,0,0,,0,30,419,14.0,2
141,Shane Tucker\shane-tucker-1,Middle Tennessee State,CUSA,12,25,351,14.0,4,97,486,5.0,8,122,837,6.9,12
142,Rodney Adams\rodney-adams-1,South Florida,American,9,23,323,14.0,2,5,52,10.4,1,28,375,13.4,3
143,Demornay Pierson-El\demornay-pierson-el-1,Nebraska,Big Ten,13,23,321,14.0,4,5,10,2.0,0,28,331,11.8,4
144,Amari Cooper*\amari-cooper-1,Alabama,SEC,14,124,1727,13.9,16,5,23,4.6,0,129,1750,13.6,16
145,Shavarez Smith*\shavarez-smith-1,South Alabama,Sun Belt,13,54,748,13.9,8,1,-13,-13.0,0,55,735,13.4,8
146,Tevaun Smith*\tevaun-smith-1,Iowa,Big Ten,13,43,596,13.9,3,3,43,14.3,0,46,639,13.9,3
147,Hunter Henry*\hunter-henry-1,Arkansas,SEC,12,37,513,13.9,2,0,0,,0,37,513,13.9,2
148,Marquise Ricard\marquise-ricard-1,Southern Mississippi,CUSA,12,30,417,13.9,2,0,0,,0,30,417,13.9,2
149,Macgarrett Kings Jr.*\macgarrett-kings-jr-1,Michigan State,Big Ten,13,29,404,13.9,1,12,71,5.9,0,41,475,11.6,1
150,Rashad Greene*\rashad-greene-1,Florida State,ACC,14,99,1365,13.8,7,1,-2,-2.0,0,100,1363,13.6,7
151,Antwan Goodley*\antwan-goodley-1,Baylor,Big 12,10,60,830,13.8,6,8,71,8.9,0,68,901,13.3,6
152,Jalen Fitzpatrick\jalen-fitzpatrick-1,Temple,American,12,53,730,13.8,6,2,-10,-5.0,0,55,720,13.1,6
153,D'Vario Montgomery\dvario-montgomery-1,Iowa State,Big 12,9,44,605,13.8,2,1,9,9.0,0,45,614,13.6,2
154,Canaan Severin\canaan-severin-1,Virginia,ACC,12,42,578,13.8,5,0,0,,0,42,578,13.8,5
155,Mike Dudek*\mike-dudek-1,Illinois,Big Ten,13,76,1038,13.7,6,6,73,12.2,0,82,1111,13.5,6
156,Geno Lewis*\geno-lewis-1,Penn State,Big Ten,13,55,751,13.7,2,1,1,1.0,0,56,752,13.4,2
157,Bo Hines*\bo-hines-1,North Carolina State,ACC,12,45,616,13.7,1,1,3,3.0,0,46,619,13.5,1
158,Jenson Stoshak\jenson-stoshak-1,Florida Atlantic,CUSA,12,37,508,13.7,2,0,0,,0,37,508,13.7,2
159,Shaq Roland*\shaq-roland-1,South Carolina,SEC,9,26,356,13.7,4,0,0,,0,26,356,13.7,4
160,Byron Marshall*\byron-marshall-1,Oregon,Pac-12,15,74,1003,13.6,6,52,392,7.5,1,126,1395,11.1,7
161,Cody Core*\cody-core-1,Ole Miss,SEC,13,41,558,13.6,6,4,86,21.5,0,45,644,14.3,6
162,Tanner Gentry\tanner-gentry-1,Wyoming,MWC,12,32,435,13.6,2,2,3,1.5,0,34,438,12.9,2
163,Malcolm Johnson*\malcolm-johnson-2,Mississippi State,SEC,12,28,380,13.6,3,0,0,,0,28,380,13.6,3
164,Jordan Reid\jordan-reid-1,Ohio,MAC,10,24,326,13.6,1,0,0,,0,24,326,13.6,1
165,B.J. Johnson\bj-johnson-2,Georgia Southern,Sun Belt,11,23,312,13.6,3,3,29,9.7,0,26,341,13.1,3
166,Corey Robinson\corey-robinson-3,Notre Dame,Ind,12,40,539,13.5,5,0,0,,0,40,539,13.5,5
167,Steven Scheu\steven-scheu-1,Vanderbilt,SEC,12,39,525,13.5,4,0,0,,0,39,525,13.5,4
168,Bryan Holmes\bryan-holmes-1,Troy,Sun Belt,11,34,460,13.5,5,1,4,4.0,0,35,464,13.3,5
169,Curry Sexton*\curry-sexton-1,Kansas State,Big 12,13,79,1059,13.4,5,0,0,,0,79,1059,13.4,5
170,Jordan Williams\jordan-williams-3,Ball State,MAC,11,56,753,13.4,6,0,0,,0,56,753,13.4,6
171,JuJu Smith-Schuster*\juju-smith-1,USC,Pac-12,13,54,724,13.4,5,2,3,1.5,0,56,727,13.0,5
172,Tyreese Russell\tyreese-russell-1,Eastern Michigan,MAC,12,39,523,13.4,3,1,7,7.0,0,40,530,13.3,3
173,Scott Harding\scott-harding-1,Hawaii,MWC,13,34,457,13.4,3,0,0,,0,34,457,13.4,3
174,Tevin Jones*\tevin-jones-1,Memphis,American,12,33,442,13.4,3,1,0,0.0,0,34,442,13.0,3
175,Dennis Parks*\dennis-parks-1,Rice,CUSA,9,29,389,13.4,1,0,0,,0,29,389,13.4,1
176,Amir Carlisle\amir-carlisle-2,Notre Dame,Ind,12,23,309,13.4,3,7,46,6.6,0,30,355,11.8,3
177,Kevin White*\kevin-white-6,West Virginia,Big 12,13,109,1447,13.3,10,0,0,,0,109,1447,13.3,10
178,Ronald Butler*\ronald-butler-1,Utah State,MWC,14,36,478,13.3,2,6,72,12.0,0,42,550,13.1,2
179,Sam Arneson*\sam-arneson-1,Wisconsin,Big Ten,14,29,387,13.3,4,0,0,,0,29,387,13.3,4
180,Alan Cross*\alan-cross-2,Memphis,American,12,28,373,13.3,4,1,1,1.0,1,29,374,12.9,5
181,David Grinnage*\david-grinnage-1,North Carolina State,ACC,11,27,358,13.3,5,0,0,,0,27,358,13.3,5
182,Joel German*\joel-german-1,Western Kentucky,CUSA,13,27,358,13.3,4,0,0,,0,27,358,13.3,4
183,Cameron Dickerson\cameron-dickerson-1,Northwestern,Big Ten,9,24,318,13.3,1,0,0,,0,24,318,13.3,1
184,Laquon Treadwell*\laquon-treadwell-1,Ole Miss,SEC,9,48,632,13.2,5,2,-7,-3.5,0,50,625,12.5,5
185,Dominic Rufran\dominic-rufran-1,Wyoming,MWC,12,45,596,13.2,0,6,15,2.5,0,51,611,12.0,0
186,Allen Lazard\allen-lazard-1,Iowa State,Big 12,12,45,593,13.2,3,0,0,,0,45,593,13.2,3
187,Markese Triplett\markese-triplett-1,Southern Mississippi,CUSA,12,40,529,13.2,1,0,0,,0,40,529,13.2,1
188,Marcus Henry\marcus-henry-2,Middle Tennessee State,CUSA,11,40,527,13.2,4,0,0,,0,40,527,13.2,4
189,Josh Robinson*\josh-robinson-2,Mississippi State,SEC,13,28,370,13.2,1,190,1203,6.3,11,218,1573,7.2,12
190,Jalin Marshall*\jalin-marshall-1,Ohio State,Big Ten,15,38,499,13.1,6,25,145,5.8,1,63,644,10.2,7
191,Amara Darboh\amara-darboh-1,Michigan,Big Ten,11,36,473,13.1,2,0,0,,0,36,473,13.1,2
192,Gehrig Dieter*\gehrig-dieter-1,Bowling Green State,MAC,8,35,460,13.1,1,0,0,,0,35,460,13.1,1
193,Aaron Peck*\aaron-peck-1,Fresno State,MWC,12,32,419,13.1,3,0,0,,0,32,419,13.1,3
194,Trey Griffey*\trey-griffey-1,Arizona,Pac-12,13,31,405,13.1,1,0,0,,0,31,405,13.1,1
195,Bra'Lon Cherry*\bralon-cherry-1,North Carolina State,ACC,11,27,354,13.1,3,6,40,6.7,2,33,394,11.9,5
196,Bud Sasser*\bud-sasser-1,Missouri,SEC,14,77,1003,13.0,12,0,0,,0,77,1003,13.0,12
197,Trent Taylor*\trent-taylor-2,Louisiana Tech,CUSA,14,64,834,13.0,9,0,0,,0,64,834,13.0,9
198,Kenny Lawler\kenny-lawler-1,California,Pac-12,11,54,701,13.0,9,0,0,,0,54,701,13.0,9
199,Austin Hill*\austin-hill-1,Arizona,Pac-12,14,49,635,13.0,4,0,0,,0,49,635,13.0,4
200,Jimmay Mundine\jimmay-mundine-1,Kansas,Big 12,11,45,584,13.0,3,0,0,,0,45,584,13.0,3
201,Keon Hatcher*\keon-hatcher-1,Arkansas,SEC,13,43,558,13.0,6,5,112,22.4,1,48,670,14.0,7
202,Jerrel Brown\jerrel-brown-1,New Mexico State,Sun Belt,10,34,442,13.0,2,0,0,,0,34,442,13.0,2
203,Westlee Tonga*\westlee-tonga-1,Utah,Pac-12,11,30,391,13.0,4,0,0,,0,30,391,13.0,4
204,Chris Godwin*\chris-godwin-1,Penn State,Big Ten,13,26,338,13.0,2,2,1,0.5,0,28,339,12.1,2
205,Alex Welch\alex-welch-1,Miami (OH),MAC,8,24,312,13.0,2,0,0,,0,24,312,13.0,2
206,Tres Houston*\tres-houston-1,Arkansas State,Sun Belt,13,53,685,12.9,4,0,0,,0,53,685,12.9,4
207,Nick O'Leary*\nick-oleary-1,Florida State,ACC,13,48,618,12.9,6,0,0,,1,48,618,12.9,7
208,Hasaan Henderson*\hasaan-henderson-1,Nevada,MWC,9,45,579,12.9,4,0,0,,0,45,579,12.9,4
209,Justyn Shackleford\justyn-shackleford-1,Tulane,American,11,36,465,12.9,2,0,0,,0,36,465,12.9,2
210,Marken Michel\marken-michel-1,Massachusetts,MAC,12,30,386,12.9,1,19,115,6.1,2,49,501,10.2,3
211,Stefon Diggs*\stefon-diggs-1,Maryland,Big Ten,10,62,792,12.8,5,5,28,5.6,0,67,820,12.2,5
212,Kenneth Dixon*\kenneth-dixon-1,Louisiana Tech,CUSA,14,30,385,12.8,6,253,1299,5.1,22,283,1684,6.0,28
213,Deshon Foxx\deshon-foxx-1,Connecticut,American,12,30,384,12.8,1,23,203,8.8,1,53,587,11.1,2
214,Josh Bordner*\josh-bordner-1,Boston College,ACC,13,27,346,12.8,3,0,0,,0,27,346,12.8,3
215,Alex Deleon\alex-deleon-1,Florida Atlantic,CUSA,10,23,295,12.8,5,0,0,,0,23,295,12.8,5
216,Artavis Scott*\artavis-scott-1,Clemson,ACC,12,76,965,12.7,8,6,18,3.0,0,82,983,12.0,8
217,Isaiah Ford*\isaiah-ford-1,Virginia Tech,ACC,13,56,709,12.7,6,4,0,0.0,0,60,709,11.8,6
218,David Washington\david-washington-4,Old Dominion,CUSA,12,47,599,12.7,4,1,0,0.0,0,48,599,12.5,4
219,Speedy Noil*\speedy-noil-1,Texas A&M,SEC,12,46,583,12.7,5,1,10,10.0,0,47,593,12.6,5
220,Danny Woodson Jr.*\danny-woodson-jr-1,South Alabama,Sun Belt,12,30,382,12.7,4,0,0,,0,30,382,12.7,4
221,Nelson Agholor*\nelson-agholor-1,USC,Pac-12,13,104,1313,12.6,12,4,3,0.8,0,108,1316,12.2,12
222,Mitch Mathews*\mitch-mathews-1,Brigham Young,Ind,13,73,922,12.6,9,0,0,,0,73,922,12.6,9
223,Bradley Marquez\bradley-marquez-1,Texas Tech,Big 12,12,65,821,12.6,10,0,0,,0,65,821,12.6,10
