Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
106,Marqise Lee*\marqise-lee-1,USC,Pac-12,13,118,1721,14.6,14,13,106,8.2,0,131,1827,13.9,14
107,Shaquelle Evans*\shaquelle-evans-1,UCLA,Pac-12,14,60,877,14.6,3,2,6,3.0,0,62,883,14.2,3
108,Nick Adams\nick-adams-1,UAB,CUSA,12,45,656,14.6,2,,,,,45,656,14.6,2
109,Rashawn Scott\rashawn-scott-1,Miami (FL),ACC,9,35,512,14.6,3,,,,,35,512,14.6,3
110,Phillip Dorsett\phillip-dorsett-1,Miami (FL),ACC,12,58,842,14.5,4,5,8,1.6,0,63,850,13.5,4
111,Jordan Taylor*\jordan-taylor-2,Rice,CUSA,13,57,826,14.5,3,3,23,7.7,0,60,849,14.2,3
112,Tobias Palmer*\tobias-palmer-1,North Carolina State,ACC,13,54,781,14.5,6,7,60,8.6,0,61,841,13.8,6
113,Evans Okotcha\evans-okotcha-1,UTSA,WAC,12,24,349,14.5,3,106,450,4.2,8,130,799,6.1,11
114,Martel Moore*\martel-moore-1,Northern Illinois,MAC,14,75,1083,14.4,13,,,,,75,1083,14.4,13
115,Dri Archer*\dri-archer-1,Kent State,MAC,14,39,561,14.4,4,159,1429,9.0,16,198,1990,10.1,20
116,Jalen Claiborne\jalen-claiborne-1,Wyoming,MWC,12,34,490,14.4,5,1,-7,-7.0,0,35,483,13.8,5
117,Malcolm Mitchell*\malcolm-mitchell-2,Georgia,SEC,13,40,572,14.3,4,5,17,3.4,0,45,589,13.1,4
118,Ladarius Brown*\ladarius-brown-1,Texas Christian,Big 12,13,27,385,14.3,5,,,,,27,385,14.3,5
119,Stedman Bailey*\stedman-bailey-1,West Virginia,Big 12,13,114,1622,14.2,25,2,13,6.5,0,116,1635,14.1,25
120,Tramaine Thompson*\tramaine-thompson-1,Kansas State,Big 12,13,37,526,14.2,4,3,0,0.0,0,40,526,13.2,4
121,Jordan Matthews*\jordan-matthews-1,Vanderbilt,SEC,13,94,1323,14.1,8,3,61,20.3,1,97,1384,14.3,9
122,Jamison Crowder*\jamison-crowder-1,Duke,ACC,13,76,1074,14.1,8,3,13,4.3,0,79,1087,13.8,8
123,Kemonte Bateman\kemonte-bateman-1,New Mexico State,WAC,12,50,707,14.1,5,,,,,50,707,14.1,5
124,Bryan Underwood*\bryan-underwood-1,North Carolina State,ACC,13,44,620,14.1,10,1,10,10.0,0,45,630,14.0,10
125,Daniel Spencer\daniel-spencer-1,Houston,CUSA,10,41,579,14.1,3,1,5,5.0,0,42,584,13.9,3
126,Garrett Hoskins\garrett-hoskins-1,Eastern Michigan,MAC,12,38,537,14.1,3,,,,,38,537,14.1,3
127,Brandon Felder\brandon-felder-1,Penn State,Big Ten,12,31,437,14.1,1,,,,,31,437,14.1,1
128,Dorial Green-Beckham\dorial-green-beckham-1,Missouri,SEC,11,28,395,14.1,5,5,16,3.2,0,33,411,12.5,5
129,Devante Davis\devante-davis-1,UNLV,MWC,13,61,854,14.0,4,,,,,61,854,14.0,4
130,D.J. Foster*\dj-foster-1,Arizona State,Pac-12,13,38,533,14.0,4,102,493,4.8,2,140,1026,7.3,6
131,Drew Terrell*\drew-terrell-1,Stanford,Pac-12,14,33,463,14.0,4,,,,,33,463,14.0,4
132,Kam Jones\kam-jones-1,UTSA,WAC,12,23,323,14.0,1,28,174,6.2,0,51,497,9.7,1
133,Geremy Davis\geremy-davis-1,Connecticut,Big East,12,44,613,13.9,1,,,,,44,613,13.9,1
134,Jordan James*\jordan-james-1,Tulsa,CUSA,14,41,568,13.9,2,,,,,41,568,13.9,2
135,Sean Tapley\sean-tapley-1,North Carolina,ACC,12,26,361,13.9,5,2,0,0.0,0,28,361,12.9,5
136,Anthony Amos\anthony-amos-1,Middle Tennessee State,Sun Belt,12,72,992,13.8,9,,,,,72,992,13.8,9
137,Marcus Sales*\marcus-sales-1,Syracuse,Big East,13,64,882,13.8,8,1,0,0.0,0,65,882,13.6,8
138,Joseph Fauria*\joseph-fauria-1,UCLA,Pac-12,14,46,637,13.8,12,,,,,46,637,13.8,12
139,Sterling Shepard*\sterling-shepard-1,Oklahoma,Big 12,13,45,621,13.8,3,2,19,9.5,0,47,640,13.6,3
140,Rodney Smith*\rodney-smith-1,Florida State,ACC,14,38,524,13.8,3,,,,,38,524,13.8,3
141,Jerry Johnson*\jerry-johnson-1,UCLA,Pac-12,13,31,428,13.8,1,,,,,31,428,13.8,1
142,Jerrod Dillard\jerrod-dillard-1,Akron,MAC,11,29,401,13.8,9,,,,,29,401,13.8,9
143,Justin Jones*\justin-jones-3,East Carolina,CUSA,13,25,346,13.8,3,,,,,25,346,13.8,3
144,Randall Mackey*\randall-mackey-1,Ole Miss,SEC,13,25,346,13.8,1,79,325,4.1,4,104,671,6.5,5
145,Markus Wheaton*\markus-wheaton-1,Oregon State,Pac-12,13,91,1244,13.7,11,20,142,7.1,2,111,1386,12.5,13
146,Tyler Eifert*\tyler-eifert-1,Notre Dame,Ind,13,50,685,13.7,4,,,,,50,685,13.7,4
147,Jarrod West*\jarrod-west-1,Syracuse,Big East,13,43,588,13.7,2,,,,,43,588,13.7,2
148,Ivan Delgado\ivan-delgado-1,North Texas,Sun Belt,11,42,570,13.6,0,,,,,42,570,13.6,0
149,Dominic Rufran\dominic-rufran-1,Wyoming,MWC,12,39,529,13.6,5,,,,,39,529,13.6,5
150,Austin Hays*\austin-hays-1,Oklahoma State,Big 12,10,29,394,13.6,2,,,,,29,394,13.6,2
151,Larry McDuffey\larry-mcduffey-1,Houston,CUSA,9,28,382,13.6,4,2,-1,-0.5,0,30,381,12.7,4
152,Christion Jones*\christion-jones-1,Alabama,SEC,14,27,368,13.6,4,2,6,3.0,0,29,374,12.9,4
153,Mike Evans*\mike-evans-4,Texas A&M,SEC,13,82,1105,13.5,5,,,,,82,1105,13.5,5
154,Josh Boyce*\josh-boyce-1,Texas Christian,Big 12,13,66,891,13.5,7,3,6,2.0,1,69,897,13.0,8
155,J.J. Worton*\jj-worton-1,UCF,CUSA,14,44,594,13.5,5,1,15,15.0,0,45,609,13.5,5
156,Arceto Clark*\arceto-clark-1,Mississippi State,SEC,13,36,487,13.5,1,,,,,36,487,13.5,1
157,Jaquon Robinson\jaquon-robinson-2,Troy,Sun Belt,12,30,405,13.5,3,,,,,30,405,13.5,3
158,Darnell Smith\darnell-smith-2,North Texas,Sun Belt,11,28,379,13.5,2,,,,,28,379,13.5,2
159,Quinton Patton\quinton-patton-1,Louisiana Tech,WAC,12,104,1392,13.4,13,1,-5,-5.0,0,105,1387,13.2,13
160,Devin Street*\devin-street-1,Pitt,Big East,13,73,975,13.4,5,3,30,10.0,0,76,1005,13.2,5
161,Jalen Saunders*\jalen-saunders-1,Oklahoma,Big 12,9,62,829,13.4,3,0,0,,0,62,829,13.4,3
162,Skye Dawson*\skye-dawson-1,Texas Christian,Big 12,12,34,455,13.4,1,11,46,4.2,0,45,501,11.1,1
163,Terrence Mitchell\terrence-mitchell-1,South Florida,Big East,11,31,414,13.4,1,2,4,2.0,0,33,418,12.7,1
164,E.J. Scott\ej-scott-1,Virginia,ACC,12,29,390,13.4,3,,,,,29,390,13.4,3
165,Jake McGee\jake-mcgee-1,Virginia,ACC,12,28,374,13.4,5,,,,,28,374,13.4,5
166,Kadron Boone*\kadron-boone-1,LSU,SEC,13,26,348,13.4,4,,,,,26,348,13.4,4
167,Chris Gallon*\chris-gallon-1,Bowling Green State,MAC,13,54,720,13.3,6,,,,,54,720,13.3,6
168,Zach Sudfeld*\zach-sudfeld-1,Nevada,MWC,13,45,598,13.3,8,0,0,,1,45,598,13.3,9
169,Mark Harrison*\mark-harrison-1,Rutgers,Big East,13,44,583,13.3,6,,,,,44,583,13.3,6
170,Josh Schaffer\josh-schaffer-1,Western Michigan,MAC,11,43,570,13.3,3,1,66,66.0,0,44,636,14.5,3
171,Chris Harper\chris-harper-3,California,Pac-12,12,41,544,13.3,2,3,5,1.7,1,44,549,12.5,3
172,Bobby Ratliff\bobby-ratliff-1,Washington State,Pac-12,11,30,399,13.3,0,,,,,30,399,13.3,0
173,Marquise Law\marquise-law-1,Colorado State,MWC,12,29,387,13.3,2,,,,,29,387,13.3,2
174,Allen Robinson\allen-robinson-1,Penn State,Big Ten,12,77,1018,13.2,11,,,,,77,1018,13.2,11
175,Dion Sims*\dion-sims-1,Michigan State,Big Ten,12,36,475,13.2,2,,,,,36,475,13.2,2
176,D.J. Banks\dj-banks-1,Louisiana Tech,WAC,12,33,434,13.2,2,0,0,,0,33,434,13.2,2
177,Tracy Lampley\tracy-lampley-1,Southern Mississippi,CUSA,12,25,330,13.2,0,5,-8,-1.6,0,30,322,10.7,0
178,Michael Smith\michael-smith-1,Connecticut,Big East,12,31,407,13.1,1,1,3,3.0,0,32,410,12.8,1
179,Greg Dent*\greg-dent-1,Florida State,ACC,14,27,355,13.1,2,1,1,1.0,0,28,356,12.7,2
180,Jacob Pedersen*\jacob-pedersen-1,Wisconsin,Big Ten,14,27,355,13.1,4,1,10,10.0,0,28,365,13.0,4
181,Marquise Goodwin*\marquise-goodwin-1,Texas,Big 12,13,26,340,13.1,3,13,140,10.8,3,39,480,12.3,6
182,Alan Cross\alan-cross-2,Memphis,CUSA,12,23,301,13.1,5,2,0,0.0,0,25,301,12.0,5
183,Zach Ertz*\zach-ertz-1,Stanford,Pac-12,14,69,898,13.0,6,,,,,69,898,13.0,6
184,Rashad Greene*\rashad-greene-1,Florida State,ACC,14,57,741,13.0,6,4,30,7.5,1,61,771,12.6,7
185,T.J. Jones*\tj-jones-2,Notre Dame,Ind,13,50,649,13.0,4,1,8,8.0,0,51,657,12.9,4
186,Der'Rikk Thompson*\derrikk-thompson-1,SMU,CUSA,13,41,535,13.0,4,,,,,41,535,13.0,4
187,Jamal Turner*\jamal-turner-1,Nebraska,Big Ten,14,32,417,13.0,3,4,1,0.3,0,36,418,11.6,3
188,Victor Dean*\victor-dean-1,Fresno State,MWC,9,30,389,13.0,2,,,,,30,389,13.0,2
189,Davante Adams*\davante-adams-1,Fresno State,MWC,13,102,1312,12.9,14,,,,,102,1312,12.9,14
190,Willie Snead*\willie-snead-3,Ball State,MAC,13,89,1148,12.9,9,,,,,89,1148,12.9,9
191,Willie McNeal*\willie-mcneal-1,Western Kentucky,Sun Belt,13,43,556,12.9,6,3,5,1.7,0,46,561,12.2,6
192,Gavin Escobar*\gavin-escobar-1,San Diego State,MWC,13,42,543,12.9,6,2,7,3.5,0,44,550,12.5,6
193,Vince Sanders*\vince-sanders-1,Ole Miss,SEC,13,39,504,12.9,4,,,,,39,504,12.9,4
194,Wes Saxton\wes-saxton-1,South Alabama,Sun Belt,13,26,336,12.9,1,,,,,26,336,12.9,1
195,Eric Ward*\eric-ward-1,Texas Tech,Big 12,12,82,1053,12.8,12,2,6,3.0,0,84,1059,12.6,12
196,Nick Harwell\nick-harwell-1,Miami (OH),MAC,9,68,870,12.8,8,3,3,1.0,0,71,873,12.3,8
197,Harry Peoples*\harry-peoples-1,Louisiana,Sun Belt,12,64,817,12.8,5,14,72,5.1,1,78,889,11.4,6
198,Myles White\myles-white-2,Louisiana Tech,WAC,12,56,718,12.8,6,,,,,56,718,12.8,6
199,Chandler Jones*\chandler-jones-1,San Jose State,WAC,13,54,691,12.8,11,5,67,13.4,0,59,758,12.8,11
200,Bennie Fowler*\bennie-fowler-1,Michigan State,Big Ten,13,41,524,12.8,4,3,14,4.7,0,44,538,12.2,4
201,Billy Ray Stutzmann\billy-ray-stutzmann-1,Hawaii,MWC,10,35,447,12.8,0,,,,,35,447,12.8,0
202,Tyler McCulloch\tyler-mcculloch-1,Colorado,Pac-12,12,34,436,12.8,2,,,,,34,436,12.8,2
203,Hunter Lee\hunter-lee-1,Louisiana Tech,WAC,12,31,398,12.8,2,31,162,5.2,3,62,560,9.0,5
204,Ryan Swope*\ryan-swope-1,Texas A&M,SEC,13,72,913,12.7,8,1,-2,-2.0,0,73,911,12.5,8
205,Quinshad Davis\quinshad-davis-1,North Carolina,ACC,12,61,776,12.7,5,,,,,61,776,12.7,5
206,Dan Buckner*\dan-buckner-1,Arizona,Pac-12,13,61,773,12.7,5,0,0,,0,61,773,12.7,5
207,Terence Davis\terence-davis-1,Wake Forest,ACC,11,43,544,12.7,2,2,0,0.0,0,45,544,12.1,2
208,Ryan Lankford\ryan-lankford-1,Illinois,Big Ten,11,37,469,12.7,5,5,7,1.4,0,42,476,11.3,5
209,Vance McDonald*\vance-mcdonald-1,Rice,CUSA,10,36,458,12.7,2,3,20,6.7,0,39,478,12.3,2
210,Byron Hankerson\byron-hankerson-1,Florida Atlantic,Sun Belt,12,27,344,12.7,2,,,,,27,344,12.7,2
211,Ernst Brun*\ernst-brun-1,Iowa State,Big 12,13,26,330,12.7,6,,,,,26,330,12.7,6
212,Bernard Reedy*\bernard-reedy-1,Toledo,MAC,13,88,1113,12.6,6,13,63,4.8,0,101,1176,11.6,6
213,Justin Hardy*\justin-hardy-1,East Carolina,CUSA,13,88,1105,12.6,11,,,,,88,1105,12.6,11
214,Conner Vernon*\conner-vernon-1,Duke,ACC,13,85,1074,12.6,8,3,-2,-0.7,0,88,1072,12.2,8
215,Keyarris Garrett*\keyarris-garrett-1,Tulsa,CUSA,14,67,845,12.6,9,,,,,67,845,12.6,9
216,Damian Copeland*\damian-copeland-1,Louisville,Big East,13,50,628,12.6,2,1,3,3.0,0,51,631,12.4,2
217,Kyle Carter\kyle-carter-1,Penn State,Big Ten,9,36,453,12.6,2,,,,,36,453,12.6,2
218,Connor Hamlett*\connor-hamlett-1,Oregon State,Pac-12,13,32,403,12.6,3,,,,,32,403,12.6,3
219,Aaron Burbridge*\aaron-burbridge-1,Michigan State,Big Ten,10,29,364,12.6,2,1,4,4.0,0,30,368,12.3,2
220,Cody Hoffman*\cody-hoffman-1,Brigham Young,Ind,13,100,1248,12.5,11,,,,,100,1248,12.5,11
221,Richy Turner*\richy-turner-1,Nevada,MWC,13,60,752,12.5,3,1,27,27.0,0,61,779,12.8,3
222,Jaxon Shipley*\jaxon-shipley-1,Texas,Big 12,13,59,737,12.5,6,8,53,6.6,0,67,790,11.8,6
223,Dominique Terrell\dominique-terrell-1,Virginia,ACC,12,38,475,12.5,0,,,,,38,475,12.5,0
224,Phillips\phillips-3,Connecticut,Big East,,32,399,12.5,1,0,0,,0,32,399,12.5,1
225,Shakim Phillips\shakim-phillips-2,Connecticut,Big East,12,32,399,12.5,1,,,,,32,399,12.5,1
226,Quincy McDuffie*\quincy-mcduffie-1,UCF,CUSA,14,28,350,12.5,3,19,170,8.9,3,47,520,11.1,6
227,Donte Moore*\donte-moore-1,Rice,CUSA,13,26,326,12.5,4,1,9,9.0,1,27,335,12.4,5
228,Sammy Watkins*\sammy-watkins-1,Clemson,ACC,10,57,708,12.4,3,14,97,6.9,1,71,805,11.3,4
229,Lanear Sampson*\lanear-sampson-1,Baylor,Big 12,13,52,646,12.4,6,,,,,52,646,12.4,6
