Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
42,Brycen Hopkins*\brycen-hopkins-1,Purdue,Big Ten,12,34,583,17.1,2,0,0,,0,34,583,17.1,2
43,Gary Jennings*\gary-jennings-1,West Virginia,Big 12,11,54,917,17.0,13,0,0,,0,54,917,17.0,13
44,JoJo Ward*\jojo-ward-1,Hawaii,MWC,14,51,865,17.0,9,0,0,,0,51,865,17.0,9
45,C.J. Worton*\cj-worton-1,Florida International,CUSA,13,37,627,16.9,6,0,0,,0,37,627,16.9,6
46,Chatarius Atwell\chatarius-atwell-1,Louisville,ACC,10,24,406,16.9,2,1,-5,-5.0,0,25,401,16.0,2
47,JJ Arcega-Whiteside*\jj-arcega-whiteside-1,Stanford,Pac-12,12,63,1059,16.8,14,0,0,,0,63,1059,16.8,14
48,K.J. Osborn*\kj-osborn-1,Buffalo,MAC,13,53,892,16.8,7,5,16,3.2,0,58,908,15.7,7
49,Colby Parkinson*\colby-parkinson-1,Stanford,Pac-12,13,29,485,16.7,7,0,0,,0,29,485,16.7,7
50,Terry Wright*\terry-wright-2,Purdue,Big Ten,9,28,468,16.7,5,1,1,1.0,1,29,469,16.2,6
51,Andy Isabella\andy-isabella-1,Massachusetts,Ind,12,102,1698,16.6,13,11,79,7.2,1,113,1777,15.7,14
52,Nico Collins*\nico-collins-1,Michigan,Big Ten,13,38,632,16.6,6,0,0,,0,38,632,16.6,6
53,La'Michael Pettway\lamichael-pettway-1,Arkansas,SEC,11,30,499,16.6,4,0,0,,0,30,499,16.6,4
54,Terren Encalade*\terren-encalade-1,Tulane,American,13,44,727,16.5,5,5,56,11.2,0,49,783,16.0,5
55,Devonta Smith*\devonta-smith-1,Alabama,SEC,13,42,693,16.5,6,0,0,,0,42,693,16.5,6
56,Andre Wilson*\andre-wilson-1,UAB,CUSA,14,32,529,16.5,5,7,104,14.9,1,39,633,16.2,6
57,Anthony Ratliff-Williams\anthony-ratliff-williams-1,North Carolina,ACC,11,42,689,16.4,2,11,83,7.5,1,53,772,14.6,3
58,Osirus Mitchell*\osirus-mitchell-1,Mississippi State,SEC,10,26,427,16.4,4,0,0,,0,26,427,16.4,4
59,Damonte Coxie*\damonte-coxie-1,Memphis,American,14,72,1174,16.3,7,0,0,,0,72,1174,16.3,7
60,Kwadarrius Smith\kwadarrius-smith-1,Akron,MAC,11,33,538,16.3,3,8,24,3.0,0,41,562,13.7,3
61,A.J. Taylor*\aj-taylor-1,Wisconsin,Big Ten,11,32,521,16.3,3,0,0,,0,32,521,16.3,3
62,Dalton Schoen\dalton-schoen-1,Kansas State,Big 12,11,32,520,16.3,2,0,0,,0,32,520,16.3,2
63,John Hightower\john-hightower-1,Boise State,MWC,9,31,504,16.3,6,8,163,20.4,2,39,667,17.1,8
64,Scott Miller\scott-miller-3,Bowling Green State,MAC,11,71,1148,16.2,9,4,16,4.0,0,75,1164,15.5,9
65,Justin Jefferson*\justin-jefferson-1,LSU,SEC,13,54,875,16.2,6,5,26,5.2,0,59,901,15.3,6
66,Isaac Zico*\isaac-zico-1,Purdue,Big Ten,12,46,743,16.2,6,0,0,,0,46,743,16.2,6
67,Caleb Wilson\caleb-wilson-2,UCLA,Pac-12,11,60,965,16.1,4,1,4,4.0,0,61,969,15.9,4
68,Henry Ruggs III*\henry-ruggs-iii-1,Alabama,SEC,14,46,741,16.1,11,0,0,,0,46,741,16.1,11
69,Irv Smith Jr*\irv-smith-jr-1,Alabama,SEC,15,44,710,16.1,7,0,0,,0,44,710,16.1,7
70,Jeff Thomas*\jeff-thomas-6,Miami (FL),ACC,11,35,563,16.1,3,1,19,19.0,0,36,582,16.2,3
71,Zach Gentry*\zach-gentry-2,Michigan,Big Ten,12,32,514,16.1,2,0,0,,0,32,514,16.1,2
72,Jamire Jordan*\jamire-jordan-1,Fresno State,MWC,14,27,434,16.1,3,0,0,,0,27,434,16.1,3
73,Antoine Wesley\antoine-wesley-1,Texas Tech,Big 12,12,88,1410,16.0,9,1,-2,-2.0,0,89,1408,15.8,9
74,Dredrick Snelson*\dredrick-snelson-1,UCF,American,12,43,688,16.0,5,1,4,4.0,0,44,692,15.7,5
75,Marquez Callaway\marquez-callaway-1,Tennessee,SEC,11,37,592,16.0,2,0,0,,0,37,592,16.0,2
76,Jacquez Sloan\jacquez-sloan-1,Western Kentucky,CUSA,9,31,495,16.0,0,2,4,2.0,0,33,499,15.1,0
77,Chris Autman-Bell*\chris-autman-bell-1,Minnesota,Big Ten,12,28,449,16.0,0,0,0,,0,28,449,16.0,0
78,Keith Gavin\keith-gavin-1,Florida State,ACC,9,26,415,16.0,1,0,0,,0,26,415,16.0,1
79,Papi White*\papi-white-1,Ohio,MAC,13,62,987,15.9,9,3,24,8.0,1,65,1011,15.6,10
80,Tee Higgins*\tee-higgins-1,Clemson,ACC,15,59,936,15.9,12,0,0,,0,59,936,15.9,12
81,Tyron Johnson*\tyron-johnson-1,Oklahoma State,Big 12,13,53,845,15.9,7,1,1,1.0,1,54,846,15.7,8
82,Johnnie Dixon*\johnnie-dixon-1,Ohio State,Big Ten,13,42,669,15.9,8,0,0,,0,42,669,15.9,8
83,Kobay White\kobay-white-1,Boston College,ACC,12,33,526,15.9,3,5,0,0.0,0,38,526,13.8,3
84,Dillon Mitchell*\dillon-mitchell-1,Oregon,Pac-12,13,75,1184,15.8,10,1,5,5.0,0,76,1189,15.6,10
85,Ty Jones*\ty-jones-3,Washington,Pac-12,13,31,491,15.8,6,0,0,,0,31,491,15.8,6
86,Damon Hazelton Jr*\damon-hazelton-jr-1,Virginia Tech,ACC,13,51,802,15.7,8,1,4,4.0,0,52,806,15.5,8
87,Jalen Greene*\jalen-greene-1,Utah State,MWC,11,44,689,15.7,6,0,0,,0,44,689,15.7,6
88,Damion Willis*\damion-willis-1,Troy,Sun Belt,11,56,876,15.6,10,0,0,,0,56,876,15.6,10
89,A.J. Brown\aj-brown-3,Ole Miss,SEC,12,85,1320,15.5,6,0,0,,0,85,1320,15.5,6
90,Jared Pinkney*\jared-pinkney-1,Vanderbilt,SEC,13,50,774,15.5,7,0,0,,0,50,774,15.5,7
91,Diontae Johnson*\diontae-johnson-1,Toledo,MAC,13,49,761,15.5,8,2,17,8.5,0,51,778,15.3,8
92,T.J. Hockenson*\tj-hockenson-1,Iowa,Big Ten,13,49,760,15.5,6,1,4,4.0,1,50,764,15.3,7
93,Mecole Hardman*\mecole-hardman-1,Georgia,SEC,14,35,543,15.5,7,5,36,7.2,0,40,579,14.5,7
94,Jalen Knox*\jalen-knox-1,Missouri,SEC,10,27,419,15.5,3,3,11,3.7,0,30,430,14.3,3
95,Bryan Edwards*\bryan-edwards-1,South Carolina,SEC,13,55,846,15.4,7,0,0,,0,55,846,15.4,7
96,Gabriel Davis*\gabriel-davis-1,UCF,American,12,53,815,15.4,7,0,0,,0,53,815,15.4,7
97,Reggie Roberson Jr.\reggie-roberson-jr-1,SMU,American,10,52,802,15.4,6,3,10,3.3,0,55,812,14.8,6
98,Malcolm Williams\malcolm-williams-4,Coastal Carolina,Sun Belt,11,47,724,15.4,5,10,22,2.2,1,57,746,13.1,6
99,Courtney Lark*\courtney-lark-1,Houston,American,9,35,539,15.4,5,0,0,,0,35,539,15.4,5
100,Delane Hart-Johnson\delane-hart-johnson-1,New Mexico,MWC,11,33,507,15.4,5,0,0,,0,33,507,15.4,5
101,Adrian Hardy*\adrian-hardy-1,Louisiana Tech,CUSA,13,75,1145,15.3,6,0,0,,0,75,1145,15.3,6
102,A.J. Richardson\aj-richardson-1,Boise State,MWC,13,54,825,15.3,8,0,0,,0,54,825,15.3,8
103,Jaylen Smith\jaylen-smith-1,Louisville,ACC,12,36,550,15.3,1,0,0,,0,36,550,15.3,1
104,Felton Davis III*\felton-davis-iii-1,Michigan State,Big Ten,6,31,474,15.3,4,2,50,25.0,1,33,524,15.9,5
105,Ky'Jon Tyler\kyjon-tyler-1,Coastal Carolina,Sun Belt,11,26,397,15.3,2,3,44,14.7,1,29,441,15.2,3
106,Trevon Brown\trevon-brown-1,East Carolina,American,12,74,1123,15.2,9,1,-2,-2.0,0,75,1121,14.9,9
107,David Sills*\david-sills-1,West Virginia,Big 12,12,65,986,15.2,15,0,14,,0,65,1000,15.4,15
108,Marcus Simms*\marcus-simms-1,West Virginia,Big 12,11,46,699,15.2,2,1,5,5.0,0,47,704,15.0,2
109,Ja'Marcus Bradley*\jamarcus-bradley-1,Louisiana,Sun Belt,14,40,608,15.2,10,1,5,5.0,0,41,613,15.0,10
110,James Price\james-price-3,Wyoming,MWC,10,26,395,15.2,1,2,10,5.0,0,28,405,14.5,1
111,John Ursua*\john-ursua-1,Hawaii,MWC,13,89,1343,15.1,16,2,4,2.0,1,91,1347,14.8,17
112,Aaron Fuller*\aaron-fuller-1,Washington,Pac-12,14,58,874,15.1,4,0,0,,0,58,874,15.1,4
113,Kyle Buss\kyle-buss-1,Connecticut,American,11,32,482,15.1,3,0,0,,0,32,482,15.1,3
114,Tyler Johnson*\tyler-johnson-6,Minnesota,Big Ten,13,78,1169,15.0,12,0,0,,0,78,1169,15.0,12
115,Rico Bussey Jr.*\rico-bussey-jr-1,North Texas,CUSA,12,68,1017,15.0,12,0,0,,0,68,1017,15.0,12
116,Shi Smith*\shi-smith-1,South Carolina,SEC,11,45,673,15.0,4,0,0,,0,45,673,15.0,4
117,Kawaan Baker\kawaan-baker-1,South Alabama,Sun Belt,12,33,494,15.0,4,59,251,4.3,9,92,745,8.1,13
118,Sadiq Palmer\sadiq-palmer-1,Massachusetts,Ind,10,28,419,15.0,2,0,0,,0,28,419,15.0,2
119,N'Keal Harry*\nkeal-harry-1,Arizona State,Pac-12,12,73,1088,14.9,9,7,10,1.4,1,80,1098,13.7,10
120,Jalen Guyton*\jalen-guyton-1,North Texas,CUSA,13,54,805,14.9,6,0,0,,0,54,805,14.9,6
121,Isaiah Hodgins\isaiah-hodgins-1,Oregon State,Pac-12,11,59,876,14.8,5,0,0,,0,59,876,14.8,5
122,Miles Boykin*\miles-boykin-1,Notre Dame,Ind,13,59,872,14.8,8,0,0,,0,59,872,14.8,8
123,Darren Woods Jr\darren-woods-jr-1,UNLV,MWC,8,24,355,14.8,5,0,0,,0,24,355,14.8,5
124,Jalen Reagor*\jalen-reagor-1,Texas Christian,Big 12,13,72,1061,14.7,9,13,170,13.1,2,85,1231,14.5,11
125,Olabisi Johnson\olabisi-johnson-1,Colorado State,MWC,11,54,796,14.7,4,0,0,,0,54,796,14.7,4
126,Harrison Bryant\harrison-bryant-1,Florida Atlantic,CUSA,12,45,662,14.7,4,1,2,2.0,0,46,664,14.4,4
127,Maurice Ffrench*\maurice-ffrench-1,Pitt,ACC,14,35,515,14.7,6,19,164,8.6,2,54,679,12.6,8
128,Jonah Morris\jonah-morris-1,Akron,MAC,9,26,381,14.7,1,1,1,1.0,0,27,382,14.1,1
129,Kelvin Harmon*\kelvin-harmon-1,North Carolina State,ACC,12,81,1186,14.6,7,0,0,,0,81,1186,14.6,7
130,Antonio Gandy-Golden\antonio-gandy-golden-1,Liberty,Ind,11,71,1037,14.6,10,0,0,,0,71,1037,14.6,10
131,Alex Bachman*\alex-bachman-1,Wake Forest,ACC,11,37,541,14.6,6,0,0,,0,37,541,14.6,6
132,RJ Turner\rj-turner-1,Louisiana-Monroe,Sun Belt,11,36,526,14.6,1,0,0,,0,36,526,14.6,1
133,Jauan Jennings\jauan-jennings-1,Tennessee,SEC,11,30,438,14.6,3,0,0,,0,30,438,14.6,3
134,Collin Johnson*\collin-johnson-2,Texas,Big 12,13,68,985,14.5,7,0,0,,0,68,985,14.5,7
135,Omar Bayless*\omar-bayless-1,Arkansas State,Sun Belt,12,39,566,14.5,2,0,0,,0,39,566,14.5,2
136,Sean Modster\sean-modster-1,Boise State,MWC,13,68,978,14.4,8,0,0,,0,68,978,14.4,8
137,Riley Miller\riley-miller-1,Ball State,MAC,12,61,878,14.4,7,0,0,,0,61,878,14.4,7
138,Denzel Mims*\denzel-mims-1,Baylor,Big 12,12,55,794,14.4,8,0,0,,0,55,794,14.4,8
139,Van Jefferson*\van-jefferson-1,Florida,SEC,11,35,503,14.4,6,0,0,,0,35,503,14.4,6
140,Brandon Aiyuk*\brandon-aiyuk-1,Arizona State,Pac-12,13,33,474,14.4,3,0,0,,0,33,474,14.4,3
141,Stanley Morgan Jr.\stanley-morgan-jr-1,Nebraska,Big Ten,12,70,1004,14.3,7,1,4,4.0,0,71,1008,14.2,7
142,Isaac Nauta*\isaac-nauta-1,Georgia,SEC,14,30,430,14.3,3,0,31,,1,30,461,15.4,4
143,Deebo Samuel*\deebo-samuel-1,South Carolina,SEC,12,62,882,14.2,11,8,26,3.3,0,70,908,13.0,11
144,Jayden Reed*\jayden-reed-1,Western Michigan,MAC,12,56,797,14.2,8,1,-9,-9.0,0,57,788,13.8,8
145,Sage Surratt*\sage-surratt-1,Wake Forest,ACC,10,41,581,14.2,4,0,0,,0,41,581,14.2,4
146,Chris Platt*\chris-platt-1,Baylor,Big 12,12,36,511,14.2,1,2,31,15.5,0,38,542,14.3,1
147,Pat Freiermuth*\pat-freiermuth-1,Penn State,Big Ten,12,26,368,14.2,8,0,0,,0,26,368,14.2,8
148,KeeSean Johnson*\keesean-johnson-1,Fresno State,MWC,14,95,1340,14.1,8,4,14,3.5,0,99,1354,13.7,8
149,Jonathan Duhart\jonathan-duhart-1,Old Dominion,CUSA,12,74,1045,14.1,9,0,0,,0,74,1045,14.1,9
150,Tyre Brady*\tyre-brady-1,Marshall,CUSA,13,71,1002,14.1,9,1,14,14.0,0,72,1016,14.1,9
151,Andre Williams\andre-williams-5,Akron,MAC,11,46,649,14.1,6,1,4,4.0,0,47,653,13.9,6
152,Aaron Cephus\aaron-cephus-1,Rice,CUSA,11,40,565,14.1,5,0,0,,0,40,565,14.1,5
153,Taj Harris*\taj-harris-1,Syracuse,ACC,11,40,565,14.1,3,0,0,,0,40,565,14.1,3
154,Tre Nixon*\tre-nixon-2,UCF,American,11,40,562,14.1,4,0,0,,0,40,562,14.1,4
155,Cornelius McCoy\cornelius-mccoy-1,Georgia State,Sun Belt,12,35,495,14.1,1,0,0,,0,35,495,14.1,1
156,KaVontae Turpin*\kavontae-turpin-1,Texas Christian,Big 12,7,29,410,14.1,3,4,32,8.0,0,33,442,13.4,3
157,Trevon Wesco*\trevon-wesco-1,West Virginia,Big 12,10,26,366,14.1,1,1,3,3.0,0,27,369,13.7,1
158,Juwan Johnson*\juwan-johnson-1,Penn State,Big Ten,8,25,352,14.1,1,0,0,,0,25,352,14.1,1
159,Preston Williams\preston-williams-4,Colorado State,MWC,12,96,1345,14.0,14,4,13,3.3,0,100,1358,13.6,14
160,Jamarius Way\jamarius-way-1,South Alabama,Sun Belt,12,61,855,14.0,8,1,1,1.0,0,62,856,13.8,8
161,Kahlil Lewis*\kahlil-lewis-1,Cincinnati,American,13,56,782,14.0,9,1,11,11.0,1,57,793,13.9,10
162,Jack Sorenson\jack-sorenson-1,Miami (OH),MAC,12,53,742,14.0,2,0,0,,0,53,742,14.0,2
163,Nick Westbrook\nick-westbrook-1,Indiana,Big Ten,12,42,590,14.0,4,0,0,,0,42,590,14.0,4
164,Keylon Stokes\keylon-stokes-1,Tulsa,American,12,41,575,14.0,2,15,104,6.9,2,56,679,12.1,4
165,Andrew Meyer*\andrew-meyer-1,Ohio,MAC,11,36,505,14.0,5,0,0,,0,36,505,14.0,5
166,Collin Lisa*\collin-lisa-1,UAB,CUSA,13,33,462,14.0,1,0,0,,0,33,462,14.0,1
167,Trevon Grimes*\trevon-grimes-1,Florida,SEC,12,26,364,14.0,2,0,0,,0,26,364,14.0,2
168,Camron Buckley*\camron-buckley-1,Texas A&M,SEC,13,34,474,13.9,1,0,0,,0,34,474,13.9,1
169,Trey Hartley\trey-hartley-1,San Jose State,MWC,11,32,446,13.9,3,1,-10,-10.0,0,33,436,13.2,3
170,Cameron Odom*\cameron-odom-1,Ohio,MAC,12,30,418,13.9,2,0,0,,0,30,418,13.9,2
171,Nyqwan Murray\nyqwan-murray-1,Florida State,ACC,12,54,744,13.8,3,5,4,0.8,0,59,748,12.7,3
172,Rashod Bateman*\rashod-bateman-1,Minnesota,Big Ten,13,51,704,13.8,6,0,0,,0,51,704,13.8,6
173,Nykeim Johnson*\nykeim-johnson-1,Syracuse,ACC,12,41,565,13.8,4,4,9,2.3,0,45,574,12.8,4
174,Lil'Jordan Humphrey*\liljordan-humphrey-1,Texas,Big 12,14,86,1176,13.7,9,6,25,4.2,1,92,1201,13.1,10
175,Jalen Hurd*\jalen-hurd-1,Baylor,Big 12,12,69,946,13.7,4,48,209,4.4,3,117,1155,9.9,7
176,Penny Hart\penny-hart-1,Georgia State,Sun Belt,12,49,669,13.7,2,4,-10,-2.5,0,53,659,12.4,2
177,Branden Mack*\branden-mack-1,Temple,American,12,44,601,13.7,5,0,0,,0,44,601,13.7,5
178,B.J. Farrow\bj-farrow-1,Liberty,Ind,11,40,546,13.7,5,1,-8,-8.0,0,41,538,13.1,5
179,Marquez Stevenson*\marquez-stevenson-1,Houston,American,13,75,1019,13.6,9,14,126,9.0,2,89,1145,12.9,11
180,Dez Fitzpatrick\dez-fitzpatrick-1,Louisville,ACC,11,31,422,13.6,3,0,0,,0,31,422,13.6,3
181,Tyleek Collins\tyleek-collins-1,UNLV,MWC,12,31,422,13.6,6,12,104,8.7,1,43,526,12.2,7
182,DaMarkus Lodge\demarkus-lodge-1,Ole Miss,SEC,11,65,877,13.5,4,0,0,,0,65,877,13.5,4
183,Ventell Bryant*\ventell-bryant-1,Temple,American,13,51,690,13.5,3,3,12,4.0,0,54,702,13.0,3
184,Cody Thompson*\cody-thompson-1,Toledo,MAC,13,48,647,13.5,10,0,0,,0,48,647,13.5,10
185,Kaden Smith*\kaden-smith-1,Stanford,Pac-12,9,47,635,13.5,2,0,0,,0,47,635,13.5,2
186,Michael Lawrence*\michael-lawrence-1,North Texas,CUSA,13,32,433,13.5,2,0,0,,0,32,433,13.5,2
187,Chris Taylor*\chris-taylor-4,Duke,ACC,13,31,419,13.5,3,0,0,,0,31,419,13.5,3
188,Jovon Durante\jovon-durante-1,Florida Atlantic,CUSA,12,65,873,13.4,5,8,50,6.3,0,73,923,12.6,5
189,Dezmon Patmon*\dezmon-patmon-1,Washington State,Pac-12,13,61,816,13.4,5,0,0,,0,61,816,13.4,5
190,Theo Howard\theo-howard-1,UCLA,Pac-12,12,51,677,13.3,4,3,26,8.7,0,54,703,13.0,4
191,Mike Carrigan\mike-carrigan-1,Kent State,MAC,12,45,597,13.3,5,0,0,,0,45,597,13.3,5
192,Eric Kumah*\eric-kumah-1,Virginia Tech,ACC,12,42,559,13.3,7,1,0,0.0,0,43,559,13.0,7
193,Devin Duvernay*\devin-duvernay-1,Texas,Big 12,14,41,546,13.3,4,1,10,10.0,0,42,556,13.2,4
194,Noah Fant*\noah-fant-1,Iowa,Big Ten,12,39,519,13.3,7,2,1,0.5,0,41,520,12.7,7
195,Drew Dan\drew-dan-1,New Mexico State,Ind,12,37,491,13.3,3,0,0,,0,37,491,13.3,3
196,CJ O'Grady\cj-ogrady-1,Arkansas,SEC,8,30,400,13.3,6,0,0,,0,30,400,13.3,6
197,Victor Tucker\victor-tucker-1,Charlotte,CUSA,11,54,712,13.2,2,0,0,,0,54,712,13.2,2
198,Cody White*\cody-white-3,Michigan State,Big Ten,9,42,555,13.2,2,1,22,22.0,1,43,577,13.4,3
199,Josh Hammond*\josh-hammond-1,Florida,SEC,12,28,369,13.2,4,2,32,16.0,1,30,401,13.4,5
200,Keishawn Watson*\keishawn-watson-1,Western Michigan,MAC,11,25,330,13.2,2,0,0,,0,25,330,13.2,2
201,DeAndre Thompkins*\deandre-thompkins-1,Penn State,Big Ten,12,25,329,13.2,2,0,0,,0,25,329,13.2,2
202,Seth Dawkins\seth-dawkins-1,Louisville,ACC,11,25,329,13.2,1,0,0,,0,25,329,13.2,1
203,Romeo Doubs*\romeo-doubs-1,Nevada,MWC,13,43,562,13.1,2,0,0,,0,43,562,13.1,2
204,Ty Fryfogle\ty-fryfogle-1,Indiana,Big Ten,12,29,381,13.1,3,0,0,,0,29,381,13.1,3
205,Taivon Jacobs\taivon-jacobs-1,Maryland,Big Ten,12,25,328,13.1,2,12,38,3.2,0,37,366,9.9,2
206,Armani Levias*\armani-levias-1,Marshall,CUSA,12,25,327,13.1,3,0,0,,0,25,327,13.1,3
207,Ja'Deion High\jadeion-high-1,Texas Tech,Big 12,12,62,804,13.0,4,0,0,,0,62,804,13.0,4
208,Donovan Peoples-Jones*\donovan-peoples-jones-1,Michigan,Big Ten,13,47,612,13.0,8,3,37,12.3,0,50,649,13.0,8
209,Quartney Davis*\quartney-davis-1,Texas A&M,SEC,12,45,585,13.0,7,3,13,4.3,0,48,598,12.5,7
210,Riley Ridley*\riley-ridley-1,Georgia,SEC,14,43,559,13.0,9,0,0,,0,43,559,13.0,9
211,CT Thomas\ct-thomas-1,Boise State,MWC,13,41,535,13.0,3,4,45,11.3,0,45,580,12.9,3
212,James Proche\james-proche-1,SMU,American,12,93,1199,12.9,12,2,17,8.5,0,95,1216,12.8,12
213,Arthur Jackson III*\arthur-jackson-iii-1,Eastern Michigan,MAC,13,46,592,12.9,5,0,0,,0,46,592,12.9,5
214,C.J. Bolar*\cj-bolar-1,Vanderbilt,SEC,11,34,440,12.9,2,2,24,12.0,0,36,464,12.9,2
215,Keenen Johnson\keenen-johnson-1,Tulsa,American,11,34,438,12.9,4,0,0,,0,34,438,12.9,4
216,Brandon Smith*\brandon-smith-11,Iowa,Big Ten,11,28,361,12.9,2,0,0,,0,28,361,12.9,2
217,Chase Claypool*\chase-claypool-1,Notre Dame,Ind,13,50,639,12.8,4,0,0,,0,50,639,12.8,4
218,Aleva Hifo*\aleva-hifo-1,Brigham Young,Ind,13,28,358,12.8,2,30,129,4.3,2,58,487,8.4,4
219,Dax Raymond*\dax-raymond-1,Utah State,MWC,10,27,345,12.8,2,1,0,0.0,0,28,345,12.3,2
220,Khari Blasingame*\khari-blasingame-1,Vanderbilt,SEC,13,25,320,12.8,1,96,401,4.2,5,121,721,6.0,6
221,Josh Oliver\josh-oliver-1,San Jose State,MWC,12,56,709,12.7,4,0,0,,0,56,709,12.7,4
222,T.J. Vasher\tj-vasher-1,Texas Tech,Big 12,11,54,687,12.7,7,0,0,,0,54,687,12.7,7
223,Jake Ferguson*\jake-ferguson-1,Wisconsin,Big Ten,13,36,456,12.7,4,0,0,,0,36,456,12.7,4
