Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
224,Ishmael Zamora*\ishmael-zamora-1,Baylor,Big 12,10,63,809,12.8,8,5,27,5.4,0,68,836,12.3,8
225,Hayden Hurst*\hayden-hurst-1,South Carolina,SEC,13,48,616,12.8,1,2,9,4.5,0,50,625,12.5,1
226,Jared Murphy*\jared-murphy-1,Miami (OH),MAC,13,43,552,12.8,5,2,-1,-0.5,0,45,551,12.2,5
227,Jeremy McNichols*\jeremy-mcnichols-1,Boise State,MWC,13,37,474,12.8,4,314,1709,5.4,23,351,2183,6.2,27
228,Cory Butler*\cory-butler-1,Utah,Pac-12,8,29,372,12.8,0,20,163,8.2,1,49,535,10.9,1
229,John Niupalau*\john-niupalau-1,Eastern Michigan,MAC,11,28,359,12.8,4,0,0,,0,28,359,12.8,4
230,Frederick Gammage\frederick-gammage-1,Arizona State,Pac-12,8,26,334,12.8,2,1,0,0.0,0,27,334,12.4,2
231,Ricky Seals-Jones*\ricky-seals-jones-1,Texas A&M,SEC,9,26,333,12.8,1,0,0,,0,26,333,12.8,1
232,Fred Ross*\fred-ross-1,Mississippi State,SEC,13,72,917,12.7,12,2,39,19.5,0,74,956,12.9,12
233,Tim White\tim-white-1,Arizona State,Pac-12,12,56,713,12.7,2,5,-4,-0.8,0,61,709,11.6,2
234,Thaddeous Thompson*\thaddeous-thompson-1,North Texas,CUSA,12,43,545,12.7,2,0,0,,0,43,545,12.7,2
235,Michael Walker*\michael-walker-2,Boston College,ACC,13,33,420,12.7,4,8,41,5.1,0,41,461,11.2,4
236,Jahad Thomas*\jahad-thomas-1,Temple,American,12,33,418,12.7,6,207,953,4.6,13,240,1371,5.7,19
237,Kahlil Lewis\kahlil-lewis-1,Cincinnati,American,11,48,605,12.6,5,9,107,11.9,0,57,712,12.5,5
238,Noah Brown*\noah-brown-2,Ohio State,Big Ten,12,32,402,12.6,7,0,0,,0,32,402,12.6,7
239,Justin Hardee\justin-hardee-1,Illinois,Big Ten,10,25,314,12.6,0,1,12,12.0,0,26,326,12.5,0
240,Doni Dowling\doni-dowling-1,Virginia,ACC,11,50,626,12.5,4,0,0,,0,50,626,12.5,4
241,Dimetrios Mason\dimetrios-mason-1,Missouri,SEC,11,47,587,12.5,3,2,29,14.5,0,49,616,12.6,3
242,Bryce Bobo*\bryce-bobo-1,Colorado,Pac-12,12,44,548,12.5,2,0,0,,0,44,548,12.5,2
243,Nate Phillips\nate-phillips-1,Arizona,Pac-12,11,33,414,12.5,2,0,0,,0,33,414,12.5,2
244,Daniel Montiel*\daniel-montiel-1,Memphis,American,11,27,338,12.5,3,0,0,,0,27,338,12.5,3
245,Corey Jones*\corey-jones-3,Toledo,MAC,13,66,817,12.4,5,2,6,3.0,0,68,823,12.1,5
246,Michael Henry*\michael-henry-1,Western Michigan,MAC,14,63,779,12.4,4,0,0,,0,63,779,12.4,4
247,James Proche\james-proche-1,SMU,American,12,57,709,12.4,6,4,15,3.8,0,61,724,11.9,6
248,Darreus Rogers*\darreus-rogers-1,USC,Pac-12,13,56,696,12.4,4,0,0,,0,56,696,12.4,4
249,Armanti Foreman\armanti-foreman-1,Texas,Big 12,10,34,420,12.4,3,0,0,,0,34,420,12.4,3
250,Myles Campbell\myles-campbell-1,Georgia Southern,Sun Belt,10,31,384,12.4,4,2,8,4.0,0,33,392,11.9,4
251,Isaac Nauta*\isaac-nauta-1,Georgia,SEC,11,29,361,12.4,3,0,0,,0,29,361,12.4,3
252,Brady Jones*\brady-jones-2,UTSA,CUSA,11,26,322,12.4,3,1,-1,-1.0,0,27,321,11.9,3
253,Bernard Davis\bernard-davis-2,Massachusetts,Ind,10,24,298,12.4,2,0,0,,0,24,298,12.4,2
254,Rodney Adams*\rodney-adams-1,South Florida,American,13,67,822,12.3,5,23,231,10.0,5,90,1053,11.7,10
255,Deondre Douglas*\deondre-douglas-1,Troy,Sun Belt,13,60,740,12.3,6,1,1,1.0,0,61,741,12.1,6
256,John Ursua*\john-ursua-1,Hawaii,MWC,14,53,652,12.3,3,4,8,2.0,1,57,660,11.6,4
257,Troy Fumagalli*\troy-fumagalli-2,Wisconsin,Big Ten,13,47,580,12.3,2,0,0,,0,47,580,12.3,2
258,Riley McCarron*\riley-mccarron-1,Iowa,Big Ten,12,42,517,12.3,4,2,-3,-1.5,0,44,514,11.7,4
259,Jawuan Harris\jawuan-harris-1,Rutgers,Big Ten,11,39,481,12.3,3,7,-6,-0.9,0,46,475,10.3,3
260,Jaleel Scott\jaleel-scott-1,New Mexico State,Sun Belt,11,23,283,12.3,5,0,0,,0,23,283,12.3,5
261,Al-Damion Riles*\al-damion-riles-1,Louisiana,Sun Belt,13,60,729,12.2,2,10,46,4.6,0,70,775,11.1,2
262,Nyheim Hines*\nyheim-hines-1,North Carolina State,ACC,12,43,525,12.2,0,13,44,3.4,0,56,569,10.2,0
263,Ronnie Moore\ronnie-moore-3,Bowling Green State,MAC,12,42,513,12.2,1,8,21,2.6,2,50,534,10.7,3
264,Workpeh Kofa\workpeh-kofa-1,Charlotte,CUSA,12,27,329,12.2,5,0,0,,0,27,329,12.2,5
265,Jordan Veasy\jordan-veasy-1,California,Pac-12,10,25,306,12.2,3,0,0,,0,25,306,12.2,3
266,C.J Sanders\cj-sanders-1,Notre Dame,Ind,12,24,293,12.2,2,4,22,5.5,0,28,315,11.3,2
267,Ka'Raun White*\karaun-white-1,West Virginia,Big 12,11,48,583,12.1,5,0,0,,0,48,583,12.1,5
268,Geno Lewis*\geno-lewis-1,Oklahoma,Big 12,12,32,388,12.1,2,0,0,,0,32,388,12.1,2
269,Stacy Coley*\stacy-coley-1,Miami (FL),ACC,13,63,754,12.0,9,0,0,,0,63,754,12.0,9
270,Jonnu Smith\jonnu-smith-1,Florida International,CUSA,11,42,506,12.0,4,1,5,5.0,0,43,511,11.9,4
271,Hayden Plinke\hayden-plinke-2,UTEP,CUSA,12,38,456,12.0,8,0,0,,0,38,456,12.0,8
272,Jacorey Warrick\jacorey-warrick-1,Texas,Big 12,11,30,360,12.0,3,0,0,,0,30,360,12.0,3
273,Justin Rankin\justin-rankin-1,Kent State,MAC,11,28,335,12.0,1,108,511,4.7,3,136,846,6.2,4
274,Steven Sims Jr.\steven-sims-jr-1,Kansas,Big 12,12,72,859,11.9,7,2,-9,-4.5,0,74,850,11.5,7
275,Jake Butt*\jake-butt-1,Michigan,Big Ten,12,46,546,11.9,4,0,0,,0,46,546,11.9,4
276,Bilal Marshall\bilal-marshall-1,Purdue,Big Ten,12,40,477,11.9,3,9,14,1.6,0,49,491,10.0,3
277,Trenton Irwin*\trenton-irwin-1,Stanford,Pac-12,13,37,442,11.9,1,0,0,,0,37,442,11.9,1
278,T.L. Ford\tl-ford-1,Charlotte,CUSA,12,36,430,11.9,4,0,0,,0,36,430,11.9,4
279,Blake Lynch*\blake-lynch-1,Baylor,Big 12,11,34,404,11.9,3,12,80,6.7,0,46,484,10.5,3
280,Robert Lewis*\robert-lewis-7,Washington State,Pac-12,12,33,394,11.9,3,1,1,1.0,0,34,395,11.6,3
281,Christopher Herndon IV*\christopher-herndon-iv-1,Miami (FL),ACC,13,28,334,11.9,2,0,0,,0,28,334,11.9,2
282,Tyrone Williams*\tyrone-williams-3,South Alabama,Sun Belt,11,28,333,11.9,1,0,0,,0,28,333,11.9,1
283,Patrick Smith*\patrick-smith-1,Middle Tennessee State,CUSA,11,28,332,11.9,4,0,0,,0,28,332,11.9,4
284,Noel Thomas\noel-thomas-1,Connecticut,American,12,100,1179,11.8,3,13,60,4.6,0,113,1239,11.0,3
285,Laquvionte Gonzalez\laquvionte-gonzalez-1,Kansas,Big 12,12,62,729,11.8,3,3,-9,-3.0,0,65,720,11.1,3
286,Tim Crawley\tim-crawley-1,San Jose State,MWC,12,55,648,11.8,3,17,91,5.4,2,72,739,10.3,5
287,Victor Bolden\victor-bolden-1,Oregon State,Pac-12,12,46,542,11.8,2,28,329,11.8,2,74,871,11.8,4
288,Michael Roberts*\michael-roberts-3,Toledo,MAC,13,45,533,11.8,16,0,0,,0,45,533,11.8,16
289,Tabari Hines*\tabari-hines-1,Wake Forest,ACC,12,38,447,11.8,3,3,-4,-1.3,0,41,443,10.8,3
290,Korey Robertson*\korey-robertson-1,Southern Mississippi,CUSA,13,37,437,11.8,3,1,-3,-3.0,0,38,434,11.4,3
291,Turner Smiley*\turner-smiley-1,North Texas,CUSA,10,33,389,11.8,2,0,0,,0,33,389,11.8,2
292,Gregory Hogan\gregory-hogan-1,New Mexico State,Sun Belt,9,32,377,11.8,3,0,0,,0,32,377,11.8,3
293,Kalija Lipscomb*\kalija-lipscomb-1,Vanderbilt,SEC,11,27,319,11.8,2,3,5,1.7,0,30,324,10.8,2
294,Sean Culkin\sean-culkin-1,Missouri,SEC,9,24,282,11.8,0,0,0,,0,24,282,11.8,0
295,Curtis Samuel*\curtis-samuel-1,Ohio State,Big Ten,13,74,865,11.7,7,97,771,7.9,8,171,1636,9.6,15
296,KeeSean Johnson\keesean-johnson-1,Fresno State,MWC,12,66,773,11.7,6,3,13,4.3,0,69,786,11.4,6
297,Rayshad Lewis\rayshad-lewis-1,Utah State,MWC,12,40,469,11.7,2,10,110,11.0,1,50,579,11.6,3
298,Domonique Young\domonique-young-1,Purdue,Big Ten,5,29,338,11.7,1,0,0,,0,29,338,11.7,1
299,Eddie Sinegal\eddie-sinegal-1,UTEP,CUSA,9,29,338,11.7,0,2,44,22.0,0,31,382,12.3,0
300,Ryan Switzer*\ryan-switzer-1,North Carolina,ACC,13,96,1112,11.6,6,3,14,4.7,0,99,1126,11.4,6
301,Dylan Cantrell\dylan-cantrell-1,Texas Tech,Big 12,10,58,675,11.6,8,0,0,,0,58,675,11.6,8
302,Steve Ishmael\steve-ishmael-1,Syracuse,ACC,10,48,559,11.6,1,0,0,,0,48,559,11.6,1
303,Teldrick Morgan*\teldrick-morgan-1,Maryland,Big Ten,13,43,497,11.6,4,6,34,5.7,0,49,531,10.8,4
304,Seth Collins\seth-collins-1,Oregon State,Pac-12,10,36,418,11.6,1,15,30,2.0,0,51,448,8.8,1
305,Kermit Whitfield*\kermit-whitfield-1,Florida State,ACC,13,34,395,11.6,1,8,79,9.9,1,42,474,11.3,2
306,Callen Hightower*\callen-hightower-1,Idaho,Sun Belt,10,33,383,11.6,3,4,7,1.8,0,37,390,10.5,3
307,Jaquil Capel*\jaquil-capel-1,Appalachian State,Sun Belt,12,25,290,11.6,1,0,0,,0,25,290,11.6,1
308,Adam Breneman\adam-breneman-1,Massachusetts,Ind,12,70,808,11.5,8,0,0,,0,70,808,11.5,8
309,Olamide Zaccheaus\olamide-zaccheaus-1,Virginia,ACC,12,51,584,11.5,7,3,24,8.0,0,54,608,11.3,7
310,Kylen Granson\kylen-granson-1,Rice,CUSA,7,33,381,11.5,2,4,41,10.3,0,37,422,11.4,2
311,Jeremy Sprinkle*\jeremy-sprinkle-1,Arkansas,SEC,12,33,380,11.5,4,0,0,,0,33,380,11.5,4
312,Michael Rector*\michael-rector-1,Stanford,Pac-12,12,32,367,11.5,3,5,71,14.2,1,37,438,11.8,4
313,Ryan Smith*\ryan-smith-9,Miami (OH),MAC,11,31,356,11.5,5,0,0,,0,31,356,11.5,5
314,Jonah Trinnaman*\jonah-trinnaman-1,Brigham Young,Ind,10,28,321,11.5,1,0,0,,0,28,321,11.5,1
315,Linell Bonner*\linell-bonner-1,Houston,American,12,98,1118,11.4,3,5,6,1.2,0,103,1124,10.9,3
316,Kevonn Mabon\kevonn-mabon-1,Ball State,MAC,12,85,972,11.4,3,12,64,5.3,1,97,1036,10.7,4
317,Devin Ross*\devin-ross-2,Colorado,Pac-12,14,69,787,11.4,5,3,10,3.3,0,72,797,11.1,5
318,Drew Morgan*\drew-morgan-1,Arkansas,SEC,13,65,739,11.4,3,4,8,2.0,0,69,747,10.8,3
319,Tavares Martin Jr*\tavares-martin-jr-1,Washington State,Pac-12,13,64,728,11.4,7,0,0,,0,64,728,11.4,7
320,N'Keal Harry\nkeal-harry-1,Arizona State,Pac-12,12,58,659,11.4,5,3,69,23.0,2,61,728,11.9,7
321,Trent Cowan*\trent-cowan-1,Idaho,Sun Belt,13,48,547,11.4,6,0,0,,0,48,547,11.4,6
322,Thurman Morbley\thurman-morbley-1,Texas State,Sun Belt,10,35,400,11.4,2,5,36,7.2,0,40,436,10.9,2
323,Andrew Scanlan*\andrew-scanlan-1,Northwestern,Big Ten,13,29,331,11.4,0,0,0,,0,29,331,11.4,0
324,Gabe Schrade\gabe-schrade-1,Texas State,Sun Belt,8,25,286,11.4,2,0,0,,0,25,286,11.4,2
325,Jordan Reid*\jordan-reid-1,Ohio,MAC,14,58,655,11.3,6,0,0,,0,58,655,11.3,6
326,Hunter Renfrow*\hunter-renfrow-1,Clemson,ACC,11,44,495,11.3,6,0,0,,0,44,495,11.3,6
327,Deon-Tay McManus\deon-tay-mcmanus-1,Marshall,CUSA,10,40,453,11.3,3,0,0,,0,40,453,11.3,3
328,Keith Rucker\keith-rucker-1,Georgia State,Sun Belt,10,32,362,11.3,2,0,0,,0,32,362,11.3,2
329,Collin Johnson\collin-johnson-2,Texas,Big 12,9,28,315,11.3,3,0,0,,0,28,315,11.3,3
330,Christian Kirk*\christian-kirk-1,Texas A&M,SEC,13,83,928,11.2,9,8,35,4.4,0,91,963,10.6,9
331,C.J. Duncan*\cj-duncan-1,Vanderbilt,SEC,12,44,494,11.2,0,0,0,,0,44,494,11.2,0
332,Antoine Porter*\antoine-porter-1,Eastern Michigan,MAC,11,44,491,11.2,4,1,0,0.0,0,45,491,10.9,4
333,Flynn Nagel*\flynn-nagel-1,Northwestern,Big Ten,11,40,447,11.2,2,0,0,,0,40,447,11.2,2
334,Henry Bussey\henry-bussey-1,Florida Atlantic,CUSA,10,24,269,11.2,2,3,17,5.7,0,27,286,10.6,2
335,Zay Jones\isaiah-jones-2,East Carolina,American,12,158,1746,11.1,8,4,24,6.0,0,162,1770,10.9,8
336,Jalen McCleskey*\jalen-mccleskey-1,Oklahoma State,Big 12,13,73,812,11.1,7,3,9,3.0,0,76,821,10.8,7
337,Ty Lee*\ty-lee-1,Middle Tennessee State,CUSA,13,63,699,11.1,9,6,107,17.8,1,69,806,11.7,10
338,Mitchell Paige*\mitchell-paige-1,Indiana,Big Ten,13,58,646,11.1,4,5,36,7.2,1,63,682,10.8,5
339,Deontay Burnett*\deontay-burnett-1,USC,Pac-12,12,56,622,11.1,7,3,31,10.3,0,59,653,11.1,7
340,Van Jefferson\van-jefferson-1,Ole Miss,SEC,12,49,543,11.1,3,5,40,8.0,0,54,583,10.8,3
341,Darnell Mooney\darnell-mooney-1,Tulane,American,9,24,267,11.1,2,4,22,5.5,0,28,289,10.3,2
342,Jerrod Heard\jerrod-heard-1,Texas,Big 12,9,24,266,11.1,3,1,-12,-12.0,0,25,254,10.2,3
343,Mason Schreck\mason-schreck-1,Buffalo,MAC,12,59,651,11.0,4,0,0,,0,59,651,11.0,4
344,Nick Kurtz*\nick-kurtz-1,Brigham Young,Ind,12,49,541,11.0,2,0,0,,0,49,541,11.0,2
345,Andrew Rodriguez\andrew-rodriguez-2,Utah State,MWC,12,26,286,11.0,1,0,0,,0,26,286,11.0,1
346,Quadree Henderson*\quadree-henderson-1,Pitt,ACC,13,26,286,11.0,1,60,631,10.5,5,86,917,10.7,6
347,D.J. Thompson*\dj-thompson-1,Southern Mississippi,CUSA,10,47,510,10.9,6,1,0,0.0,0,48,510,10.6,6
348,Chris Taylor\chris-taylor-4,Duke,ACC,10,29,315,10.9,1,0,0,,0,29,315,10.9,1
349,Arkeel Newsome\arkeel-newsome-1,Connecticut,American,12,25,273,10.9,2,147,715,4.9,5,172,988,5.7,7
350,Brisly Estime\brisly-estime-1,Syracuse,ACC,12,48,518,10.8,3,4,22,5.5,0,52,540,10.4,3
351,Jake Oliver\jake-oliver-1,Texas,Big 12,12,33,358,10.8,0,0,0,,0,33,358,10.8,0
352,Anthony Wales*\anthony-wales-1,Western Kentucky,CUSA,13,30,323,10.8,2,237,1621,6.8,27,267,1944,7.3,29
353,Jacob Sannon*\jacob-sannon-1,Idaho,Sun Belt,10,28,303,10.8,2,0,0,,0,28,303,10.8,2
354,Calvin Ridley*\calvin-ridley-1,Alabama,SEC,15,72,769,10.7,7,5,21,4.2,1,77,790,10.3,8
355,Cameron Batson\cameron-batson-1,Texas Tech,Big 12,12,60,644,10.7,8,2,4,2.0,0,62,648,10.5,8
356,Charles Nelson\charles-nelson-2,Oregon,Pac-12,12,52,554,10.7,5,4,37,9.3,1,56,591,10.6,6
357,Kalen Ballage\kalen-ballage-1,Arizona State,Pac-12,12,44,469,10.7,1,126,536,4.3,14,170,1005,5.9,15
358,Ito Smith*\ito-smith-1,Southern Mississippi,CUSA,13,43,459,10.7,2,265,1459,5.5,17,308,1918,6.2,19
359,Levern Jacobs*\levern-jacobs-1,Maryland,Big Ten,13,41,439,10.7,2,1,10,10.0,0,42,449,10.7,2
360,Todd Boyd\todd-boyd-1,Georgia State,Sun Belt,9,33,352,10.7,1,2,7,3.5,0,35,359,10.3,1
361,T.J. Rahming\tj-rahming-1,Duke,ACC,11,70,742,10.6,1,1,-1,-1.0,0,71,741,10.4,1
362,Xavier Castille\xavier-castille-1,SMU,American,11,40,423,10.6,1,0,0,,0,40,423,10.6,1
363,Ryan Yurachek\ryan-yurachek-1,Marshall,CUSA,11,28,298,10.6,5,1,9,9.0,0,29,307,10.6,5
364,Shane Wimann\shane-wimann-1,Northern Illinois,MAC,12,24,254,10.6,6,0,0,,0,24,254,10.6,6
365,Trever Ryen\trever-ryen-1,Iowa State,Big 12,11,37,388,10.5,2,1,8,8.0,0,38,396,10.4,2
366,Taylor Oldham*\taylor-oldham-1,UCF,American,11,35,366,10.5,1,0,0,,0,35,366,10.5,1
367,D'Ernest Johnson*\dernest-johnson-1,South Florida,American,13,28,293,10.5,5,111,543,4.9,8,139,836,6.0,13
368,Vic Wharton\vic-wharton-1,California,Pac-12,10,28,293,10.5,1,0,0,,0,28,293,10.5,1
369,Aregeros Turner\aregeros-turner-1,Northern Illinois,MAC,12,40,415,10.4,3,25,167,6.7,2,65,582,9.0,5
370,Terry Godwin*\terry-godwin-1,Georgia,SEC,13,38,397,10.4,0,4,14,3.5,0,42,411,9.8,0
371,Jerico Richardson\jerico-richardson-1,Nevada,MWC,10,26,271,10.4,1,0,0,,0,26,271,10.4,1
372,Emanuel Thompson*\emanuel-thompson-1,Troy,Sun Belt,13,80,820,10.3,6,0,0,,0,80,820,10.3,6
373,Jaylen Samuels*\jaylen-samuels-1,North Carolina State,ACC,13,55,565,10.3,7,33,189,5.7,6,88,754,8.6,13
374,Alfonso Onunwor*\alfonso-onunwor-1,Idaho,Sun Belt,13,39,403,10.3,1,0,0,,0,39,403,10.3,1
375,James Butler\james-butler-4,Nevada,MWC,12,37,381,10.3,3,260,1336,5.1,12,297,1717,5.8,15
376,Corey Lacanaria\corey-lacanaria-1,Ball State,MAC,9,33,341,10.3,2,0,0,,0,33,341,10.3,2
377,Tony Pollard*\tony-pollard-1,Memphis,American,13,29,298,10.3,2,31,159,5.1,1,60,457,7.6,3
378,Moroni Laulu-Pututau*\moroni-laulu-pututau-1,Brigham Young,Ind,10,27,277,10.3,2,0,0,,0,27,277,10.3,2
379,Josh Knight\josh-knight-1,Marshall,CUSA,11,62,631,10.2,5,0,0,,0,62,631,10.2,5
380,Jamal Morrow*\jamal-morrow-1,Washington State,Pac-12,13,48,488,10.2,5,90,575,6.4,5,138,1063,7.7,10
381,Josiah Price\josiah-price-1,Michigan State,Big Ten,11,38,387,10.2,5,0,0,,0,38,387,10.2,5
382,Keenen Johnson*\keenen-johnson-1,Tulsa,American,8,30,305,10.2,1,2,10,5.0,0,32,315,9.8,1
383,Zach Grant\zach-grant-1,Illinois,Big Ten,12,26,265,10.2,1,0,0,,0,26,265,10.2,1
384,Colby Pearson*\colby-pearson-1,Brigham Young,Ind,13,38,384,10.1,4,1,3,3.0,0,39,387,9.9,4
385,Kenny Buyers*\kenny-buyers-1,North Texas,CUSA,12,32,324,10.1,1,0,0,,0,32,324,10.1,1
386,Gabe Marks*\gabe-marks-1,Washington State,Pac-12,13,89,894,10.0,13,2,6,3.0,0,91,900,9.9,13
387,Hasaan Henderson\hasaan-henderson-1,Nevada,MWC,10,30,301,10.0,1,0,0,,0,30,301,10.0,1
388,Travin Dural*\travin-dural-1,LSU,SEC,9,28,280,10.0,1,1,-2,-2.0,0,29,278,9.6,1
389,Damon Hazelton Jr\damon-hazelton-jr-1,Ball State,MAC,10,51,505,9.9,4,0,0,,0,51,505,9.9,4
390,Melquise Stovall\melquise-stovall-1,California,Pac-12,10,42,415,9.9,3,3,10,3.3,0,45,425,9.4,3
391,Devin Lauderdale\devin-lauderdale-1,Texas Tech,Big 12,9,31,307,9.9,2,0,0,,0,31,307,9.9,2
392,Kareem Hunt*\kareem-hunt-1,Toledo,MAC,13,41,403,9.8,1,262,1475,5.6,10,303,1878,6.2,11
393,Alvin Kamara*\alvin-kamara-1,Tennessee,SEC,11,40,392,9.8,4,103,596,5.8,9,143,988,6.9,13
394,Cole Herdman\cole-herdman-1,Purdue,Big Ten,12,35,344,9.8,3,0,0,,0,35,344,9.8,3
395,Mitchell Juergens*\mitchell-juergens-1,Brigham Young,Ind,11,34,333,9.8,2,0,0,,0,34,333,9.8,2
396,Dylan Collie*\dylan-collie-1,Hawaii,MWC,12,33,322,9.8,4,1,9,9.0,0,34,331,9.7,4
397,KaVontae Turpin*\kavontae-turpin-1,Texas Christian,Big 12,8,30,295,9.8,1,9,84,9.3,0,39,379,9.7,1
398,Quay Johnson\quay-johnson-1,East Carolina,American,12,58,563,9.7,3,4,9,2.3,0,62,572,9.2,3
399,Keeon Johnson\keeon-johnson-2,Virginia,ACC,12,49,476,9.7,3,0,0,,0,49,476,9.7,3
400,Dominique Heath*\dominique-heath-1,Kansas State,Big 12,13,45,438,9.7,3,2,54,27.0,1,47,492,10.5,4
401,Connor Cella\connor-cella-1,Rice,CUSA,12,31,302,9.7,1,0,0,,0,31,302,9.7,1
402,I'Tavius Mathers*\itavius-mathers-1,Middle Tennessee State,CUSA,13,66,633,9.6,3,232,1561,6.7,17,298,2194,7.4,20
403,Ray-Ray McCloud*\ray-ray-mccloud-1,Clemson,ACC,13,49,472,9.6,2,5,28,5.6,0,54,500,9.3,2
404,Marcus Green\marcus-green-6,Louisiana-Monroe,Sun Belt,12,36,344,9.6,4,14,119,8.5,0,50,463,9.3,4
405,Jovon Durante*\jovon-durante-1,West Virginia,Big 12,12,35,331,9.5,2,3,15,5.0,0,38,346,9.1,2
406,Shakiem Barbel\shakiem-barbel-1,Kansas,Big 12,11,34,323,9.5,0,0,0,,0,34,323,9.5,0
407,Bug Rivera\bug-rivera-1,California,Pac-12,11,41,386,9.4,3,2,-4,-2.0,0,43,382,8.9,3
408,Garrett Dickerson*\garrett-dickerson-1,Northwestern,Big Ten,12,34,318,9.4,5,0,0,,0,34,318,9.4,5
409,Phillip Lindsay*\phillip-lindsay-1,Colorado,Pac-12,14,53,493,9.3,1,244,1252,5.1,16,297,1745,5.9,17
410,Eddie Daugherty*\eddie-daugherty-1,Eastern Michigan,MAC,11,31,289,9.3,0,2,12,6.0,0,33,301,9.1,0
411,Emanuel Byrd\emanuel-byrd-1,Marshall,CUSA,11,26,242,9.3,3,1,-3,-3.0,0,27,239,8.9,3
412,Wyatt Houston\wyatt-houston-1,Utah State,MWC,12,36,331,9.2,2,0,0,,0,36,331,9.2,2
413,Desmon White*\desmon-white-1,Texas Christian,Big 12,13,30,276,9.2,1,0,0,,0,30,276,9.2,1
414,Ervin Phillips\ervin-phillips-1,Syracuse,ACC,12,90,822,9.1,6,6,18,3.0,1,96,840,8.8,7
415,Nate Cole\nate-cole-2,Cincinnati,American,12,57,518,9.1,4,0,0,,0,57,518,9.1,4
416,Cameron Posey\cameron-posey-1,Purdue,Big Ten,11,39,356,9.1,3,3,10,3.3,0,42,366,8.7,3
417,Zach Wright\zach-wright-1,Rice,CUSA,9,38,346,9.1,1,0,0,,0,38,346,9.1,1
418,Tee Goree*\tee-goree-1,North Texas,CUSA,8,36,328,9.1,2,0,0,,0,36,328,9.1,2
419,Ajalen Holley\ajalen-holley-1,Louisiana-Monroe,Sun Belt,12,34,310,9.1,1,3,7,2.3,0,37,317,8.6,1
420,DeAndre Goolsby*\deandre-goolsby-1,Florida,SEC,11,38,342,9.0,3,0,0,,0,38,342,9.0,3
421,Erich Schneider\erich-schneider-1,Duke,ACC,11,30,269,9.0,3,0,0,,0,30,269,9.0,3
422,Raekwon James\raekwon-james-1,Kent State,MAC,11,25,225,9.0,0,8,59,7.4,0,33,284,8.6,0
423,Kyle Hicks*\kyle-hicks-1,Texas Christian,Big 12,13,47,417,8.9,2,203,1042,5.1,12,250,1459,5.8,14
424,Johnathan Lloyd\johnathan-lloyd-1,Duke,ACC,11,34,301,8.9,3,1,3,3.0,0,35,304,8.7,3
425,Mark Walton*\mark-walton-1,Miami (FL),ACC,13,27,240,8.9,1,209,1117,5.3,14,236,1357,5.8,15
426,Akrum Wadley*\akrum-wadley-1,Iowa,Big Ten,13,36,315,8.8,3,168,1081,6.4,10,204,1396,6.8,13
427,Brandon Powell*\brandon-powell-1,Florida,SEC,13,45,387,8.6,2,7,6,0.9,0,52,393,7.6,2
428,Donnel Pumphrey*\donnel-pumphrey-1,San Diego State,MWC,14,27,231,8.6,0,349,2133,6.1,17,376,2364,6.3,17
429,Tyler Watts\tyler-watts-2,Texas State,Sun Belt,12,43,364,8.5,1,3,0,0.0,0,46,364,7.9,1
430,Matt Dayes*\matt-dayes-1,North Carolina State,ACC,13,32,271,8.5,0,249,1166,4.7,10,281,1437,5.1,10
431,Jeffery Wilson*\jeffery-wilson-2,North Texas,CUSA,11,29,247,8.5,1,169,936,5.5,14,198,1183,6.0,15
432,Christian McCaffrey*\christian-mccaffrey-1,Stanford,Pac-12,11,37,310,8.4,3,253,1603,6.3,13,290,1913,6.6,16
433,T.J. Logan*\tj-logan-1,North Carolina,ACC,13,29,244,8.4,3,120,650,5.4,7,149,894,6.0,10
434,Aaron Jones\aaron-jones-6,UTEP,CUSA,12,28,233,8.3,3,229,1773,7.7,17,257,2006,7.8,20
435,Elijah McGuire*\elijah-mcguire-1,Louisiana,Sun Belt,13,29,238,8.2,2,232,1127,4.9,7,261,1365,5.2,9
436,Artavis Scott*\artavis-scott-1,Clemson,ACC,15,76,614,8.1,5,6,11,1.8,0,82,625,7.6,5
437,Jarred Craft*\jarred-craft-1,Louisiana Tech,CUSA,14,42,340,8.1,4,191,1074,5.6,9,233,1414,6.1,13
438,Marlon Mack*\marlon-mack-1,South Florida,American,12,28,227,8.1,0,174,1187,6.8,15,202,1414,7.0,15
439,OJ Clark\oj-clark-1,New Mexico State,Sun Belt,11,43,338,7.9,1,0,0,,0,43,338,7.9,1
440,D'Eriq King*\deriq-king-1,Houston,American,9,29,228,7.9,1,15,56,3.7,0,44,284,6.5,1
441,Taquan Mizzell\taquan-mizzell-1,Virginia,ACC,12,52,404,7.8,2,187,940,5.0,5,239,1344,5.6,7
442,Stedman Mayberry\stedman-mayberry-1,Texas State,Sun Belt,12,41,321,7.8,0,157,593,3.8,5,198,914,4.6,5
443,Ryan Davis*\ryan-davis-5,Auburn,SEC,10,25,194,7.8,1,3,5,1.7,0,28,199,7.1,1
444,Jordan Chunn*\jordan-chunn-1,Troy,Sun Belt,13,30,228,7.6,0,279,1288,4.6,16,309,1516,4.9,16
445,Larry Rose III\larry-rose-iii-1,New Mexico State,Sun Belt,9,25,180,7.2,0,159,865,5.4,4,184,1045,5.7,4
