Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
17,Rokeem Williams*\rokeem-williams-1,Miami (OH),MAC,10,26,501,19.3,3,0,0,,0,26,501,19.3,3
18,Blake Mack*\blake-mack-1,Arkansas State,Sun Belt,11,34,652,19.2,3,0,0,,0,34,652,19.2,3
19,Dede Westbrook*\dede-westbrook-1,Oklahoma,Big 12,13,80,1524,19.1,17,10,101,10.1,0,90,1625,18.1,17
20,Ahmmon Richards*\ahmmon-richards-1,Miami (FL),ACC,13,49,934,19.1,3,2,8,4.0,0,51,942,18.5,3
21,Deon Cain*\deon-cain-1,Clemson,ACC,15,38,724,19.1,9,0,0,,0,38,724,19.1,9
22,Josh Stewart*\josh-stewart-2,UTSA,CUSA,11,36,682,18.9,5,0,0,,0,36,682,18.9,5
23,RJ Turner\rj-turner-1,Louisiana-Monroe,Sun Belt,9,23,433,18.8,3,0,0,,0,23,433,18.8,3
24,Carlos Henderson*\carlos-henderson-1,Louisiana Tech,CUSA,13,82,1535,18.7,19,14,133,9.5,2,96,1668,17.4,21
25,Allen Staggers*\allen-staggers-1,Southern Mississippi,CUSA,13,63,1165,18.5,7,3,39,13.0,0,66,1204,18.2,7
26,Chico McClatcher*\chico-mcclatcher-1,Washington,Pac-12,12,31,574,18.5,5,18,131,7.3,1,49,705,14.4,6
27,Kevin Stepherson\kevin-stepherson-1,Notre Dame,Ind,10,25,462,18.5,5,0,0,,0,25,462,18.5,5
28,Tanner Gentry*\tanner-gentry-1,Wyoming,MWC,14,72,1326,18.4,14,6,30,5.0,0,78,1356,17.4,14
29,Nick Westbrook*\nick-westbrook-1,Indiana,Big Ten,12,54,995,18.4,6,1,3,3.0,1,55,998,18.1,7
30,Jimmy Williams\jimmy-williams-9,East Carolina,American,12,45,818,18.2,8,0,0,,0,45,818,18.2,8
31,Johnathon Johnson\johnathon-johnson-2,Missouri,SEC,12,24,435,18.1,2,4,114,28.5,0,28,549,19.6,2
32,Taj Williams*\taj-williams-1,Texas Christian,Big 12,12,39,702,18.0,5,0,0,,0,39,702,18.0,5
33,Shun Brown\shun-brown-1,Arizona,Pac-12,12,29,521,18.0,3,2,62,31.0,0,31,583,18.8,3
34,D.J. Chark*\dj-chark-1,LSU,SEC,11,26,466,17.9,3,12,122,10.2,2,38,588,15.5,5
35,Jordan Frysinger*\jordan-frysinger-1,Idaho,Sun Belt,8,26,465,17.9,3,0,0,,0,26,465,17.9,3
36,Taywan Taylor*\taywan-taylor-1,Western Kentucky,CUSA,14,98,1730,17.7,17,6,36,6.0,0,104,1766,17.0,17
37,Kevin Kutchera*\kevin-kutchera-1,South Alabama,Sun Belt,11,30,532,17.7,1,0,0,,0,30,532,17.7,1
38,Adonis Jennings*\adonis-jennings-1,Temple,American,11,27,474,17.6,4,7,81,11.6,0,34,555,16.3,4
39,Nicholas Norris*\nicholas-norris-1,Western Kentucky,CUSA,14,76,1318,17.3,14,13,222,17.1,1,89,1540,17.3,15
40,Donald Gray*\donald-gray-1,Mississippi State,SEC,12,41,709,17.3,5,0,0,,0,41,709,17.3,5
41,Trey Hartley\trey-hartley-1,San Jose State,MWC,9,33,572,17.3,4,1,18,18.0,0,34,590,17.4,4
42,Raelon Singleton*\raelon-singleton-1,Utah,Pac-12,12,27,464,17.2,4,0,0,,0,27,464,17.2,4
43,James Quick*\james-quick-1,Louisville,ACC,12,45,769,17.1,6,0,0,,0,45,769,17.1,6
44,Michael Clark\michael-clark-1,Marshall,CUSA,11,37,632,17.1,5,0,0,,0,37,632,17.1,5
45,Jamari Staples*\jamari-staples-1,Louisville,ACC,11,36,615,17.1,2,0,0,,0,36,615,17.1,2
46,Kelvin Harmon*\kelvin-harmon-1,North Carolina State,ACC,10,27,462,17.1,5,0,0,,0,27,462,17.1,5
47,Ricky Jeune*\ricky-jeune-1,Georgia Tech,ACC,11,25,427,17.1,1,1,40,40.0,0,26,467,18.0,1
48,Josh Reynolds*\josh-reynolds-1,Texas A&M,SEC,13,61,1039,17.0,12,0,0,,0,61,1039,17.0,12
49,Deon Watson*\deon-watson-1,Idaho,Sun Belt,12,41,695,17.0,3,0,0,,0,41,695,17.0,3
50,Xavier Brown\xavier-brown-2,Louisiana-Monroe,Sun Belt,11,25,425,17.0,4,0,0,,0,25,425,17.0,4
51,Keon Hatcher*\keon-hatcher-1,Arkansas,SEC,12,44,743,16.9,8,4,7,1.8,0,48,750,15.6,8
52,Dondre Daley\dondre-daley-1,Iowa State,Big 12,11,24,406,16.9,3,0,0,,0,24,406,16.9,3
53,Jonathan Giles\jonathan-giles-1,Texas Tech,Big 12,11,69,1158,16.8,13,0,0,,0,69,1158,16.8,13
54,Josh Magee*\josh-magee-1,South Alabama,Sun Belt,11,49,822,16.8,5,0,0,,0,49,822,16.8,5
55,Michael Gallup*\michael-gallup-1,Colorado State,MWC,13,76,1272,16.7,14,4,15,3.8,0,80,1287,16.1,14
56,James Gardner*\james-gardner-1,Miami (OH),MAC,11,45,750,16.7,6,0,0,,0,45,750,16.7,6
57,Chris Godwin*\chris-godwin-1,Penn State,Big Ten,13,59,982,16.6,11,1,13,13.0,0,60,995,16.6,11
58,Equanimeous St. Brown\equanimeous-st-brown-1,Notre Dame,Ind,12,58,961,16.6,9,0,0,,0,58,961,16.6,9
59,Ventell Bryant*\ventell-bryant-1,Temple,American,11,54,895,16.6,4,0,0,,0,54,895,16.6,4
60,Devonte Boyd\devonte-boyd-1,UNLV,MWC,9,45,746,16.6,4,0,0,,0,45,746,16.6,4
61,Jhajuan Seales*\jhajuan-seales-1,Oklahoma State,Big 12,12,37,615,16.6,4,1,3,3.0,0,38,618,16.3,4
62,Trey Griffey\trey-griffey-1,Arizona,Pac-12,10,23,382,16.6,2,0,0,,0,23,382,16.6,2
63,Scott Orndoff*\scott-orndoff-1,Pitt,ACC,12,35,579,16.5,5,0,0,,0,35,579,16.5,5
64,Travis Fulgham*\travis-fulgham-1,Old Dominion,CUSA,12,29,478,16.5,8,0,0,,0,29,478,16.5,8
65,Courtland Sutton\courtland-sutton-1,SMU,American,12,76,1246,16.4,10,0,0,,0,76,1246,16.4,10
66,Jerome Lane\jerome-lane-1,Akron,MAC,12,62,1018,16.4,6,0,0,,0,62,1018,16.4,6
67,Sebastian Smith*\sebastian-smith-1,Ohio,MAC,13,55,900,16.4,4,1,5,5.0,0,56,905,16.2,4
68,Papi White*\papi-white-1,Ohio,MAC,12,41,672,16.4,6,47,206,4.4,3,88,878,10.0,9
69,Temi Alaka\temi-alaka-1,Rice,CUSA,9,28,458,16.4,2,0,0,,0,28,458,16.4,2
70,Auden Tate*\auden-tate-1,Florida State,ACC,10,25,409,16.4,6,0,0,,0,25,409,16.4,6
71,J'Mon Moore\jmon-moore-2,Missouri,SEC,12,62,1012,16.3,8,0,0,,1,62,1012,16.3,9
72,Nyqwan Murray*\nyqwan-murray-1,Florida State,ACC,9,27,441,16.3,5,0,0,,0,27,441,16.3,5
73,DeAndre Thompkins*\deandre-thompkins-1,Penn State,Big Ten,10,27,440,16.3,1,0,0,,0,27,440,16.3,1
74,Keke Coutee\keke-coutee-1,Texas Tech,Big 12,12,55,890,16.2,7,3,2,0.7,1,58,892,15.4,8
75,David Njoku*\david-njoku-1,Miami (FL),ACC,12,43,698,16.2,8,0,0,,0,43,698,16.2,8
76,Byron Pringle*\byron-pringle-1,Kansas State,Big 12,13,39,631,16.2,4,3,12,4.0,0,42,643,15.3,4
77,Chris Platt*\chris-platt-1,Baylor,Big 12,12,35,567,16.2,4,1,8,8.0,0,36,575,16.0,4
78,Elijah King\elijah-king-1,Texas State,Sun Belt,9,28,453,16.2,2,0,0,,0,28,453,16.2,2
79,Phil Mayhue*\phil-mayhue-1,Memphis,American,12,42,677,16.1,4,0,0,,0,42,677,16.1,4
80,Jacob Hollister*\jacob-hollister-1,Wyoming,MWC,12,32,515,16.1,7,1,2,2.0,0,33,517,15.7,7
81,Jared Cornelius*\jared-cornelius-1,Arkansas,SEC,11,32,515,16.1,4,13,53,4.1,1,45,568,12.6,5
82,Ardarius Stewart*\ardarius-stewart-1,Alabama,SEC,12,54,864,16.0,8,8,68,8.5,0,62,932,15.0,8
83,Ricky Jones*\ricky-jones-1,Indiana,Big Ten,13,53,848,16.0,3,1,5,5.0,0,54,853,15.8,3
84,Jordan Leggett*\jordan-leggett-1,Clemson,ACC,13,46,736,16.0,7,0,0,,0,46,736,16.0,7
85,Nate Iese\nate-iese-1,UCLA,Pac-12,8,25,400,16.0,4,0,0,,0,25,400,16.0,4
86,Thomas Sperbeck*\thomas-sperbeck-1,Boise State,MWC,13,80,1272,15.9,9,11,53,4.8,0,91,1325,14.6,9
87,Shaedon Meadors*\shaedon-meadors-1,Appalachian State,Sun Belt,12,45,716,15.9,2,0,0,,0,45,716,15.9,2
88,Kerry Thomas*\kerry-thomas-1,UTSA,CUSA,11,35,555,15.9,8,1,2,2.0,0,36,557,15.5,8
89,Amba Etta-Tawo\amba-etta-tawo-1,Syracuse,ACC,12,94,1482,15.8,14,0,0,,0,94,1482,15.8,14
90,Shay Fields*\shay-fields-1,Colorado,Pac-12,14,56,883,15.8,9,1,12,12.0,0,57,895,15.7,9
91,Jamire Jordan\jamire-jordan-1,Fresno State,MWC,12,45,713,15.8,2,17,83,4.9,1,62,796,12.8,3
92,Tim Patrick*\tim-patrick-2,Utah,Pac-12,10,45,711,15.8,5,0,0,,0,45,711,15.8,5
93,Jamir Tillman*\jamir-tillman-1,Navy,American,13,40,631,15.8,2,2,14,7.0,0,42,645,15.4,2
94,Chris Lacy*\chris-lacy-2,Oklahoma State,Big 12,12,31,489,15.8,3,0,0,,0,31,489,15.8,3
95,Mark Andrews*\mark-andrews-1,Oklahoma,Big 12,12,31,489,15.8,7,0,0,,0,31,489,15.8,7
96,Jake Maulhardt*\jake-maulhardt-1,Wyoming,MWC,13,39,614,15.7,4,0,0,,0,39,614,15.7,4
97,Justin Holmes\justin-holmes-2,San Jose State,MWC,12,39,613,15.7,3,0,0,,0,39,613,15.7,3
98,Tony Stevens*\tony-stevens-1,Auburn,SEC,9,31,487,15.7,3,0,0,,0,31,487,15.7,3
99,Cameron Echols-Luper*\cameron-echols-luper-1,Arkansas State,Sun Belt,13,26,407,15.7,1,7,8,1.1,0,33,415,12.6,1
100,Bug Howard*\bug-howard-1,North Carolina,ACC,12,53,827,15.6,8,0,0,,0,53,827,15.6,8
101,Damore'ea Stringfellow\damoreea-stringfellow-1,Ole Miss,SEC,12,46,716,15.6,6,0,0,,0,46,716,15.6,6
102,Richie James*\richie-james-1,Middle Tennessee State,CUSA,13,105,1625,15.5,12,38,339,8.9,4,143,1964,13.7,16
103,Corey Davis*\corey-davis-3,Western Michigan,MAC,14,97,1500,15.5,19,1,0,0.0,0,98,1500,15.3,19
104,Dante Pettis*\dante-pettis-1,Washington,Pac-12,13,53,822,15.5,15,0,0,,0,53,822,15.5,15
105,D.J. Moore*\dj-moore-3,Maryland,Big Ten,13,41,637,15.5,6,11,55,5.0,0,52,692,13.3,6
106,Keith Kirkwood*\keith-kirkwood-1,Temple,American,14,42,648,15.4,4,2,20,10.0,0,44,668,15.2,4
107,Tyree McCants*\tyree-mccants-1,South Florida,American,11,25,384,15.4,4,2,12,6.0,0,27,396,14.7,4
108,Demetris Robertson\demetris-robertson-1,California,Pac-12,12,50,767,15.3,7,0,0,,0,50,767,15.3,7
109,Jonathan Duhart*\jonathan-duhart-1,Old Dominion,CUSA,13,48,735,15.3,9,0,0,,0,48,735,15.3,9
110,Austin Wolf\austin-wolf-1,Akron,MAC,12,36,550,15.3,5,0,0,,0,36,550,15.3,5
111,Corey Willis*\corey-willis-1,Central Michigan,MAC,13,72,1091,15.2,9,2,4,2.0,0,74,1095,14.8,9
112,Carrington Thompson*\carrington-thompson-1,Western Michigan,MAC,13,42,637,15.2,6,0,0,,0,42,637,15.2,6
113,Anthony Miller*\anthony-miller-6,Memphis,American,13,95,1434,15.1,14,12,69,5.8,1,107,1503,14.0,15
114,Marcus Kemp*\marcus-kemp-1,Hawaii,MWC,14,73,1100,15.1,8,0,0,,0,73,1100,15.1,8
115,Amara Darboh*\amara-darboh-1,Michigan,Big Ten,13,57,862,15.1,7,0,0,,0,57,862,15.1,7
116,Jordan Lasley\jordan-lasley-1,UCLA,Pac-12,11,41,620,15.1,5,0,0,,0,41,620,15.1,5
117,Ian Sadler\ian-sadler-1,Texas Tech,Big 12,8,24,363,15.1,0,0,0,,0,24,363,15.1,0
118,Tre'Quan Smith*\trequan-smith-1,UCF,American,12,57,853,15.0,5,0,0,,0,57,853,15.0,5
119,Travis Rudolph*\travis-rudolph-1,Florida State,ACC,13,56,840,15.0,7,0,0,,0,56,840,15.0,7
120,Garrett Johnson*\garrett-johnson-3,Kentucky,SEC,13,39,585,15.0,5,0,0,,0,39,585,15.0,5
121,R.J. Shelton\rj-shelton-1,Michigan State,Big Ten,12,53,789,14.9,5,18,121,6.7,0,71,910,12.8,5
122,DaeSean Hamilton*\daesean-hamilton-1,Penn State,Big Ten,12,34,506,14.9,1,1,-12,-12.0,0,35,494,14.1,1
123,Allen Lazard\allen-lazard-1,Iowa State,Big 12,12,69,1018,14.8,7,0,0,,0,69,1018,14.8,7
124,Devin Gray\devin-gray-1,Cincinnati,American,12,58,860,14.8,5,3,-2,-0.7,0,61,858,14.1,5
125,Malik Turner\malik-turner-1,Illinois,Big Ten,11,48,712,14.8,6,2,5,2.5,0,50,717,14.3,6
126,Jazz Peavy*\jazz-peavy-1,Wisconsin,Big Ten,14,43,635,14.8,5,21,318,15.1,1,64,953,14.9,6
127,Dalvin Cook*\dalvin-cook-1,Florida State,ACC,13,33,488,14.8,1,288,1765,6.1,19,321,2253,7.0,20
128,Keevan Lucas*\keevan-lucas-1,Tulsa,American,13,81,1180,14.6,15,8,45,5.6,0,89,1225,13.8,15
129,Zach Pascal*\zach-pascal-1,Old Dominion,CUSA,13,65,946,14.6,9,23,145,6.3,0,88,1091,12.4,9
130,Chance Allen*\chance-allen-2,Houston,American,12,56,815,14.6,6,0,0,,0,56,815,14.6,6
131,Gerald Everett*\gerald-everett-1,South Alabama,Sun Belt,12,49,717,14.6,4,0,0,,0,49,717,14.6,4
132,Kendall Sanders*\kendall-sanders-1,Arkansas State,Sun Belt,12,38,553,14.6,7,0,0,,0,38,553,14.6,7
133,Jeff Smith*\jeff-smith-10,Boston College,ACC,12,27,395,14.6,3,35,199,5.7,1,62,594,9.6,4
134,Sergio Bailey*\sergio-bailey-1,Eastern Michigan,MAC,13,60,868,14.5,7,3,22,7.3,0,63,890,14.1,7
135,Malachi Dupre*\malachi-dupre-1,LSU,SEC,11,41,593,14.5,3,0,0,,0,41,593,14.5,3
136,Jauan Jennings*\jauan-jennings-1,Tennessee,SEC,13,40,580,14.5,7,5,27,5.4,0,45,607,13.5,7
137,Joe Mixon*\joe-mixon-1,Oklahoma,Big 12,12,37,538,14.5,5,187,1274,6.8,10,224,1812,8.1,15
138,Deshaunte Jones\deshaunte-jones-1,Iowa State,Big 12,12,37,536,14.5,6,4,31,7.8,0,41,567,13.8,6
139,Bra'Lon Cherry*\bralon-cherry-1,North Carolina State,ACC,13,30,434,14.5,3,0,0,,0,30,434,14.5,3
140,John Mundt\john-mundt-1,Oregon,Pac-12,8,23,334,14.5,4,0,0,,0,23,334,14.5,4
141,Robert Davis\robert-davis-10,Georgia State,Sun Belt,12,67,968,14.4,5,0,0,,0,67,968,14.4,5
142,Bucky Hodges*\bucky-hodges-1,Virginia Tech,ACC,14,48,691,14.4,7,9,42,4.7,0,57,733,12.9,7
143,Isaiah McKenzie*\isaiah-mckenzie-1,Georgia,SEC,13,44,633,14.4,7,19,134,7.1,2,63,767,12.2,9
144,Cole Freytag\cole-freytag-1,UTEP,CUSA,12,36,520,14.4,5,1,4,4.0,0,37,524,14.2,5
145,Saquon Barkley*\saquon-barkley-1,Penn State,Big Ten,14,28,402,14.4,4,272,1496,5.5,18,300,1898,6.3,22
146,B.J. Johnson\bj-johnson-3,Georgia Southern,Sun Belt,11,42,600,14.3,3,0,0,,0,42,600,14.3,3
147,Marcus McGill\marcus-mcgill-1,Buffalo,MAC,11,40,573,14.3,0,0,0,,0,40,573,14.3,0
148,Jehu Chesson*\jehu-chesson-1,Michigan,Big Ten,13,35,500,14.3,2,12,63,5.3,1,47,563,12.0,3
149,John Ross*\john-ross-1,Washington,Pac-12,14,81,1150,14.2,17,8,102,12.8,1,89,1252,14.1,18
150,Evan Engram\evan-engram-1,Ole Miss,SEC,11,65,926,14.2,8,0,0,,0,65,926,14.2,8
151,Daikiel Shorts*\daikiel-shorts-1,West Virginia,Big 12,13,63,894,14.2,5,0,0,,0,63,894,14.2,5
152,Bruce Natson\bruce-natson-1,Akron,MAC,12,59,837,14.2,10,4,6,1.5,0,63,843,13.4,10
153,Cam Serigne*\cam-serigne-1,Wake Forest,ACC,12,30,426,14.2,3,0,0,,0,30,426,14.2,3
154,A.J. Brown\aj-brown-3,Ole Miss,SEC,11,29,412,14.2,2,0,0,,0,29,412,14.2,2
155,Mike Gesicki*\mike-gesicki-1,Penn State,Big Ten,14,48,679,14.1,5,0,0,,0,48,679,14.1,5
156,Darren Carrington\darren-carrington-1,Oregon,Pac-12,12,43,606,14.1,5,1,6,6.0,0,44,612,13.9,5
157,Montay Crockett\montay-crockett-1,Georgia Southern,Sun Belt,11,24,339,14.1,1,2,25,12.5,0,26,364,14.0,1
158,Justin Hunt\justin-hunt-2,Marshall,CUSA,10,23,324,14.1,5,0,0,,0,23,324,14.1,5
159,K.D. Cannon*\kd-cannon-1,Baylor,Big 12,12,87,1215,14.0,13,0,0,,0,87,1215,14.0,13
160,Nacarius Fant*\nacarius-fant-1,Western Kentucky,CUSA,9,29,407,14.0,2,6,26,4.3,0,35,433,12.4,2
161,Mike Williams*\mike-williams-17,Clemson,ACC,15,98,1361,13.9,11,0,0,,0,98,1361,13.9,11
162,Austin Carr*\austin-carr-1,Northwestern,Big Ten,13,90,1247,13.9,12,0,0,,0,90,1247,13.9,12
163,Thomas Owens\thomas-owens-1,Florida International,CUSA,12,47,652,13.9,7,1,1,1.0,0,48,653,13.6,7
164,Austin Proehl*\austin-proehl-1,North Carolina,ACC,13,43,597,13.9,3,0,0,,0,43,597,13.9,3
165,Terren Encalade\terren-encalade-1,Tulane,American,12,36,500,13.9,6,5,41,8.2,0,41,541,13.2,6
166,Stantley Thomas\stantley-thomas-1,Florida International,CUSA,11,35,485,13.9,1,0,0,,0,35,485,13.9,1
167,Trent Sherfield*\trent-sherfield-1,Vanderbilt,SEC,12,34,472,13.9,1,7,97,13.9,1,41,569,13.9,2
168,Andre Patton\andre-patton-1,Rutgers,Big Ten,10,33,460,13.9,5,0,0,,0,33,460,13.9,5
169,Deante Burton*\deante-burton-1,Kansas State,Big 12,10,29,404,13.9,1,0,0,,0,29,404,13.9,1
170,Isaiah Ford*\isaiah-ford-1,Virginia Tech,ACC,13,79,1094,13.8,7,6,33,5.5,0,85,1127,13.3,7
171,Jordan Westerkamp*\jordan-westerkamp-1,Nebraska,Big Ten,10,38,526,13.8,5,3,18,6.0,1,41,544,13.3,6
172,Andrew Celis\andrew-celis-1,Nevada,MWC,11,23,318,13.8,0,2,9,4.5,0,25,327,13.1,0
173,Kalib Woods\kalib-woods-1,Florida Atlantic,CUSA,12,68,934,13.7,1,0,0,,0,68,934,13.7,1
174,Justin Hobbs*\justin-hobbs-1,Tulsa,American,13,50,685,13.7,4,0,0,,0,50,685,13.7,4
175,Aaron Peck\aaron-peck-1,Fresno State,MWC,11,46,630,13.7,3,0,0,,0,46,630,13.7,3
176,Glenn Smith\glenn-smith-2,Georgia State,Sun Belt,12,40,547,13.7,3,41,150,3.7,2,81,697,8.6,5
177,Torii Hunter Jr\torii-hunter-jr-1,Notre Dame,Ind,8,38,521,13.7,3,0,0,,0,38,521,13.7,3
178,Donnie Corley\donnie-corley-1,Michigan State,Big Ten,11,33,453,13.7,3,8,44,5.5,0,41,497,12.1,3
179,Stanley Morgan Jr.*\stanley-morgan-jr-1,Nebraska,Big Ten,13,33,453,13.7,2,1,0,0.0,0,34,453,13.3,2
180,Anthony Nash\anthony-nash-1,Duke,ACC,6,29,398,13.7,2,0,0,,0,29,398,13.7,2
181,Dorian Leonard\dorian-leonard-1,Texas,Big 12,10,29,397,13.7,3,0,-12,,0,29,385,13.3,3
182,Chad Hansen\chad-hansen-1,California,Pac-12,10,92,1249,13.6,11,0,0,,0,92,1249,13.6,11
183,Joshua Atkinson*\joshua-atkinson-1,Tulsa,American,13,78,1058,13.6,8,0,0,,0,78,1058,13.6,8
184,Austin Duke\austin-duke-1,Charlotte,CUSA,12,59,803,13.6,4,11,40,3.6,0,70,843,12.0,4
185,Teo Redding\teo-redding-1,Bowling Green State,MAC,12,31,423,13.6,3,0,0,,0,31,423,13.6,3
186,Tommy Sweeney*\tommy-sweeney-1,Boston College,ACC,11,26,353,13.6,3,0,0,,0,26,353,13.6,3
187,Mark Chapman*\mark-chapman-2,Central Michigan,MAC,12,44,592,13.5,4,6,71,11.8,0,50,663,13.3,4
188,Keenan Barnes*\keenan-barnes-1,Louisiana,Sun Belt,12,31,418,13.5,6,0,0,,0,31,418,13.5,6
189,Antonio Callaway*\antonio-callaway-1,Florida,SEC,12,54,721,13.4,3,5,32,6.4,1,59,753,12.8,4
190,Cole Hikutini*\cole-hikutini-1,Louisville,ACC,13,50,668,13.4,8,0,0,,0,50,668,13.4,8
191,Bryan Edwards*\bryan-edwards-1,South Carolina,SEC,12,44,590,13.4,4,0,0,,0,44,590,13.4,4
192,Christian Blake\christian-blake-1,Northern Illinois,MAC,12,34,457,13.4,2,10,31,3.1,1,44,488,11.1,3
193,John Diarse*\john-diarse-1,Texas Christian,Big 12,13,33,442,13.4,3,0,0,,0,33,442,13.4,3
194,Dennis Andrews*\dennis-andrews-3,Middle Tennessee State,CUSA,12,32,428,13.4,8,11,60,5.5,3,43,488,11.3,11
195,Trent Taylor*\trent-taylor-2,Louisiana Tech,CUSA,14,136,1803,13.3,12,0,0,,0,136,1803,13.3,12
196,Kenny Golladay\kenny-golladay-1,Northern Illinois,MAC,12,87,1156,13.3,8,20,192,9.6,2,107,1348,12.6,10
197,Deebo Samuel*\deebo-samuel-1,South Carolina,SEC,10,59,783,13.3,1,15,98,6.5,6,74,881,11.9,7
198,Tyler Conklin*\tyler-conklin-1,Central Michigan,MAC,12,42,560,13.3,6,0,0,,0,42,560,13.3,6
199,River Cracraft*\river-cracraft-1,Washington State,Pac-12,10,53,701,13.2,5,0,0,,0,53,701,13.2,5
200,O.J. Howard*\oj-howard-1,Alabama,SEC,15,45,595,13.2,3,0,0,,0,45,595,13.2,3
201,Robert Wheelwright*\robert-wheelwright-1,Wisconsin,Big Ten,12,34,448,13.2,1,1,6,6.0,0,35,454,13.0,1
202,Kyle Sweet*\kyle-sweet-1,Washington State,Pac-12,13,27,357,13.2,3,1,5,5.0,0,28,362,12.9,3
203,Scott Miller\scott-miller-3,Bowling Green State,MAC,12,74,968,13.1,10,0,0,,0,74,968,13.1,10
204,JuJu Smith-Schuster*\juju-smith-1,USC,Pac-12,13,70,914,13.1,10,5,27,5.4,0,75,941,12.5,10
205,Steven Dunbar*\steven-dunbar-1,Houston,American,13,53,692,13.1,5,0,0,,0,53,692,13.1,5
206,Ron'Quavion Tarver\ronquavion-tarver-1,Utah State,MWC,12,46,602,13.1,3,0,0,,0,46,602,13.1,3
207,Drew Wolitarsky*\drew-wolitarsky-1,Minnesota,Big Ten,13,66,860,13.0,5,3,6,2.0,0,69,866,12.6,5
208,Quincy Adeboyejo\quincy-adeboyejo-1,Ole Miss,SEC,12,35,456,13.0,1,0,0,,0,35,456,13.0,1
209,Tevaris McCormick*\tevaris-mccormick-1,Troy,Sun Belt,10,35,456,13.0,5,2,2,1.0,0,37,458,12.4,5
210,Cortez Lewis*\cortez-lewis-1,Wake Forest,ACC,11,32,415,13.0,1,0,0,,0,32,415,13.0,1
211,Jesus Wilson*\jesus-wilson-1,Florida State,ACC,7,30,390,13.0,1,1,6,6.0,0,31,396,12.8,1
212,Dontre Wilson*\dontre-wilson-1,Ohio State,Big Ten,11,27,352,13.0,5,16,78,4.9,1,43,430,10.0,6
213,Izaiah Lottie\izaiah-lottie-1,New Mexico State,Sun Belt,10,26,339,13.0,2,0,0,,0,26,339,13.0,2
214,Cam Phillips*\cam-phillips-1,Virginia Tech,ACC,14,76,983,12.9,5,30,140,4.7,0,106,1123,10.6,5
215,Andy Isabella\andy-isabella-1,Massachusetts,Ind,12,62,801,12.9,7,12,100,8.3,0,74,901,12.2,7
216,Darren Andrews\darren-andrews-1,UCLA,Pac-12,11,55,709,12.9,4,2,27,13.5,1,57,736,12.9,5
217,Wyatt Demps\wyatt-demps-1,Nevada,MWC,12,53,686,12.9,9,0,0,,0,53,686,12.9,9
218,Nigel Kilby*\nigel-kilby-1,Eastern Michigan,MAC,9,34,437,12.9,4,0,0,,0,34,437,12.9,4
219,Pharaoh Brown\pharaoh-brown-1,Oregon,Pac-12,9,33,426,12.9,5,0,0,,0,33,426,12.9,5
220,Jay MacIntyre*\jay-macintyre-1,Colorado,Pac-12,13,32,412,12.9,1,4,12,3.0,0,36,424,11.8,1
221,Chaz Anderson*\chaz-anderson-1,Boise State,MWC,11,30,386,12.9,0,2,-7,-3.5,0,32,379,11.8,0
222,Monty Madaris\monty-madaris-1,Michigan State,Big Ten,10,24,310,12.9,1,1,12,12.0,0,25,322,12.9,1
223,Hergy Mayala\hergy-mayala-1,Connecticut,American,9,23,296,12.9,0,0,0,,0,23,296,12.9,0
