Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
61,Kalija Lipscomb\kalija-lipscomb-1,Vanderbilt,SEC,12,37,610,16.5,8,3,17,5.7,0,40,627,15.7,8
62,Ricky Smalling\ricky-smalling-1,Illinois,Big Ten,11,31,510,16.5,2,0,0,,0,31,510,16.5,2
63,Noah Fant*\noah-fant-1,Iowa,Big Ten,12,30,494,16.5,11,2,-1,-0.5,0,32,493,15.4,11
64,Jon'Vea Johnson*\jonvea-johnson-1,Toledo,MAC,13,42,689,16.4,5,0,0,,0,42,689,16.4,5
65,John Diarse*\john-diarse-1,Texas Christian,Big 12,13,35,575,16.4,3,0,0,,0,35,575,16.4,3
66,David Sills*\david-sills-1,West Virginia,Big 12,12,60,980,16.3,18,0,0,,0,60,980,16.3,18
67,Jaylen Smith*\jaylen-smith-1,Louisville,ACC,10,60,980,16.3,7,0,0,,0,60,980,16.3,7
68,Sergio Bailey\sergio-bailey-1,Eastern Michigan,MAC,12,54,878,16.3,9,2,25,12.5,0,56,903,16.1,9
69,Justin McInnis*\justin-mcinnis-1,Arkansas State,Sun Belt,12,49,800,16.3,4,1,3,3.0,0,50,803,16.1,4
70,JJ Arcega-Whiteside*\jj-arcega-whiteside-1,Stanford,Pac-12,11,48,781,16.3,9,0,0,,0,48,781,16.3,9
71,Stanley Morgan Jr.\stanley-morgan-jr-1,Nebraska,Big Ten,11,61,986,16.2,10,1,2,2.0,0,62,988,15.9,10
72,DaeSean Hamilton*\daesean-hamilton-1,Penn State,Big Ten,13,53,857,16.2,9,1,2,2.0,0,54,859,15.9,9
73,Jamarius Way\jamarius-way-1,South Alabama,Sun Belt,11,47,762,16.2,3,6,37,6.2,0,53,799,15.1,3
74,Tony Ellison*\tony-ellison-1,Arizona,Pac-12,13,37,598,16.2,5,3,36,12.0,1,40,634,15.9,6
75,Brandon Presley\brandon-presley-1,UNLV,MWC,12,34,552,16.2,3,5,40,8.0,0,39,592,15.2,3
76,Jordan Akins*\jordan-akins-1,UCF,American,11,32,515,16.1,4,0,0,,0,32,515,16.1,4
77,Courtland Sutton*\courtland-sutton-1,SMU,American,13,68,1085,16.0,12,1,2,2.0,1,69,1087,15.8,13
78,Javon Wims*\javon-wims-1,Georgia,SEC,14,45,720,16.0,7,0,0,,0,45,720,16.0,7
79,Darnell Salomon*\darnell-salomon-1,South Florida,American,10,32,512,16.0,5,0,0,,0,32,512,16.0,5
80,Devin Gray\devin-gray-1,Cincinnati,American,12,28,444,15.9,3,0,0,,0,28,444,15.9,3
81,Jalen Guyton*\jalen-guyton-1,North Texas,CUSA,12,49,775,15.8,9,3,12,4.0,0,52,787,15.1,9
82,Scotty Washington*\scotty-washington-1,Wake Forest,ACC,12,45,711,15.8,3,0,0,,0,45,711,15.8,3
83,Brendan O'Leary-Orange\brendan-oleary-orange-1,Nevada,MWC,10,39,618,15.8,4,0,0,,0,39,618,15.8,4
84,Stephen Louis*\stephen-louis-1,North Carolina State,ACC,10,37,583,15.8,2,1,-6,-6.0,0,38,577,15.2,2
85,DeAndre Thompkins*\deandre-thompkins-1,Penn State,Big Ten,13,28,443,15.8,3,0,0,,0,28,443,15.8,3
86,Andy Isabella\andy-isabella-1,Massachusetts,Ind,12,65,1020,15.7,10,14,135,9.6,1,79,1155,14.6,11
87,Steven Mitchell*\steven-mitchell-1,USC,Pac-12,10,41,644,15.7,4,1,10,10.0,0,42,654,15.6,4
88,Equanimeous St. Brown*\equanimeous-st-brown-1,Notre Dame,Ind,12,33,515,15.6,4,0,0,,0,33,515,15.6,4
89,Mark Andrews*\mark-andrews-1,Oklahoma,Big 12,14,62,958,15.5,8,0,0,,0,62,958,15.5,8
90,Dez Fitzpatrick*\dez-fitzpatrick-1,Louisville,ACC,12,45,699,15.5,9,0,0,,0,45,699,15.5,9
91,Keke Coutee*\keke-coutee-1,Texas Tech,Big 12,13,93,1429,15.4,10,5,15,3.0,0,98,1444,14.7,10
92,Ryheem Malone\ryheem-malone-1,Louisiana,Sun Belt,11,44,676,15.4,4,4,57,14.3,0,48,733,15.3,4
93,Lucky Jackson*\lucky-jackson-1,Western Kentucky,CUSA,10,39,600,15.4,3,1,6,6.0,0,40,606,15.2,3
94,Calvin Ridley*\calvin-ridley-1,Alabama,SEC,14,63,967,15.3,5,2,17,8.5,0,65,984,15.1,5
95,Seth Dawkins*\seth-dawkins-1,Louisville,ACC,12,42,642,15.3,4,0,0,,0,42,642,15.3,4
96,A.J. Taylor*\aj-taylor-1,Wisconsin,Big Ten,14,31,475,15.3,5,6,26,4.3,0,37,501,13.5,5
97,Anthony Miller*\anthony-miller-6,Memphis,American,13,96,1462,15.2,18,10,25,2.5,0,106,1487,14.0,18
98,Tyre Brady*\tyre-brady-1,Marshall,CUSA,11,62,942,15.2,8,0,0,,0,62,942,15.2,8
99,Aaron McLean\aaron-mclean-1,Connecticut,American,10,31,472,15.2,2,0,0,,0,31,472,15.2,2
100,Shane Tucker*\shane-tucker-1,Middle Tennessee State,CUSA,10,25,381,15.2,2,3,22,7.3,0,28,403,14.4,2
101,Penny Hart*\penny-hart-1,Georgia State,Sun Belt,12,74,1121,15.1,8,6,27,4.5,0,80,1148,14.4,8
102,JD Spielman\jd-spielman-1,Nebraska,Big Ten,11,55,830,15.1,2,10,73,7.3,0,65,903,13.9,2
103,Justin Hobbs\justin-hobbs-1,Tulsa,American,11,55,830,15.1,3,0,0,,0,55,830,15.1,3
104,Dredrick Snelson*\dredrick-snelson-1,UCF,American,12,46,695,15.1,8,2,11,5.5,1,48,706,14.7,9
105,Nyqwan Murray*\nyqwan-murray-1,Florida State,ACC,12,40,604,15.1,4,3,15,5.0,0,43,619,14.4,4
106,Thomas Owens*\thomas-owens-1,Florida International,CUSA,9,59,887,15.0,6,1,-1,-1.0,0,60,886,14.8,6
107,Davon Grayson\davon-grayson-1,East Carolina,American,11,59,886,15.0,6,6,40,6.7,0,65,926,14.2,6
108,Marcus Green\marcus-green-6,Louisiana-Monroe,Sun Belt,12,54,812,15.0,5,14,175,12.5,0,68,987,14.5,5
109,A.J. Richardson*\aj-richardson-1,Boise State,MWC,11,33,494,15.0,2,0,0,,0,33,494,15.0,2
110,Terry McLaurin*\terry-mclaurin-1,Ohio State,Big Ten,13,29,436,15.0,6,0,0,,0,29,436,15.0,6
111,Ian Thomas\ian-thomas-3,Indiana,Big Ten,9,25,376,15.0,5,0,0,,0,25,376,15.0,5
112,Keith Kirkwood*\keith-kirkwood-1,Temple,American,12,45,671,14.9,7,0,0,,0,45,671,14.9,7
113,Corey Willis*\corey-willis-1,Central Michigan,MAC,9,45,669,14.9,9,0,0,,0,45,669,14.9,9
114,Tony Pollard*\tony-pollard-1,Memphis,American,13,36,536,14.9,4,30,230,7.7,2,66,766,11.6,6
115,Phil Mayhue*\phil-mayhue-1,Memphis,American,11,35,521,14.9,3,0,0,,0,35,521,14.9,3
116,Chad Beebe*\chad-beebe-1,Northern Illinois,MAC,9,28,417,14.9,1,1,-1,-1.0,0,29,416,14.3,1
117,Trent Bostick\trent-bostick-1,Charlotte,CUSA,11,24,357,14.9,3,1,3,3.0,0,25,360,14.4,3
118,Mark Chapman*\mark-chapman-2,Central Michigan,MAC,13,59,875,14.8,5,2,17,8.5,0,61,892,14.6,5
119,Damion Willis*\damion-willis-1,Troy,Sun Belt,12,42,620,14.8,3,0,0,,0,42,620,14.8,3
120,Raelon Singleton*\raelon-singleton-1,Utah,Pac-12,12,36,531,14.8,4,0,0,,0,36,531,14.8,4
121,Sadiq Palmer\sadiq-palmer-1,Massachusetts,Ind,10,35,518,14.8,1,0,0,,0,35,518,14.8,1
122,Kelvin Harmon*\kelvin-harmon-1,North Carolina State,ACC,13,69,1017,14.7,4,0,0,,0,69,1017,14.7,4
123,Korey Robertson*\korey-robertson-1,Southern Mississippi,CUSA,13,76,1106,14.6,12,0,0,,0,76,1106,14.6,12
124,Trent Sherfield\trent-sherfield-1,Vanderbilt,SEC,12,50,729,14.6,5,8,92,11.5,1,58,821,14.2,6
125,Parris Campbell*\parris-campbell-1,Ohio State,Big Ten,13,40,584,14.6,3,10,132,13.2,1,50,716,14.3,4
126,Jonathan Nance\jonathan-nance-1,Arkansas,SEC,11,37,539,14.6,5,5,62,12.4,0,42,601,14.3,5
127,Keenan Barnes\keenan-barnes-1,Louisiana,Sun Belt,10,37,539,14.6,2,0,0,,0,37,539,14.6,2
128,Jessie Britt\jessie-britt-1,Massachusetts,Ind,12,29,422,14.6,3,0,0,,0,29,422,14.6,3
129,Isaiah Wright*\isaiah-wright-1,Temple,American,13,46,668,14.5,4,25,188,7.5,1,71,856,12.1,5
130,Olabisi Johnson*\olabisi-johnson-1,Colorado State,MWC,12,41,595,14.5,2,0,0,,0,41,595,14.5,2
131,Gabriel Davis*\gabriel-davis-1,UCF,American,10,27,391,14.5,4,0,0,,0,27,391,14.5,4
132,Christian Booker*\christian-booker-1,Arkansas State,Sun Belt,9,25,363,14.5,6,1,-3,-3.0,0,26,360,13.8,6
133,Elijah King\elijah-king-1,Texas State,Sun Belt,11,52,750,14.4,3,1,6,6.0,0,53,756,14.3,3
134,Ike Lewis*\ike-lewis-2,Appalachian State,Sun Belt,13,51,733,14.4,8,3,31,10.3,0,54,764,14.1,8
135,Rico Bussey Jr.*\rico-bussey-jr-1,North Texas,CUSA,13,47,677,14.4,7,0,0,,0,47,677,14.4,7
136,Tyler Conklin*\tyler-conklin-1,Central Michigan,MAC,8,35,504,14.4,5,0,0,,0,35,504,14.4,5
137,Austin Wolf*\austin-wolf-1,Akron,MAC,10,33,476,14.4,5,0,0,,0,33,476,14.4,5
138,Sam Martin\sam-martin-3,Miami (OH),MAC,10,25,359,14.4,3,0,0,,0,25,359,14.4,3
139,Ben Skowronek*\ben-skowronek-1,Northwestern,Big Ten,13,45,644,14.3,5,0,0,,0,45,644,14.3,5
140,Hergy Mayala\hergy-mayala-1,Connecticut,American,9,43,615,14.3,7,0,0,,0,43,615,14.3,7
141,Albert Okwuegbunam*\albert-okwuegbunam-1,Missouri,SEC,9,29,415,14.3,11,0,0,,0,29,415,14.3,11
142,Micah Simon\micah-simon-1,Brigham Young,Ind,12,27,386,14.3,3,0,0,,0,27,386,14.3,3
143,Michael Gallup*\michael-gallup-1,Colorado State,MWC,13,100,1418,14.2,7,0,0,,0,100,1418,14.2,7
144,Jaleel Scott*\jaleel-scott-1,New Mexico State,Sun Belt,12,76,1079,14.2,9,0,0,,0,76,1079,14.2,9
145,Steven Sims Jr.\steven-sims-jr-1,Kansas,Big 12,11,59,839,14.2,6,5,5,1.0,0,64,844,13.2,6
146,Tyler Vaughns*\tyler-vaughns-1,USC,Pac-12,13,57,809,14.2,5,0,0,,0,57,809,14.2,5
147,Collin Johnson*\collin-johnson-2,Texas,Big 12,13,54,765,14.2,2,0,-7,,0,54,758,14.0,2
148,John Ursua\john-ursua-1,Hawaii,MWC,6,47,667,14.2,5,0,0,,0,47,667,14.2,5
149,Trey Hartley\trey-hartley-1,San Jose State,MWC,12,37,527,14.2,2,0,0,,0,37,527,14.2,2
150,Tommy Sweeney*\tommy-sweeney-1,Boston College,ACC,12,36,512,14.2,4,0,0,,0,36,512,14.2,4
151,Steven Dunbar*\steven-dunbar-1,Houston,American,12,76,1070,14.1,3,0,0,,0,76,1070,14.1,3
152,Kanawai Noa\kanawai-noa-1,California,Pac-12,11,56,788,14.1,4,0,0,,0,56,788,14.1,4
153,Felton Davis III*\felton-davis-iii-1,Michigan State,Big Ten,11,55,776,14.1,9,1,16,16.0,0,56,792,14.1,9
154,Brendan Cope*\brendan-cope-1,Ohio,MAC,10,35,494,14.1,4,1,-2,-2.0,0,36,492,13.7,4
155,K.J. Osborn\kj-osborn-1,Buffalo,MAC,12,35,493,14.1,4,4,22,5.5,1,39,515,13.2,5
156,Shi Smith*\shi-smith-1,South Carolina,SEC,12,29,409,14.1,3,0,0,,0,29,409,14.1,3
157,Jay MacIntyre\jay-macintyre-1,Colorado,Pac-12,10,28,396,14.1,2,1,1,1.0,0,29,397,13.7,2
158,Darren Carrington*\darren-carrington-1,Utah,Pac-12,12,70,980,14.0,6,0,0,,0,70,980,14.0,6
159,Micah Holder*\micah-holder-1,San Diego State,MWC,11,43,602,14.0,2,3,30,10.0,0,46,632,13.7,2
160,Cody White*\cody-white-3,Michigan State,Big Ten,11,35,490,14.0,4,4,19,4.8,0,39,509,13.1,4
161,Jimmy Williams\jimmy-williams-9,East Carolina,American,9,32,447,14.0,3,1,2,2.0,0,33,449,13.6,3
162,CJ Windham*\cj-windham-1,Middle Tennessee State,CUSA,12,25,351,14.0,1,0,0,,0,25,351,14.0,1
163,Brycen Hopkins*\brycen-hopkins-1,Purdue,Big Ten,11,25,349,14.0,3,0,0,,0,25,349,14.0,3
164,Evan Fairs\evan-fairs-1,Kansas,Big 12,9,24,335,14.0,1,0,0,,0,24,335,14.0,1
165,N'Keal Harry*\nkeal-harry-1,Arizona State,Pac-12,13,82,1142,13.9,8,13,65,5.0,0,95,1207,12.7,8
166,Brian Williams\brian-williams-14,Louisiana-Monroe,Sun Belt,11,45,626,13.9,4,1,2,2.0,1,46,628,13.7,5
167,Teo Redding\teo-redding-1,Bowling Green State,MAC,11,45,624,13.9,8,0,0,,0,45,624,13.9,8
168,Sam Harris\sam-harris-2,South Alabama,Sun Belt,11,41,570,13.9,2,0,0,,0,41,570,13.9,2
169,Macan Wilson*\macan-wilson-1,Northwestern,Big Ten,11,32,446,13.9,1,0,0,,0,32,446,13.9,1
170,Chase Claypool*\chase-claypool-1,Notre Dame,Ind,11,29,402,13.9,2,2,-3,-1.5,0,31,399,12.9,2
171,Demornay Pierson-El\demornay-pierson-el-1,Nebraska,Big Ten,12,45,623,13.8,5,4,32,8.0,0,49,655,13.4,5
172,Andrew Meyer*\andrew-meyer-1,Ohio,MAC,12,35,483,13.8,2,1,-1,-1.0,0,36,482,13.4,2
173,Omar Bayless*\omar-bayless-1,Arkansas State,Sun Belt,11,31,428,13.8,6,2,-3,-1.5,0,33,425,12.9,6
174,Chris Murray*\chris-murray-2,Arkansas State,Sun Belt,12,51,701,13.7,9,3,3,1.0,0,54,704,13.0,9
175,Auden Tate*\auden-tate-1,Florida State,ACC,12,40,548,13.7,10,0,0,,0,40,548,13.7,10
176,JaQuan Blackwell\jaquan-blackwell-1,San Jose State,MWC,11,32,437,13.7,2,0,0,,0,32,437,13.7,2
177,Matt Vandeberg*\matt-vandeberg-1,Iowa,Big Ten,13,28,384,13.7,2,0,0,,0,28,384,13.7,2
178,Tavin Richardson*\tavin-richardson-1,Kentucky,SEC,12,27,371,13.7,1,0,0,,0,27,371,13.7,1
179,Mathew Sexton\mathew-sexton-1,Eastern Michigan,MAC,12,26,357,13.7,2,0,0,,0,26,357,13.7,2
180,Cam Phillips*\cam-phillips-1,Virginia Tech,ACC,12,71,964,13.6,7,1,10,10.0,0,72,974,13.5,7
181,Wyatt Demps\wyatt-demps-1,Nevada,MWC,12,67,908,13.6,11,0,0,,0,67,908,13.6,11
182,McLane Mannix\mclane-mannix-1,Nevada,MWC,12,57,778,13.6,6,2,3,1.5,0,59,781,13.2,6
183,Greg Dortch*\greg-dortch-1,Wake Forest,ACC,8,53,722,13.6,9,7,9,1.3,0,60,731,12.2,9
184,Noah Togiai\noah-togiai-1,Oregon State,Pac-12,9,34,461,13.6,2,0,0,,0,34,461,13.6,2
185,Jay Griffin IV\jay-griffin-iv-1,New Mexico,MWC,12,29,393,13.6,4,13,116,8.9,1,42,509,12.1,5
186,John Niupalau\john-niupalau-1,Eastern Michigan,MAC,9,27,368,13.6,4,0,0,,0,27,368,13.6,4
187,Ky'Jon Tyler\kyjon-tyler-1,Coastal Carolina,Sun Belt,11,23,313,13.6,2,11,73,6.6,0,34,386,11.4,2
188,Shay Fields\shay-fields-1,Colorado,Pac-12,12,46,623,13.5,4,0,0,,0,46,623,13.5,4
189,Renard Bell*\renard-bell-1,Washington State,Pac-12,13,40,538,13.5,3,0,0,,0,40,538,13.5,3
190,Workpeh Kofa\workpeh-kofa-1,Charlotte,CUSA,9,25,338,13.5,1,2,3,1.5,0,27,341,12.6,1
191,Taysir Mack\taysir-mack-1,Indiana,Big Ten,6,23,310,13.5,3,0,0,,0,23,310,13.5,3
192,Alfonso Onunwor\alfonso-onunwor-1,Idaho,Sun Belt,11,64,856,13.4,8,0,0,,0,64,856,13.4,8
193,Thomas Geddis\thomas-geddis-1,Cincinnati,American,11,29,388,13.4,3,0,0,,0,29,388,13.4,3
194,Dawson Knox\dawson-knox-1,Ole Miss,SEC,8,24,321,13.4,0,0,0,,0,24,321,13.4,0
195,Allen Lazard*\allen-lazard-1,Iowa State,Big 12,13,71,941,13.3,10,0,0,,0,71,941,13.3,10
196,Shun Brown*\shun-brown-1,Arizona,Pac-12,13,43,573,13.3,6,5,51,10.2,0,48,624,13.0,6
197,Josh Stewart\josh-stewart-2,UTSA,CUSA,11,39,518,13.3,3,0,0,,0,39,518,13.3,3
198,Collin Lisa*\collin-lisa-1,UAB,CUSA,12,33,439,13.3,1,1,0,0.0,0,34,439,12.9,1
199,Chris Taylor*\chris-taylor-4,Duke,ACC,11,25,332,13.3,1,0,0,,0,25,332,13.3,1
200,KeeSean Johnson*\keesean-johnson-1,Fresno State,MWC,14,77,1013,13.2,8,1,0,0.0,0,78,1013,13.0,8
201,Michael Lawrence*\michael-lawrence-1,North Texas,CUSA,14,62,819,13.2,4,0,0,,0,62,819,13.2,4
202,Deon Yelder*\deon-yelder-1,Western Kentucky,CUSA,12,52,688,13.2,7,2,15,7.5,1,54,703,13.0,8
203,Deondre Douglas*\deondre-douglas-1,Troy,Sun Belt,12,48,628,13.1,4,3,43,14.3,1,51,671,13.2,5
204,Dillon Stoner*\dillon-stoner-1,Oklahoma State,Big 12,12,44,576,13.1,6,0,0,,0,44,576,13.1,6
205,Travis Fulgham\travis-fulgham-1,Old Dominion,CUSA,11,30,394,13.1,1,0,0,,0,30,394,13.1,1
206,Deontay Burnett*\deontay-burnett-1,USC,Pac-12,14,86,1114,13.0,9,2,-2,-1.0,0,88,1112,12.6,9
207,Vic Wharton\vic-wharton-1,California,Pac-12,12,67,871,13.0,5,1,-5,-5.0,0,68,866,12.7,5
208,Juwan Johnson*\juwan-johnson-1,Penn State,Big Ten,19,54,701,13.0,1,0,0,,0,54,701,13.0,1
209,Thomas Hennigan*\thomas-hennigan-1,Appalachian State,Sun Belt,12,45,585,13.0,7,0,0,,0,45,585,13.0,7
210,Brandon Johnson\brandon-johnson-11,Tennessee,SEC,10,37,482,13.0,1,0,0,,0,37,482,13.0,1
211,Ryan Smith\ryan-smith-9,Miami (OH),MAC,10,35,454,13.0,4,0,0,,0,35,454,13.0,4
212,Jordan Nathan*\jordan-nathan-1,Utah State,MWC,13,25,324,13.0,2,7,30,4.3,0,32,354,11.1,2
213,D.J. Moore\dj-moore-3,Maryland,Big Ten,12,80,1033,12.9,8,5,61,12.2,1,85,1094,12.9,9
214,Christian Kirk*\christian-kirk-1,Texas A&M,SEC,13,71,919,12.9,10,4,31,7.8,0,75,950,12.7,10
215,Darren Andrews*\darren-andrews-1,UCLA,Pac-12,9,60,773,12.9,10,4,49,12.3,0,64,822,12.8,10
216,Tabari Hines*\tabari-hines-1,Wake Forest,ACC,12,53,683,12.9,7,2,-6,-3.0,0,55,677,12.3,7
217,Doni Dowling*\doni-dowling-1,Virginia,ACC,13,50,647,12.9,5,0,0,,0,50,647,12.9,5
218,Jalen McCleskey*\jalen-mccleskey-1,Oklahoma State,Big 12,12,50,645,12.9,5,0,0,,0,50,645,12.9,5
219,Blake Mack*\blake-mack-1,Arkansas State,Sun Belt,12,48,618,12.9,7,0,0,,0,48,618,12.9,7
220,Jordan Veasy\jordan-veasy-1,California,Pac-12,12,38,491,12.9,6,0,0,,0,38,491,12.9,6
221,Caleb Wilson*\caleb-wilson-2,UCLA,Pac-12,5,38,490,12.9,1,0,0,,0,38,490,12.9,1
222,Kerry Thomas\kerry-thomas-1,UTSA,CUSA,9,35,453,12.9,4,2,6,3.0,0,37,459,12.4,4
