Rk,Year,Rnd,Pick,Player,Pos,DrAge,Tm,From,To,AP1,PB,St,CarAV,G,GS,Int,Sk,College/Univ,
156,2012,3,87,John Hughes\HughJo00,DT,24,CLE,2012,2017,0,0,0,9,66,10,,5.5,Cincinnati,College Stats
157,2012,3,93,Brandon Thompson\ThomBr01,DT,22,CIN,2012,2015,0,0,0,7,39,7,,3.0,Clemson,College Stats
158,2012,4,109,Alameda Ta'amu\Ta'aAl00,DT,22,PIT,2012,2014,0,0,0,3,21,3,,,Washington,College Stats
159,2012,4,114,Jaye Howard\HowaJa00,DT,23,SEA,2012,2016,0,0,2,17,45,30,,7.5,Florida,College Stats
160,2012,4,132,Mike Daniels\DaniMi00,DT,23,GNB,2012,2019,0,1,5,37,111,74,1,30.0,Iowa,College Stats
161,2012,5,136,Josh Chapman\ChapJo00,NT,23,IND,2012,2014,0,0,1,8,29,15,,,Alabama,College Stats
162,2012,5,137,Malik Jackson\JackMa02,DT,22,DEN,2012,2019,0,1,4,39,111,67,,32.5,Tennessee,College Stats
163,2012,6,205,Billy Winn\WinnBi00,DT,23,CLE,2012,2016,0,0,2,15,68,23,2,3.0,Boise St.,College Stats
164,2012,7,215,Kheeston Randall\RandKh00,DT,23,MIA,2012,2012,0,0,0,1,12,0,,,Texas,College Stats
165,2012,7,218,Jerome Long\LongJe00,DT,22,KAN,2012,2013,0,0,0,0,3,0,,,San Diego St.,College Stats
166,2012,7,225,J.R. Sweezy\SweeJ.00,DT,23,SEA,2012,2019,0,0,6,44,104,94,,,North Carolina St.,College Stats
167,2012,7,228,Jeris Pendleton\PendJe00,DT,28,JAX,2012,2014,0,0,0,0,5,0,,,Ashland,
168,2012,7,236,DeAngelo Tyson\TysoDe00,DT,23,BAL,2012,2014,0,0,0,6,34,6,1,3.0,Georgia,College Stats
169,2012,7,239,Markus Kuhn\KuhnMa00,DT,26,NYG,2012,2015,0,0,0,6,39,11,,1.5,North Carolina St.,College Stats
170,2012,7,249,Travian Robertson\RobeTr00,DT,23,ATL,2012,2014,0,0,0,1,14,0,,,South Carolina,College Stats
171,2011,1,3,Marcell Dareus\DareMa00,DT,21,BUF,2011,2019,1,2,7,56,121,107,,37.5,Alabama,College Stats
172,2011,1,13,Nick Fairley\FairNi00,DT,23,DET,2011,2016,0,0,4,24,77,46,,20.5,Auburn,College Stats
173,2011,1,18,Corey Liuget\LiugCo00,DT,21,SDG,2011,2019,0,0,7,42,118,103,,25.0,Illinois,College Stats
174,2011,1,21,Phil Taylor\TaylPh00,DT,23,CLE,2011,2014,0,0,2,20,44,42,,7.0,Baylor,College Stats
175,2011,1,30,Muhammad Wilkerson\WilkMu00,DT,21,NYJ,2011,2018,0,1,7,64,108,104,2,44.5,Temple,College Stats
176,2011,2,41,Jarvis Jenkins\JenkJa01,DT,23,WAS,2012,2018,0,0,3,23,98,50,,7.0,Clemson,College Stats
177,2011,2,52,Marvin Austin\AustMa00,DT,22,NYG,2012,2014,0,0,0,2,26,0,,,North Carolina,College Stats
178,2011,2,53,Stephen Paea\PaeaSt00,DT,23,CHI,2011,2017,0,0,3,22,83,46,,14.0,Oregon St.,College Stats
179,2011,3,65,Terrell McClain\McClTe00,DT,23,CAR,2011,2019,0,0,2,16,92,34,,7.5,South Florida,College Stats
180,2011,3,77,Jurrell Casey\CaseJu00,DT,21,TEN,2011,2019,0,5,9,71,139,137,,51.0,USC,College Stats
181,2011,3,87,Drake Nevis\NeviDr00,DT,22,IND,2011,2013,0,0,0,4,26,3,,1.0,LSU,College Stats
182,2011,3,94,Kenrick Ellis\ElliKe01,DT,23,NYJ,2011,2015,0,0,0,9,56,5,,1.0,Hampton,
183,2011,3,97,Sione Fua\FuaxSi00,DT,23,CAR,2011,2014,0,0,1,5,40,12,,,Stanford,College Stats
184,2011,4,106,Christian Ballard\BallCh00,DT,22,MIN,2011,2012,0,0,0,3,32,2,,1.0,Iowa,College Stats
185,2011,5,142,Karl Klug\KlugKa00,DT,23,TEN,2011,2017,0,0,0,13,109,8,,21.5,Iowa,College Stats
186,2011,6,184,David Carter\CartDa01,DT,23,ARI,2011,2013,0,0,0,5,35,4,,1.0,UCLA,College Stats
187,2011,6,199,Jerrell Powe\PoweJe00,DT,24,KAN,2011,2014,0,0,0,3,28,4,,1.0,Mississippi,College Stats
188,2011,7,212,Zach Clayton\ClayZa00,DT,23,TEN,2011,2012,0,0,0,0,3,0,,,Auburn,College Stats
189,2011,7,231,Frank Kearse\KearFr00,DT,22,MIA,2011,2015,0,0,0,5,35,8,,5.5,Alabama A&M,
190,2011,7,233,Lawrence Guy\GuyxLa00,DT,21,GNB,2012,2019,0,0,4,41,115,66,1,11.5,Arizona St.,College Stats
191,2011,7,245,Michael Jasper\JaspMi00,DT,24,BUF,,,0,0,0,,,,,,,
192,2011,7,253,Chris Neild\NeilCh00,DT,23,WAS,2011,2014,0,0,0,2,24,0,,2.0,West Virginia,College Stats
193,2010,1,2,Ndamukong Suh\SuhxNd99,DT,23,DET,2010,2019,3,5,10,88,158,158,1,58.5,Nebraska,College Stats
194,2010,1,3,Gerald McCoy\McCoGe99,DT,22,TAM,2010,2019,1,6,10,68,139,139,,59.5,Oklahoma,College Stats
195,2010,1,10,Tyson Alualu\AluaTy99,DT,23,JAX,2010,2019,0,0,6,43,157,100,,22.5,California,College Stats
196,2010,1,26,Dan Williams\WillDa99,DT,23,ARI,2010,2016,0,0,6,32,102,66,1,3.5,Tennessee,College Stats
197,2010,2,35,Brian Price\PricBr99,DT,21,TAM,2010,2012,0,0,1,4,20,14,,3.0,UCLA,College Stats
198,2010,2,41,Torell Troup\TrouTo00,DT,21,BUF,2010,2012,0,0,0,3,21,2,,,Central Florida,
199,2010,2,46,Linval Joseph\JoseLi99,DT,21,NYG,2010,2019,0,2,9,62,141,134,,24.0,East Carolina,College Stats
200,2010,2,57,Terrence Cody\CodyTe99,DT,22,BAL,2010,2014,0,0,1,14,57,21,,,Alabama,College Stats
201,2010,3,74,D'Anthony Smith\SmitDA99,DT,22,JAX,2012,2015,0,0,0,1,14,0,,,Louisiana Tech,College Stats
202,2010,3,81,Earl Mitchell\MitcEa99,DT,22,HOU,2010,2018,0,0,4,29,130,66,,6.5,Arizona,College Stats
203,2010,3,83,Corey Peters\PeteCo00,DT,22,ATL,2010,2019,0,0,7,42,129,112,1,17.0,Kentucky,College Stats
204,2010,4,120,Geno Atkins\AtkiGe99,DT,22,CIN,2010,2019,2,8,9,87,153,134,,75.5,Georgia,College Stats
205,2010,4,123,Al Woods\WoodAl99,DT,23,NOR,2010,2019,0,0,4,23,125,48,,5.5,LSU,College Stats
206,2010,5,146,Cam Thomas\ThomCa99,DT,23,SDG,2010,2017,0,0,2,17,102,27,1,7.5,North Carolina,College Stats
207,2010,7,234,Sean Lissemore\LissSe99,DT,22,DAL,2010,2015,0,0,2,14,69,21,1,6.5,William & Mary,
208,2010,7,238,Ricardo Mathews\MathRi99,DT,23,IND,2010,2016,0,0,0,14,96,20,,5.0,Cincinnati,College Stats
209,2010,7,241,David Howard,DT,,TEN,,,0,0,0,,,,,,Brown,
210,2010,7,242,Doug Worthington\WortDo99,DT,23,PIT,2012,2015,0,0,0,0,8,0,,,Ohio St.,
211,2010,7,243,Jeff Owens\OwenJe20,DT,23,PHI,2010,2010,0,0,0,0,1,0,,,Georgia,College Stats
212,2010,7,248,Kade Weston,DT,,NWE,,,0,0,0,,,,,,Georgia,College Stats
213,2009,1,9,B.J. Raji\RajiBJ99,DT,23,GNB,2009,2015,0,1,5,33,91,78,,11.0,Boston Col.,College Stats
214,2009,1,24,Peria Jerry\JerrPe99,DT,25,ATL,2009,2013,0,0,2,14,64,29,,5.5,Mississippi,College Stats
215,2009,2,40,Ron Brace\BracRo99,DT,22,NWE,2009,2012,0,0,1,5,39,7,,,Boston Col.,College Stats
216,2009,2,56,Fili Moala\MoalFi99,DT,24,IND,2009,2014,0,0,3,18,64,45,,3.5,USC,College Stats
217,2009,2,62,Sen'Derrick Marks\MarkSe99,DT,22,TEN,2009,2016,0,0,4,27,103,61,1,19.0,Auburn,College Stats
218,2009,3,68,Jarron Gilbert\GilbJa99,DT,22,CHI,2009,2012,0,0,0,0,5,0,,,San Jose St.,College Stats
219,2009,3,72,Terrance Knighton\KnigTe99,DT,23,JAX,2009,2015,0,0,6,38,108,96,2,14.0,Temple,College Stats
220,2009,3,81,Roy Miller\MillRo99,DT,22,TAM,2009,2017,0,0,5,34,119,84,,8.0,Texas,College Stats
221,2009,3,93,Corvey Irvin\IrviCo99,DT,24,CAR,2010,2013,0,0,0,1,24,0,,,Georgia,College Stats
222,2009,4,103,Darell Scott\ScotDo99,DT,23,STL,2009,2011,0,0,0,5,33,5,,,Clemson,
223,2009,4,113,Vaughn Martin\MartVa99,DT,23,SDG,2009,2013,0,0,2,13,51,27,,3.0,West. Ontario,
224,2009,4,115,Sammie Lee Hill\HillSa99,DT,22,DET,2009,2015,0,0,3,21,97,48,,7.0,Stillman,
225,2009,4,136,Terrance Taylor,DT,,IND,,,0,0,0,,,,,,Michigan,College Stats
226,2009,6,205,Ra'Shon Harris\HarrRa99,DT,23,PIT,2009,2009,0,0,0,0,2,0,,,Oregon,College Stats
227,2009,6,207,Myron Pryor\PryoMy99,DT,23,NWE,2009,2012,0,0,0,1,24,2,,1.0,Kentucky,College Stats
228,2009,7,210,Vance Walker\WalkVa99,DT,22,ATL,2009,2015,0,0,1,20,104,32,,12.0,Georgia Tech,College Stats
229,2009,7,234,Darryl Richard\RichDa97,DT,23,NWE,,,0,0,0,,,,,,Georgia Tech,
230,2009,7,244,Ricky Jean-Francois\JeanRi99,DT,22,SFO,2009,2018,0,0,4,24,137,48,,14.0,LSU,College Stats
231,2009,7,249,Clinton McDonald\McDoCl99,DT,22,CIN,2010,2019,0,0,2,26,121,37,2,21.0,Memphis,College Stats
232,2008,1,5,Glenn Dorsey\DorsGl99,DT,23,KAN,2008,2016,0,0,7,38,104,92,,7.0,LSU,College Stats
233,2008,1,7,Sedrick Ellis\ElliSe99,DT,23,NOR,2008,2012,0,0,5,27,70,70,,12.5,USC,College Stats
234,2008,1,29,Kentwan Balmer\BalmKe99,DT,21,SFO,2008,2012,0,0,1,7,46,11,,,North Carolina,College Stats
235,2008,2,47,Trevor Laws\LawsTr99,DT,23,PHI,2008,2012,0,0,0,7,56,2,1,5.0,Notre Dame,College Stats
236,2008,3,77,Pat Sims\SimsPa99,DT,22,CIN,2008,2017,0,0,3,27,130,49,1,9.0,Auburn,College Stats
237,2008,3,87,Andre Fluellen\FlueAn99,DT,23,DET,2008,2015,0,0,0,8,81,7,,4.5,Florida St.,College Stats
238,2008,3,90,Marcus Harrison\HarrMa98,DT,24,CHI,2008,2010,0,0,1,6,37,9,,3.0,Arkansas,College Stats
239,2008,4,115,Dre Moore\MoorDr99,DT,23,TAM,2009,2009,0,0,0,1,7,0,,,Maryland,College Stats
240,2008,4,121,Red Bryant\BryaRe99,DT,24,SEA,2008,2015,0,0,4,33,86,71,2,4.5,Texas A&M,College Stats
241,2008,5,144,DeMario Pressley\PresDe99,DT,22,NOR,2009,2011,0,0,0,1,8,0,,,North Carolina St.,College Stats
242,2008,5,145,Jason Shirley\ShirJa99,DT,22,CIN,2008,2011,0,0,0,0,7,0,,2.5,Fresno St.,College Stats
243,2008,5,148,Carlton Powell\PoweCa98,DT,23,DEN,2011,2011,0,0,0,0,3,0,,,Virginia Tech,College Stats
244,2008,5,151,Frank Okam\OkamFr99,DT,22,HOU,2008,2011,0,0,0,3,25,6,,,Texas,College Stats
245,2008,5,152,Letroy Guion\GuioLe99,DT,21,MIN,2008,2016,0,0,4,28,112,66,,8.5,Florida St.,College Stats
246,2008,6,181,Nick Hayden\HaydNi99,DT,22,CAR,2008,2015,0,0,4,24,76,60,,2.0,Wisconsin,College Stats
247,2008,6,190,Ahtyba Rubin\RubiAh99,DT,22,CLE,2008,2017,0,0,7,50,143,107,2,15.0,Iowa St.,College Stats
248,2008,7,216,Landon Cohen\CoheLa99,DT,22,DET,2008,2014,0,0,0,4,40,9,,,Ohio,College Stats
249,2008,7,245,Lionel Dotson\DotsLi99,DT,23,MIA,2008,2011,0,0,0,0,12,0,,,Arizona,College Stats
250,2007,1,10,Amobi Okoye\OkoyAm99,DT,20,HOU,2007,2014,0,0,4,24,87,59,,16.0,Louisville,College Stats
251,2007,1,16,Justin Harrell\HarrJu99,DT,23,GNB,2007,2010,0,0,0,2,14,2,,,Tennessee,College Stats
