Rk,Year,Rnd,Pick,Player,Pos,DrAge,Tm,From,To,AP1,PB,St,CarAV,G,GS,Att,Yds,TD,Rec,Yds,TD,College/Univ,
194,2013,1,8,Tavon Austin\AustTa00,WR,23,STL,2013,2019,0,0,4,25,96,50,196,1340,10,215,2006,15,West Virginia,College Stats
195,2013,1,27,DeAndre Hopkins\HopkDe00,WR,21,HOU,2013,2019,3,4,7,59,110,110,3,11,0,632,8602,54,Clemson,College Stats
196,2013,1,29,Cordarrelle Patterson\PattCo00,WR,22,MIN,2013,2019,3,3,2,26,111,33,103,785,7,195,1955,10,Tennessee,College Stats
197,2013,2,34,Justin Hunter\HuntJu00,WR,22,TEN,2013,2018,0,0,1,9,60,19,,,,85,1349,13,Tennessee,College Stats
198,2013,2,41,Robert Woods\WoodRo02,WR,21,BUF,2013,2019,0,0,7,45,100,90,42,306,2,435,5585,25,USC,College Stats
199,2013,2,59,Aaron Dobson\DobsAa00,WR,22,NWE,2013,2015,0,0,1,6,24,13,,,,53,698,4,Marshall,College Stats
200,2013,3,74,Terrance Williams\WillTe01,WR,23,DAL,2013,2018,0,0,4,28,83,68,5,19,0,232,3377,20,Baylor,College Stats
201,2013,3,76,Keenan Allen\AlleKe00,WR,21,SDG,2013,2019,0,3,6,50,86,82,14,100,0,524,6405,34,California,College Stats
202,2013,3,78,Marquise Goodwin\GoodMa00,WR,22,BUF,2013,2019,0,0,3,18,75,40,15,89,0,140,2323,13,Texas,College Stats
203,2013,3,79,Markus Wheaton\WheaMa00,WR,22,PIT,2013,2018,0,0,2,13,59,22,4,19,0,110,1559,8,Oregon St.,College Stats
204,2013,3,92,Stedman Bailey\BailSt01,WR,22,STL,2013,2015,0,0,0,7,38,8,3,46,1,59,843,2,West Virginia,College Stats
205,2013,4,101,Ace Sanders\SandAc00,WR,21,JAX,2013,2014,0,0,0,3,27,4,2,4,0,57,539,1,South Carolina,College Stats
206,2013,4,102,Josh Boyce\BoycJo00,WR,22,NWE,2013,2014,0,0,0,1,10,3,,,,9,121,0,TCU,College Stats
207,2013,4,123,Chris Harper\HarpCh00,WR,23,SEA,2013,2014,0,0,0,0,4,0,,,,,,,Kansas St.,College Stats
208,2013,4,128,Quinton Patton\PattQu00,WR,23,SFO,2013,2016,0,0,1,7,40,18,3,51,0,73,880,1,Louisiana Tech,College Stats
209,2013,5,135,Denard Robinson\RobiDe00,WR,22,JAX,2013,2016,0,0,1,8,55,13,263,1058,5,47,310,0,Michigan,College Stats
210,2013,5,144,Kenny Stills\StilKe00,WR,21,NOR,2013,2019,0,0,5,33,107,77,4,8,0,299,4699,36,Oklahoma,College Stats
211,2013,5,161,Tavarres King\KingTa00,WR,23,DEN,2014,2017,0,0,0,2,17,3,2,3,0,22,303,3,Georgia,College Stats
212,2013,6,171,Corey Fuller\FullCo00,WR,23,DET,2014,2015,0,0,0,3,28,2,,,,18,288,1,Virginia Tech,College Stats
213,2013,6,174,Ryan Swope\SwopRy00,WR,22,ARI,,,0,0,0,,,,,,,,,,Texas A&M,College Stats
214,2013,6,186,Justin Brown\BrowJu00,WR,22,PIT,2014,2014,0,0,0,1,8,1,,,,12,94,0,Oklahoma,College Stats
215,2013,6,195,Alan Bonner\BonnAl00,WR,22,HOU,2014,2014,0,0,0,0,0,,,,,,,,Jacksonville St.,
216,2013,6,197,Cobi Hamilton\HamiCo00,WR,22,CIN,2014,2017,0,0,1,2,14,10,,,,18,242,2,Arkansas,College Stats
217,2013,7,209,Brice Butler\ButlBr00,WR,23,OAK,2013,2018,0,0,0,9,69,8,,,,79,1237,9,San Diego St.,College Stats
218,2013,7,216,Charles Johnson\JohnCh08,WR,24,GNB,2014,2016,0,0,0,7,39,17,1,-11,0,60,834,2,Grand Valley St.,
219,2013,7,224,Kevin Dorsey\DorsKe01,WR,23,GNB,2014,2014,0,0,0,0,3,0,,,,1,4,0,Maryland,College Stats
220,2013,7,236,Marquess Wilson\WilsMa02,WR,20,CHI,2013,2016,0,0,0,6,31,14,,,,56,777,3,Washington St.,College Stats
221,2013,7,238,Aaron Mellette\MellAa00,WR,23,BAL,,,0,0,0,,,,,,,,,,Elon,
222,2012,1,5,Justin Blackmon\BlacJu00,WR,22,JAX,2012,2014,0,0,1,9,20,18,3,22,0,93,1280,6,Oklahoma St.,College Stats
223,2012,1,13,Michael Floyd\FloyMi00,WR,22,ARI,2012,2018,0,0,3,28,102,51,1,2,0,266,3959,25,Notre Dame,College Stats
224,2012,1,20,Kendall Wright\WrigKe01,WR,22,TEN,2012,2017,0,0,3,28,82,45,11,90,0,339,3858,19,Baylor,College Stats
225,2012,1,30,A.J. Jenkins\JenkA.00,WR,22,SFO,2012,2014,0,0,0,2,28,3,4,4,0,17,223,0,Illinois,College Stats
226,2012,2,33,Brian Quick\QuicBr00,WR,23,STL,2012,2018,0,0,0,11,84,28,,,,114,1593,10,Appalachian St.,
227,2012,2,43,Stephen Hill\HillSt00,WR,21,NYJ,2012,2014,0,0,2,4,23,19,,,,45,594,4,Georgia Tech,College Stats
228,2012,2,45,Alshon Jeffery\JeffAl00,WR,22,CHI,2012,2019,0,1,8,49,102,95,23,140,1,469,6671,45,South Carolina,College Stats
229,2012,2,54,Ryan Broyles\BroyRy00,WR,24,DET,2012,2014,0,0,0,3,21,6,,,,32,420,2,Oklahoma,College Stats
230,2012,2,63,Rueben Randle\RandRu00,WR,21,NYG,2012,2015,0,0,2,21,64,33,,,,188,2644,20,LSU,College Stats
231,2012,3,68,DeVier Posey\PoseDe00,WR,22,HOU,2012,2014,0,0,0,2,26,1,1,-3,0,22,272,0,Ohio St.,College Stats
232,2012,3,69,T.J. Graham\GrahT.00,WR,23,BUF,2012,2015,0,0,1,7,47,18,5,19,0,61,794,4,North Carolina St.,College Stats
233,2012,3,83,Mohamed Sanu\SanuMo00,WR,23,CIN,2012,2019,0,0,5,38,118,92,41,223,2,403,4507,26,Rutgers,College Stats
234,2012,3,92,T.Y. Hilton\HiltT.00,WR,22,IND,2012,2019,0,4,7,66,118,97,9,55,0,552,8598,45,Florida International,College Stats
235,2012,4,96,Chris Givens\GiveCh00,WR,22,STL,2012,2015,0,0,2,12,60,31,11,42,0,107,1779,5,Wake Forest,College Stats
236,2012,4,100,Travis Benjamin\BenjTr00,WR,22,CLE,2012,2019,0,0,2,25,101,37,36,268,0,208,3143,19,Miami (FL),College Stats
237,2012,4,104,Joe Adams\AdamJo01,WR,22,CAR,2012,2012,0,0,0,0,9,0,3,13,0,1,7,0,Arkansas,College Stats
238,2012,4,107,Devon Wylie\WyliDe00,WR,24,KAN,2012,2014,0,0,0,0,8,1,,,,6,53,0,Fresno St.,College Stats
239,2012,4,118,Jarius Wright\WrigJa02,WR,22,MIN,2012,2019,0,0,1,23,111,30,11,143,0,224,2782,11,Arkansas,College Stats
240,2012,4,121,Keshawn Martin\MartKe01,WR,22,HOU,2012,2016,0,0,1,7,58,10,5,59,0,62,685,5,Michigan St.,College Stats
241,2012,4,122,Nick Toon\ToonNi00,WR,23,NOR,2012,2015,0,0,0,3,17,5,1,4,0,21,283,1,Wisconsin,College Stats
242,2012,4,134,Greg Childs\ChilGr00,WR,22,MIN,2012,2012,0,0,0,0,,,,,,,,,Arkansas,College Stats
243,2012,5,152,Danny Coale\CoalDa00,WR,24,DAL,2012,2012,0,0,0,0,,,,,,,,,Virginia Tech,College Stats
244,2012,5,166,Marvin Jones\JoneMa02,WR,22,CIN,2012,2019,0,0,5,40,96,72,19,148,0,347,5047,42,California,College Stats
245,2012,5,168,Juron Criner\CrinJu00,WR,22,OAK,2012,2014,0,0,0,1,13,0,,,,19,183,1,Arizona,College Stats
246,2012,6,183,B.J. Cunningham\CunnB.00,WR,23,MIA,2012,2014,0,0,0,0,2,0,,,,,,,Michigan St.,College Stats
247,2012,6,194,Marvin McNutt\McNuMa00,WR,23,PHI,2012,2014,0,0,0,0,5,0,,,,,,,Iowa,College Stats
248,2012,6,198,Tommy Streeter\StreTo00,WR,22,BAL,2012,2014,0,0,0,0,2,0,,,,,,,Miami (FL),College Stats
249,2012,6,206,LaVon Brazill\BrazLa00,WR,23,IND,2012,2013,0,0,0,3,25,0,,,,23,347,3,Ohio,College Stats
250,2012,7,227,Rishard Matthews\MattRi00,WR,22,MIA,2012,2018,0,0,4,24,87,38,3,4,0,230,3160,21,Nevada,College Stats
251,2012,7,231,Toney Clemons\ClemTo00,WR,23,PIT,2012,2012,0,0,0,0,4,0,,,,3,41,0,Colorado,College Stats
252,2012,7,235,Jeremy Ebert\EberJe00,WR,23,NWE,2012,2013,0,0,0,0,5,0,,,,3,18,0,Northwestern,College Stats
253,2012,7,238,Junior Hemingway\HemiJu00,WR,23,KAN,2012,2014,0,0,0,2,31,3,,,,25,233,2,Michigan,College Stats
254,2012,7,244,Jordan White\WhitJo02,WR,24,NYJ,2012,2012,0,0,0,0,3,0,,,,1,13,0,West. Michigan,College Stats
255,2011,1,4,A.J. Green\GreeA.00,WR,23,CIN,2011,2018,0,7,8,68,111,111,11,93,0,602,8907,63,Georgia,College Stats
256,2011,1,6,Julio Jones\JoneJu02,WR,22,ATL,2011,2019,2,7,8,94,126,125,19,118,0,797,12125,57,Alabama,College Stats
257,2011,1,26,Jonathan Baldwin\BaldJo00,WR,22,KAN,2011,2013,0,0,1,4,33,11,,,,44,607,2,Pittsburgh,College Stats
258,2011,2,44,Titus Young\YounTi00,WR,22,DET,2011,2012,0,0,2,8,26,17,4,31,0,81,990,10,Boise St.,College Stats
259,2011,2,58,Torrey Smith\SmitTo02,WR,22,BAL,2011,2018,0,0,7,38,119,106,8,45,0,319,5141,41,Maryland,College Stats
260,2011,2,59,Greg Little\LittGr00,WR,22,CLE,2011,2014,0,0,3,13,54,42,5,30,0,161,1890,8,North Carolina,College Stats
261,2011,2,64,Randall Cobb\CobbRa00,WR,21,GNB,2011,2019,0,1,5,58,120,79,62,363,0,525,6352,44,Kentucky,College Stats
262,2011,3,78,Austin Pettis\PettAu00,WR,23,STL,2011,2014,0,0,0,8,51,11,1,-6,0,107,1034,9,Boise St.,College Stats
263,2011,3,79,Leonard Hankerson\HankLe00,WR,23,WAS,2011,2015,0,0,1,11,41,14,2,5,0,107,1408,9,Miami (FL),College Stats
264,2011,3,82,Vincent Brown\BrowVi00,WR,22,SDG,2011,2015,0,0,1,9,38,16,,,,73,941,3,San Diego St.,College Stats
265,2011,3,83,Jerrel Jernigan\JernJe00,WR,22,NYG,2011,2014,0,0,0,2,34,4,4,61,1,38,391,2,Troy,College Stats
266,2011,4,107,Kris Durham\DurhKr00,WR,23,SEA,2011,2014,0,0,1,5,27,16,,,,55,699,3,Georgia,College Stats
267,2011,4,111,Clyde Gates\GateCl00,WR,25,MIA,2011,2013,0,0,0,3,32,4,2,16,0,30,365,0,Abilene Christian,
268,2011,4,112,Greg Salas\SalaGr00,WR,23,STL,2011,2016,0,0,0,4,29,3,2,28,1,50,704,1,Hawaii,College Stats
269,2011,4,114,Cecil Shorts\ShorCe00,WR,23,JAX,2011,2016,0,0,4,19,70,43,11,43,0,229,2979,14,Mount Union,
270,2011,4,123,Tandon Doss\DossTa00,WR,21,BAL,2011,2014,0,0,0,4,35,2,,,,26,428,1,Indiana,College Stats
271,2011,5,132,Kealoha Pilares\PilaKe00,WR,23,CAR,2011,2012,0,0,0,1,20,0,1,17,0,2,42,1,Hawaii,College Stats
272,2011,5,148,Denarius Moore\MoorDe02,WR,22,OAK,2011,2015,0,0,3,15,56,37,7,57,1,142,2169,17,Tennessee,College Stats
273,2011,5,153,Jeremy Kerley\KerlJe00,WR,22,NYJ,2011,2018,0,0,4,23,99,40,18,133,0,270,3116,13,TCU,College Stats
274,2011,5,155,Niles Paul\PaulNi00,WR,22,WAS,2011,2018,0,0,1,7,88,27,5,7,0,78,954,2,Nebraska,College Stats
275,2011,6,167,Ryan Whalen\WhalRy00,WR,22,CIN,2011,2013,0,0,0,0,17,0,,,,11,80,0,Stanford,College Stats
276,2011,6,176,Dwayne Harris\HarrDw00,WR,23,DAL,2011,2019,0,1,0,12,106,12,9,37,0,77,874,8,East Carolina,College Stats
277,2011,6,178,Aldrick Robinson\RobiAl00,WR,22,WAS,2012,2018,0,0,0,12,84,5,4,10,0,86,1422,14,SMU,College Stats
278,2011,6,182,Ronald Johnson\JohnRo05,WR,23,SFO,2012,2012,0,0,0,0,,,,,,,,,USC,College Stats
279,2011,7,227,Scotty McKnight\McKnSc00,WR,23,NYJ,,,0,0,0,,,,,,,,,,Colorado,College Stats
280,2011,7,236,Stephen Burton\BurtSt00,WR,21,MIN,2011,2013,0,0,0,0,19,3,1,-9,0,15,149,1,Long Beach CC,
281,2011,7,241,David Ausberry\AusbDa00,WR,23,OAK,2011,2014,0,0,0,1,34,0,1,-2,0,11,120,0,USC,College Stats
282,2011,7,249,DeMarco Sampson\SampDe00,WR,25,ARI,2011,2011,0,0,0,0,12,0,,,,3,36,0,San Diego St.,College Stats
283,2010,1,22,Demaryius Thomas\ThomDe03,WR,22,DEN,2010,2019,0,4,8,69,143,128,3,6,0,724,9763,63,Georgia Tech,College Stats
284,2010,1,24,Dez Bryant\BryaDe01,WR,21,DAL,2010,2017,1,3,7,61,113,99,6,-3,0,531,7459,73,Oklahoma St.,College Stats
285,2010,2,36,Dexter McCluster\McClDe00,WR,21,KAN,2010,2016,0,1,1,21,89,27,250,1042,2,236,1993,7,Mississippi,College Stats
286,2010,2,39,Arrelious Benn\BennAr00,WR,21,TAM,2010,2017,0,0,2,8,61,24,15,44,0,65,990,6,Illinois,College Stats
287,2010,2,60,Golden Tate\TateGo00,WR,22,SEA,2010,2019,0,1,7,56,148,111,44,216,0,660,7890,44,Notre Dame,College Stats
288,2010,3,77,Damian Williams\WillDa04,WR,22,TEN,2010,2014,0,0,1,9,57,17,1,5,0,107,1327,5,USC,College Stats
289,2010,3,78,Brandon LaFell\LaFeBr00,WR,23,CAR,2010,2018,0,0,5,43,125,90,11,130,0,406,5398,31,LSU,College Stats
290,2010,3,82,Emmanuel Sanders\SandEm00,WR,23,PIT,2010,2019,0,2,7,55,144,104,18,159,1,601,7893,42,SMU,College Stats
291,2010,3,84,Jordan Shipley\ShipJo00,WR,24,CIN,2010,2012,0,0,0,7,24,6,,,,79,858,4,Texas,College Stats
292,2010,3,87,Eric Decker\DeckEr00,WR,23,DEN,2010,2017,0,0,5,46,111,83,1,1,0,439,5816,53,Minnesota,College Stats
293,2010,3,88,Andre Roberts\RobeAn00,WR,22,ARI,2010,2019,1,2,2,23,148,41,12,104,0,257,3010,15,The Citadel,
294,2010,3,89,Armanti Edwards\EdwaAr00,WR,22,CAR,2010,2013,0,0,0,1,41,0,3,12,0,6,131,0,Appalachian St.,
295,2010,3,90,Taylor Price\PricTa00,WR,22,NWE,2010,2012,0,0,0,1,6,0,,,,5,80,0,Ohio,College Stats
296,2010,4,99,Mardy Gilyard\GilyMa00,WR,23,STL,2010,2012,0,0,0,1,19,2,,,,8,78,0,Cincinnati,College Stats
297,2010,4,101,Mike Williams\WillMi04,WR,23,TAM,2010,2014,0,0,3,25,63,52,1,3,0,223,3089,26,Syracuse,College Stats
298,2010,4,107,Marcus Easley\EaslMa00,WR,22,BUF,2012,2015,0,0,0,1,42,0,,,,3,71,1,Connecticut,
299,2010,4,108,Jacoby Ford\FordJa01,WR,23,OAK,2010,2013,0,0,1,12,38,13,19,201,2,57,848,3,Clemson,College Stats
300,2010,5,156,David Reed\ReedDa00,WR,23,BAL,2010,2013,0,0,0,2,36,0,2,31,0,6,68,0,Utah,College Stats
