Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
47,Marqise Lee\marqise-lee-1,USC,Pac-12,12,73,1143,15.7,11,5,33,6.6,0,78,1176,15.1,11
48,Bryan Burnham*\bryan-burnham-1,Tulsa,CUSA,13,54,850,15.7,9,,,,,54,850,15.7,9
49,Rashad Greene*\rashad-greene-1,Florida State,ACC,9,38,596,15.7,7,3,44,14.7,0,41,640,15.6,7
50,Alshon Jeffery*\alshon-jeffery-1,South Carolina,SEC,13,49,762,15.6,8,,,,,49,762,15.6,8
51,Rodney Smith*\rodney-smith-1,Florida State,ACC,13,36,561,15.6,4,,,,,36,561,15.6,4
52,Da'Rick Rogers\darick-rogers-1,Tennessee,SEC,12,67,1040,15.5,9,3,10,3.3,0,70,1050,15.0,9
53,Cody Hoffman*\cody-hoffman-1,Brigham Young,Ind,13,61,943,15.5,10,1,3,3.0,0,62,946,15.3,10
54,Colin Larmond\colin-larmond-1,Boston College,ACC,12,34,528,15.5,3,,,,,34,528,15.5,3
55,Kendall Wright*\kendall-wright-1,Baylor,Big 12,13,108,1663,15.4,14,10,72,7.2,0,118,1735,14.7,14
56,Austin Franklin\austin-franklin-1,New Mexico State,WAC,13,34,524,15.4,3,4,22,5.5,0,38,546,14.4,3
57,Josh Reese\josh-reese-1,UCF,CUSA,11,30,461,15.4,2,,,,,30,461,15.4,2
58,Gavin Escobar*\gavin-escobar-1,San Diego State,MWC,13,51,780,15.3,7,,,,,51,780,15.3,7
59,Kofi Hughes\kofi-hughes-1,Indiana,Big Ten,12,35,536,15.3,3,27,162,6.0,0,62,698,11.3,3
60,Chris Boyd*\chris-boyd-1,Vanderbilt,SEC,13,31,473,15.3,8,2,19,9.5,0,33,492,14.9,8
61,Quinton Patton*\quinton-patton-1,Louisiana Tech,WAC,13,79,1202,15.2,11,10,42,4.2,0,89,1244,14.0,11
62,Todd Lee\todd-lee-1,New Mexico State,WAC,13,39,592,15.2,3,4,45,11.3,0,43,637,14.8,3
63,Stanley Morrison*\stanley-morrison-1,Utah State,WAC,13,29,441,15.2,3,14,97,6.9,0,43,538,12.5,3
64,Lou Greenwood\lou-greenwood-1,Colorado State,MWC,11,26,396,15.2,2,6,-3,-0.5,0,32,393,12.3,2
65,Danny Coale*\danny-coale-1,Virginia Tech,ACC,14,60,904,15.1,3,4,26,6.5,0,64,930,14.5,3
66,Ryan Balentine*\ryan-balentine-1,Southern Mississippi,CUSA,14,49,742,15.1,8,,,,,49,742,15.1,8
67,Aaron Pflugrad*\aaron-pflugrad-1,Arizona State,Pac-12,13,44,665,15.1,5,0,0,,0,44,665,15.1,5
68,Ryan Griffin\ryan-griffin-1,Connecticut,Big East,12,33,499,15.1,3,,,,,33,499,15.1,3
69,Rishard Matthews*\rishard-matthews-1,Nevada,WAC,12,91,1364,15.0,8,5,-1,-0.2,0,96,1363,14.2,8
70,Tavarres King*\tavarres-king-1,Georgia,SEC,14,47,705,15.0,8,2,5,2.5,0,49,710,14.5,8
71,La'Rod King\larod-king-1,Kentucky,SEC,12,40,598,15.0,7,,,,,40,598,15.0,7
72,A.J. Guyton\aj-guyton-1,UCF,CUSA,11,27,404,15.0,1,,,,,27,404,15.0,1
73,Sammy Watkins*\sammy-watkins-1,Clemson,ACC,13,82,1219,14.9,12,32,231,7.2,0,114,1450,12.7,12
74,Da'Jon McKnight\dajon-mcknight-1,Minnesota,Big Ten,12,51,760,14.9,4,1,0,0.0,0,52,760,14.6,4
75,Jermaine Kearse*\jermaine-kearse-1,Washington,Pac-12,13,47,699,14.9,7,2,13,6.5,1,49,712,14.5,8
76,Tracy Moore*\tracy-moore-1,Oklahoma State,Big 12,13,45,672,14.9,4,,,,,45,672,14.9,4
77,Alex Neutz\alex-neutz-1,Buffalo,MAC,9,43,641,14.9,4,,,,,43,641,14.9,4
78,Devin Aguilar*\devin-aguilar-1,Washington,Pac-12,13,41,611,14.9,6,3,7,2.3,0,44,618,14.0,6
79,Travis Benjamin\travis-benjamin-1,Miami (FL),ACC,11,41,609,14.9,3,8,19,2.4,0,49,628,12.8,3
80,Reese Wiggins\reese-wiggins-1,East Carolina,CUSA,10,29,432,14.9,3,,,,,29,432,14.9,3
81,Nathan Palmer*\nathan-palmer-1,Northern Illinois,MAC,14,47,695,14.8,7,6,30,5.0,0,53,725,13.7,7
82,Malcolm Mitchell*\malcolm-mitchell-2,Georgia,SEC,11,45,665,14.8,4,4,38,9.5,0,49,703,14.3,4
83,Justin Brown*\justin-brown-1,Penn State,Big Ten,13,35,517,14.8,2,1,0,0.0,0,36,517,14.4,2
84,Kemonte Bateman\kemonte-bateman-1,New Mexico State,WAC,13,28,414,14.8,4,1,0,0.0,0,29,414,14.3,4
85,Chris Gilbert\chris-gilbert-2,Kent State,MAC,11,27,399,14.8,3,1,-1,-1.0,0,28,398,14.2,3
86,Nick Harwell\nick-harwell-1,Miami (OH),MAC,11,97,1425,14.7,9,4,1,0.3,0,101,1426,14.1,9
87,Kashif Moore\kashif-moore-1,Connecticut,Big East,12,41,604,14.7,5,9,25,2.8,1,50,629,12.6,6
88,Arceto Clark*\arceto-clark-1,Mississippi State,SEC,13,30,442,14.7,4,,,,,30,442,14.7,4
89,Donte Moncrief\donte-moncrief-1,Ole Miss,SEC,12,31,454,14.6,4,,,,,31,454,14.6,4
90,Jeremy Gallon*\jeremy-gallon-1,Michigan,Big Ten,13,31,453,14.6,3,3,26,8.7,0,34,479,14.1,3
91,Nick Toon*\nick-toon-1,Wisconsin,Big Ten,13,64,926,14.5,10,,,,,64,926,14.5,10
92,T.Y. Hilton*\ty-hilton-1,Florida International,Sun Belt,13,72,1038,14.4,7,19,124,6.5,1,91,1162,12.8,8
93,Dan Buckner\dan-buckner-1,Arizona,Pac-12,12,42,606,14.4,2,0,0,,0,42,606,14.4,2
94,Jabari Carr\jabari-carr-1,San Jose State,WAC,12,33,476,14.4,4,,,,,33,476,14.4,4
95,Dominque Sullivan*\dominque-sullivan-1,Southern Mississippi,CUSA,14,32,461,14.4,2,,,,,32,461,14.4,2
96,Kenny Bell*\kenny-bell-2,Nebraska,Big Ten,13,32,461,14.4,3,3,100,33.3,1,35,561,16.0,4
97,Keenan Davis*\keenan-davis-1,Iowa,Big Ten,12,50,713,14.3,4,1,-1,-1.0,0,51,712,14.0,4
98,Johnathan Warzeka*\johnathan-warzeka-1,Air Force,MWC,13,31,442,14.3,4,28,244,8.7,0,59,686,11.6,4
99,Jonathan Warzeka*\jonathan-warzeka-1,Air Force,MWC,13,31,442,14.3,4,28,244,8.7,0,59,686,11.6,4
100,Jordan Leslie\jordan-leslie-1,UTEP,CUSA,12,30,430,14.3,2,,,,,30,430,14.3,2
101,Nick Olds\nick-olds-1,Eastern Michigan,MAC,12,24,342,14.3,3,,,,,24,342,14.3,3
102,A.J. Jenkins*\aj-jenkins-1,Illinois,Big Ten,13,90,1276,14.2,8,5,26,5.2,0,95,1302,13.7,8
103,Darius Johnson*\darius-johnson-2,SMU,CUSA,13,79,1118,14.2,8,1,1,1.0,0,80,1119,14.0,8
104,Royce Pollard\royce-pollard-1,Hawaii,WAC,12,71,1011,14.2,8,,,,,71,1011,14.2,8
105,Willie Carter*\willie-carter-1,Tulsa,CUSA,11,61,868,14.2,7,13,62,4.8,2,74,930,12.6,9
106,Devin Street*\devin-street-1,Pitt,Big East,13,53,754,14.2,2,2,25,12.5,0,55,779,14.2,2
107,Ryan Otten\ryan-otten-1,San Jose State,WAC,11,52,739,14.2,5,,,,,52,739,14.2,5
108,Erik Highsmith*\erik-highsmith-1,North Carolina,ACC,12,51,726,14.2,5,7,37,5.3,0,58,763,13.2,5
109,Paul Richardson\paul-richardson-1,Colorado,Pac-12,9,39,555,14.2,5,2,24,12.0,0,41,579,14.1,5
110,Josh Harper\josh-harper-1,Fresno State,WAC,11,35,497,14.2,5,1,-2,-2.0,0,36,495,13.8,5
111,Justin Johnson*\justin-johnson-1,Houston,CUSA,14,87,1229,14.1,12,,,,,87,1229,14.1,12
112,Dwight Jones*\dwight-jones-1,North Carolina,ACC,13,85,1196,14.1,12,2,11,5.5,0,87,1207,13.9,12
113,Jeremy Ebert*\jeremy-ebert-1,Northwestern,Big Ten,13,75,1060,14.1,11,4,26,6.5,0,79,1086,13.7,11
114,David Blackburn\david-blackburn-1,Central Michigan,MAC,11,34,479,14.1,5,,,,,34,479,14.1,5
115,David Paulson*\david-paulson-1,Oregon,Pac-12,14,31,438,14.1,6,,,,,31,438,14.1,6
116,James Hanna*\james-hanna-1,Oklahoma,Big 12,13,27,381,14.1,2,,,,,27,381,14.1,2
117,Kamar Jorden\kamar-jorden-1,Bowling Green State,MAC,12,78,1089,14.0,12,,,,,78,1089,14.0,12
118,Deonte Welch\deonte-welch-1,South Florida,Big East,12,31,433,14.0,1,,,,,31,433,14.0,1
119,Josh Chichester*\josh-chichester-1,Louisville,Big East,13,28,393,14.0,2,,,,,28,393,14.0,2
120,Anthony Amos\anthony-amos-1,Middle Tennessee State,Sun Belt,11,27,379,14.0,3,,,,,27,379,14.0,3
121,Nickolas Brassell\nickolas-brassell-1,Ole Miss,SEC,12,24,336,14.0,2,21,133,6.3,0,45,469,10.4,2
122,Ryan Broyles*\ryan-broyles-1,Oklahoma,Big 12,9,83,1157,13.9,10,1,3,3.0,0,84,1160,13.8,10
123,Kenny Stills*\kenny-stills-1,Oklahoma,Big 12,11,61,849,13.9,8,1,1,1.0,0,62,850,13.7,8
124,Anthony McClung*\anthony-mcclung-1,Cincinnati,Big East,13,49,683,13.9,6,1,4,4.0,0,50,687,13.7,6
125,Josh Huff*\josh-huff-1,Oregon,Pac-12,12,31,430,13.9,2,,,,,31,430,13.9,2
126,Devon Brown*\devon-brown-1,West Virginia,Big East,13,29,404,13.9,1,0,0,,0,29,404,13.9,1
127,Bert Reed*\bert-reed-1,Florida State,ACC,12,29,403,13.9,5,1,35,35.0,0,30,438,14.6,5
128,Kris Burd*\kris-burd-1,Virginia,ACC,13,66,913,13.8,3,,,,,66,913,13.8,3
129,Jaxon Shipley*\jaxon-shipley-1,Texas,Big 12,10,44,607,13.8,3,11,39,3.5,0,55,646,11.7,3
130,Myles White*\myles-white-2,Louisiana Tech,WAC,10,30,414,13.8,3,,,,,30,414,13.8,3
131,Jordan White*\jordan-white-1,Western Michigan,MAC,13,140,1911,13.7,17,1,27,27.0,0,141,1938,13.7,17
132,Keenan Allen*\keenan-allen-1,California,Pac-12,13,98,1343,13.7,6,9,55,6.1,0,107,1398,13.1,6
133,Conner Vernon\conner-vernon-1,Duke,ACC,12,70,956,13.7,6,3,0,0.0,0,73,956,13.1,6
134,Chris Harper*\chris-harper-2,Kansas State,Big 12,13,40,547,13.7,5,3,5,1.7,0,43,552,12.8,5
135,Evan Rodriguez*\evan-rodriguez-1,Temple,MAC,13,35,479,13.7,2,,,,,35,479,13.7,2
136,Matt Austin*\matt-austin-2,Utah State,WAC,13,34,465,13.7,6,,,,,34,465,13.7,6
137,Der'Rikk Thompson*\derrikk-thompson-1,SMU,CUSA,13,30,411,13.7,3,,,,,30,411,13.7,3
138,Hubert Anyiam*\hubert-anyiam-1,Oklahoma State,Big 12,7,27,370,13.7,3,1,7,7.0,0,28,377,13.5,3
139,Levine Toilolo*\levine-toilolo-1,Stanford,Pac-12,13,25,343,13.7,6,,,,,25,343,13.7,6
140,Ryan Swope*\ryan-swope-1,Texas A&M,Big 12,13,89,1207,13.6,11,7,3,0.4,0,96,1210,12.6,11
141,Deandre Hopkins*\deandre-hopkins-1,Clemson,ACC,14,72,978,13.6,5,,,,,72,978,13.6,5
142,Marvin Jones*\marvin-jones-1,California,Pac-12,13,62,846,13.6,3,5,22,4.4,0,67,868,13.0,3
143,Aaron Dobson*\aaron-dobson-1,Marshall,CUSA,13,49,668,13.6,12,1,1,1.0,0,50,669,13.4,12
144,Keith Sconiers\keith-sconiers-1,Akron,MAC,12,47,639,13.6,5,,,,,47,639,13.6,5
145,Riley Dunlop*\riley-dunlop-1,Ohio,MAC,14,43,586,13.6,6,1,8,8.0,0,44,594,13.5,6
146,Lanear Sampson*\lanear-sampson-1,Baylor,Big 12,13,42,572,13.6,3,,,,,42,572,13.6,3
147,Chad Bumphis*\chad-bumphis-1,Mississippi State,SEC,13,25,339,13.6,3,9,28,3.1,0,34,367,10.8,3
148,Markus Wheaton\markus-wheaton-1,Oregon State,Pac-12,12,73,986,13.5,1,25,190,7.6,0,98,1176,12.0,1
149,Josh Jarboe*\josh-jarboe-2,Arkansas State,Sun Belt,13,54,730,13.5,2,,,,,54,730,13.5,2
150,Mike Davis*\mike-davis-2,Texas,Big 12,13,45,609,13.5,1,,,,,45,609,13.5,1
151,Wilson Van Hooser\wilson-van-hooser-1,Tulane,CUSA,13,36,487,13.5,4,2,-7,-3.5,0,38,480,12.6,4
152,Armauni Johnson\armauni-johnson-1,Idaho,WAC,8,23,311,13.5,3,,,,,23,311,13.5,3
153,Griff Whalen*\griff-whalen-1,Stanford,Pac-12,13,56,749,13.4,4,,,,,56,749,13.4,4
154,Tobias Palmer*\tobias-palmer-1,North Carolina State,ACC,12,37,496,13.4,5,,,,,37,496,13.4,5
155,Allen Hurns\allen-hurns-1,Miami (FL),ACC,12,31,415,13.4,4,,,,,31,415,13.4,4
156,Nick Adams\nick-adams-1,UAB,CUSA,12,29,390,13.4,1,3,12,4.0,1,32,402,12.6,2
157,Antavian Edison*\antavian-edison-1,Purdue,Big Ten,13,44,584,13.3,3,30,124,4.1,2,74,708,9.6,5
158,D.J. Coles*\dj-coles-1,Virginia Tech,ACC,14,36,480,13.3,3,,,,,36,480,13.3,3
159,Ross Apo*\ross-apo-1,Brigham Young,Ind,13,34,453,13.3,9,1,-11,-11.0,0,35,442,12.6,9
160,De'Anthony Thomas*\deanthony-thomas-1,Oregon,Pac-12,14,46,605,13.2,9,55,595,10.8,7,101,1200,11.9,16
161,Isiah Moore\isiah-moore-1,Connecticut,Big East,12,43,566,13.2,0,,,,,43,566,13.2,0
162,Shane Anderson*\shane-anderson-1,Nevada,WAC,10,40,526,13.2,2,9,33,3.7,0,49,559,11.4,2
163,Ace Sanders*\ace-sanders-1,South Carolina,SEC,13,29,383,13.2,2,4,15,3.8,0,33,398,12.1,2
164,Ed Young\ed-young-1,Buffalo,MAC,12,27,357,13.2,2,9,22,2.4,0,36,379,10.5,2
165,Tyshon Goode\tyshon-goode-1,Kent State,MAC,12,24,316,13.2,2,2,10,5.0,0,26,326,12.5,2
166,Eric Thomas\eric-thomas-2,Troy,Sun Belt,12,67,875,13.1,9,,,,,67,875,13.1,9
167,Mike Edwards\mike-edwards-4,UTEP,CUSA,12,50,657,13.1,3,3,17,5.7,0,53,674,12.7,3
168,Austin Seferian-Jenkins*\austin-seferian-jenkins-1,Washington,Pac-12,13,41,538,13.1,6,,,,,41,538,13.1,6
169,Josh Lenz*\josh-lenz-1,Iowa State,Big 12,12,39,510,13.1,2,2,-8,-4.0,0,41,502,12.2,2
170,Jaron Brown*\jaron-brown-1,Clemson,ACC,14,31,406,13.1,4,,,,,31,406,13.1,4
171,James Johnson*\james-johnson-7,Washington,Pac-12,11,28,366,13.1,4,,,,,28,366,13.1,4
172,Trevor Davis\trevor-davis-1,Hawaii,WAC,7,28,366,13.1,3,,,,,28,366,13.1,3
173,Kolby Arendse*\kolby-arendse-1,Nevada,WAC,13,26,340,13.1,2,,,,,26,340,13.1,2
174,Isiah Barton\isiah-barton-1,Washington State,Pac-12,12,49,638,13.0,5,4,8,2.0,0,53,646,12.2,5
175,J.J. Worton\jj-worton-1,UCF,CUSA,12,41,531,13.0,4,1,0,0.0,0,42,531,12.6,4
176,Justyn Shackelford\justyn-shackelford-1,Tulane,CUSA,13,31,404,13.0,1,1,13,13.0,0,32,417,13.0,1
177,David Gru*\david-gru-1,Louisiana Tech,WAC,13,26,339,13.0,1,,,,,26,339,13.0,1
178,Dylan Denso*\dylan-denso-1,San Diego State,MWC,13,49,634,12.9,3,,,,,49,634,12.9,3
179,McKay Jacobson*\mckay-jacobson-1,Brigham Young,Ind,13,25,323,12.9,1,,,,,25,323,12.9,1
180,Devon Wylie\devon-wylie-1,Fresno State,WAC,13,56,716,12.8,1,8,48,6.0,0,64,764,11.9,1
181,Uzoma Nwachukwu*\uzoma-nwachukwu-1,Texas A&M,Big 12,13,50,639,12.8,2,3,32,10.7,0,53,671,12.7,2
182,Orson Charles*\orson-charles-1,Georgia,SEC,14,45,574,12.8,5,,,,,45,574,12.8,5
183,Terrance Wilkerson*\terrance-wilkerson-1,SMU,CUSA,13,44,561,12.8,2,,,,,44,561,12.8,2
184,Marquise Goodwin*\marquise-goodwin-1,Texas,Big 12,12,33,421,12.8,2,22,220,10.0,0,55,641,11.7,2
185,Zach Ertz*\zach-ertz-1,Stanford,Pac-12,10,27,346,12.8,4,,,,,27,346,12.8,4
186,Juron Criner\juron-criner-1,Arizona,Pac-12,11,75,956,12.7,11,1,0,0.0,0,76,956,12.6,11
187,Tyler Eifert*\tyler-eifert-1,Notre Dame,Ind,13,63,803,12.7,5,,,,,63,803,12.7,5
188,Kevin Dorsey\kevin-dorsey-1,Maryland,ACC,10,45,573,12.7,3,,,,,45,573,12.7,3
